date,news_sentiment_1d_raw,news_topic_intensities_1d_raw,news_topic_entropy_1d_raw,news_sentiment_extreme_1d_raw
2020-05-19,0.16600758022490927,"[0.5992171968444528, 0.013667002400890632, 0.0029253603899830646, 0.014777574252557844, 0.36941204900042585]",1.1725835409772571,0.8333333333333334
2020-05-21,0.309103339651187,"[0.13055412125759508, 0.0033839973037674835, 0.0035811940028925003, 0.005033547139418913, 0.8574462605874851]",0.6690233556249232,0.25
2020-05-22,-0.9111576090797846,"[0.03181938286421157, 0.0007483201594955789, 0.0003320650578556078, 0.03720062745227959, 0.9298986745674832]",0.4440275499793214,1.0
2020-05-24,-0.42987799980604074,"[0.0071149312690743085, 0.00025118779596542914, 1.8773585410054286e-05, 0.0006414305077713812, 0.9919726848690941]",0.07239960003820131,0.0
2020-05-25,0.8974450578519425,"[0.0941004164054904, 0.012046568754247595, 0.0009106243956603677, 0.38510883514295013, 0.5078327141384359]",1.433456844021514,0.6666666666666666
2020-05-26,0.3332736097862033,"[0.0018928071343163918, 0.3335079799366171, 0.000323658797716182, 0.0005469394742973372, 0.6637276180693279]",0.947631705176118,1.0
2020-05-27,0.013170492755127938,"[0.19748142526478935, 0.008361397706790735, 0.04383251254291268, 0.35497118130386673, 0.39535269728130884]",1.7773257511440683,0.8888888888888888
2020-05-28,0.4155032536253123,"[0.25464534323478344, 0.0024034314131823574, 0.0002593061569182754, 0.006324973686668877, 0.7363660645389638]",0.8978386306401879,0.8
2020-05-29,-5.4789687510659046e-05,"[0.5056467861741801, 0.0001417590320638771, 2.125131039935443e-05, 0.001045649598852203, 0.4931435607464098]",1.0129166813015684,1.0
2020-05-31,-0.07268682905710268,"[0.58273167950092, 0.017349942310323434, 0.2979562654248224, 0.051777049608538336, 0.0501842652070137]",1.5137552839150075,0.0
2020-06-01,0.6696057676566105,"[0.3402461708272686, 0.006463803280939695, 0.2417469969999794, 0.013674010187359418, 0.3978681108408568]",1.6851131941237696,0.6666666666666666
2020-06-02,0.26895969893352034,"[0.5922224073672284, 0.007505892746327361, 0.014403220038520698, 0.05226113547081882, 0.3336065024824143]",1.3395747056959095,0.75
2020-06-03,-0.9983376834436585,"[7.12731546392201e-06, 2.0741670486495107e-06, 0.9999865928791638, 2.2780268480478968e-06, 9.276248826047976e-07]",0.000240285594853197,1.0
2020-06-04,-0.08426265155529156,"[0.3742324034985874, 0.029142631588280836, 0.11335296142959865, 0.055082583853464054, 0.4281887391739579]",1.7896978309362686,0.75
2020-06-05,-0.4625359342354615,"[0.2170423433260376, 0.002326219040968575, 0.0015122854125509664, 0.25708687740761843, 0.5220313200148324]",1.5062315059395777,1.0
2020-06-07,-0.9980039394020492,"[0.00014763728012013802, 0.00022619838503346767, 0.9992087399104255, 0.0002293508440687975, 0.00018707437161224037]",0.010847420704742474,1.0
2020-06-08,-0.4158673743447384,"[0.43280428343858135, 0.002446128722376541, 0.0022904840966918843, 0.33152072974324215, 0.23093754050092605]",1.5805847705488452,0.5
2020-06-09,-0.48662555382305195,"[0.4352866516946911, 0.002227727130644885, 0.2992615721987585, 0.170170178889823, 0.09305298946304168]",1.8163832813112069,0.8333333333333334
2020-06-10,-0.16771146731282588,"[0.40034939656632373, 0.2030580286665991, 0.0025678633463712135, 0.0040512502225132675, 0.38997248223551856]",1.5798631101608835,0.2
2020-06-11,0.5143044200192955,"[0.4931022735081257, 0.0047187720699924775, 0.0005286410673448103, 0.25427601308139186, 0.24737339930216953]",1.5460497222162943,1.0
2020-06-12,0.15686625069501284,"[0.001115589647854562, 0.0013042564356625101, 0.027886232194118364, 0.9527791141336523, 0.01691385480959829]",0.333491695819203,0.0
2020-06-13,0.7689064257829159,"[0.0018085911945650449, 0.00045728346660984956, 3.60223135990527e-06, 0.00043294728443949056, 0.9972965785264473]",0.03034757429836408,1.0
2020-06-14,-0.8860154859003878,"[0.550633214341661, 0.008900156980075818, 0.19029374693821316, 0.05987858416862241, 0.19029374693821316]",1.6888608024802343,1.0
2020-06-15,0.25803753497923415,"[0.0039025036362754424, 0.00038723528453250134, 0.0013850467346200436, 0.14128256573798484, 0.8530417955647916]",0.643267903183106,1.0
2020-06-16,0.9993722277525208,"[0.503799000338756, 6.114611371226421e-05, 2.4355361684656166e-05, 0.059217299744935614, 0.43689726164510173]",1.2629372958896778,1.0
2020-06-17,0.6666196947102198,"[0.28923267499006344, 0.004643327525584186, 0.29362627034441835, 0.11107209760925763, 0.30142483897968014]",1.9463943895197318,0.6666666666666666
2020-06-18,0.16465396588414744,"[0.160837813894174, 0.006514782686764611, 0.003492632986872627, 0.39869150866196845, 0.43046246782211434]",1.5522221117881738,0.5
2020-06-19,-0.08897101035082197,"[0.7667459293620904, 0.0016403976022167064, 0.00030252230424671707, 0.0023815819577571447, 0.22892860210742821]",0.8202048324099889,0.2
2020-06-20,0.9999915553408321,"[0.07833133110359403, 0.011641706518375382, 0.0004831717464241208, 0.01018321601694578, 0.8993596752549855]",0.5729424438745451,1.0
2020-06-21,0.32160832887836593,"[0.003031332017052488, 0.00010706418112880293, 0.3337698649206944, 0.432572852767517, 0.23051799434233958]",1.5661462662288195,0.75
2020-06-22,0.32335357732744424,"[0.6426844176703995, 0.007677516837367689, 0.0042775011000375, 0.10316933574126565, 0.24219046980477232]",1.3310576518370127,1.0
2020-06-23,0.23738049160385086,"[0.015999203180160144, 9.85478150689272e-05, 0.16655064384265122, 0.33609162070963355, 0.48125900374435715]",1.5639353432688177,0.8333333333333334
2020-06-24,-0.9998326942390364,"[0.9987265648626641, 0.0006662975291982154, 1.111156337217665e-05, 0.00019089743825138127, 0.00040412987994949124]",0.01596220688103245,1.0
2020-06-25,-0.11816702795771371,"[0.20250368980666492, 0.0043553659894550335, 0.2553551347102276, 0.3788468910487937, 0.1589379690234303]",1.9558668205542675,0.625
2020-06-27,-0.9752189664854369,"[0.9403362140968802, 0.007885199220746823, 0.01077778946863081, 0.009813288983960965, 0.031186567893567236]",0.4304768644192874,1.0
2020-06-28,0.9997931723067672,"[0.49408661055958514, 0.00010181021933713744, 0.4994830726251353, 0.006015158430552982, 0.0003123546553199462]",1.0521576042169332,1.0
2020-06-29,-0.9986996545399728,"[0.7368253746297929, 0.0018647129459831101, 0.000246062977968837, 0.009545318501440914, 0.25151754503825097]",0.9094033595577287,1.0
2020-06-30,-0.9991141174092368,"[0.4400119049173003, 0.043567078426521764, 0.004052369546243839, 0.22827516907744438, 0.28409303802058467]",1.7525770921868256,1.0
2020-07-02,0.3118851098569414,"[0.541663418405012, 0.020266553681689933, 0.01675569252687124, 0.21584113747070477, 0.2054723705030812]",1.6384798132203897,0.4
2020-07-03,-0.39474431644674873,"[0.2875584483826876, 0.005178619939063115, 0.01280914118730652, 0.027911664322816655, 0.6665412863581933]",1.1710903333227505,0.6666666666666666
2020-07-04,0.45984024734742585,"[0.0010297900806420682, 0.4991743817438097, 0.4994197943464303, 0.0003451480875921823, 2.9887256327907505e-05]",1.0152581252265607,0.5
2020-07-05,-0.8216585935175971,"[0.034516815335438905, 0.01765960739768991, 0.13635842816198235, 0.15274288031019892, 0.6587216100730799]",1.4732175851894633,0.5
2020-07-06,-0.25341801815736537,"[0.026881649905916905, 0.00019654830066558255, 0.25007076614531837, 0.2863228159022957, 0.4365272834106942]",1.6813395793120711,0.25
2020-07-07,-0.9999763231617147,"[0.156516268439936, 0.01989881050389849, 0.0047263817699112745, 0.024002547157298305, 0.7948551972737588]",0.9601745868185925,1.0
2020-07-09,0.3726444329648366,"[0.2780518767365205, 0.011696826810712435, 0.07155743870754866, 0.35691006286189914, 0.28178301273304845]",1.906183271885943,0.6666666666666666
2020-07-10,0.4709855061444409,"[0.4509649845249549, 0.009054512697944283, 0.004469937634738288, 0.4041517203166969, 0.13135800401637063]",1.5273748120090946,1.0
2020-07-13,0.5722157403228945,"[0.03191141703985647, 0.0009999474001740616, 6.401167171797194e-05, 0.04591934245284247, 0.9211043603310488]",0.48275860599257864,0.6666666666666666
2020-07-14,0.3913081666602972,"[0.27127595673769556, 0.004287091397120389, 0.17494401949388566, 0.012076241306363871, 0.5374157945723865]",1.542709458759938,0.8
2020-07-15,0.3373264059862874,"[0.33172040182257045, 0.03183424034458808, 0.07173956804103544, 0.15187266673465816, 0.41283271022443774]",1.8989741620175629,0.0
2020-07-16,-0.23374137062902475,"[0.1036273690826664, 0.006766568154951721, 0.3999334757570721, 0.17306816502216246, 0.316603537009319]",1.879753265626547,0.75
2020-07-17,0.07594939890393358,"[0.7440664229735319, 0.006895722812062147, 0.0021143653599665943, 0.19417175525235766, 0.05275082290506785]",1.068687668087088,0.5
2020-07-18,-0.9999717737909394,"[2.1782142014046477e-05, 4.7107185765800584e-06, 0.9999549034739595, 8.664337475633588e-06, 8.939373070832374e-06]",0.0007800015084981599,1.0
2020-07-19,-0.9880282038469886,"[0.9946997700072253, 0.002389755245455329, 0.002793906939292157, 7.445509797391574e-05, 4.1118010283222694e-05]",0.05375938681872462,1.0
2020-07-20,0.00286109682050098,"[0.0951882392194816, 0.004707127623268953, 0.011578759328106298, 0.03981526224719992, 0.8487097628721805]",0.8198647677959798,1.0
2020-07-21,-0.99998987108603,"[0.22155009376385, 0.014397874034811598, 0.001460196178990521, 0.23824906853630326, 0.5243422197287261]",1.5649849026573102,1.0
2020-07-22,-0.21048712806823477,"[0.01724756117873331, 0.0013200228793643686, 0.22438324108740842, 0.10723979618068913, 0.6498084844087719]",1.3469686766903013,0.6
2020-07-23,0.1191009821239648,"[0.789894815678242, 0.01356603099728542, 0.004098916528085559, 0.040226027585317216, 0.15221341931625407]",0.9853066101420739,0.6666666666666666
2020-07-24,0.3283626451075491,"[0.34449413518417327, 0.004972156599233237, 0.00960815629610647, 0.008409204515233077, 0.6325153881094749]",1.108032624347587,0.3333333333333333
2020-07-25,0.00015623659113688133,"[0.00043960864836707034, 0.00037601720322470543, 0.0006008737798562418, 0.9891832638381362, 0.009399247347151913]",0.09441657991375996,0.0
2020-07-26,0.9999949498605224,"[0.008043688714821395, 0.0006011791955066661, 3.391620936047271e-05, 0.0016341744827933979, 0.9896860517114664]",0.09283304682285938,1.0
2020-07-27,0.5168625049573183,"[0.5025289712837904, 0.005973939298910991, 0.0011589780801368322, 0.0041911325123257575, 0.4861460134173788]",1.0932614631644486,0.5
2020-07-28,0.31513478861641464,"[0.5465644563732001, 0.00796007536620102, 0.003867396056487675, 0.2664765619809987, 0.175130757931602]",1.5114576842578364,0.5
2020-07-29,-0.999775026430695,"[0.13523866773240364, 0.008039821650762585, 0.0003557956516348718, 0.34044795947369433, 0.5159170033196828]",1.4721941637167155,1.0
2020-07-30,0.3323398221594916,"[0.33417756979552915, 0.00025210580273668883, 3.239470492338619e-05, 0.0014378441209624176, 0.6640990901087308]",0.9376817540560566,1.0
2020-08-02,0.9996956619342089,"[0.004448837455362561, 0.0004138063434918165, 1.2892530272923693e-05, 0.14732526302508986, 0.8477983528474301]",0.6486151859453287,1.0
2020-08-03,-0.39234070951286465,"[0.02926786672228036, 0.0012415216455359914, 0.001750056065501053, 0.33708783477042253, 0.6306517568169615]",1.1253802282649894,1.0
2020-08-04,-0.2717130814825755,"[0.05946925795204885, 0.007880217151000969, 0.28784432031028645, 0.02280810270523712, 0.6219972065251618]",1.3648404551388984,0.3333333333333333
2020-08-05,0.6812348011098873,"[0.6828434921439775, 0.0032696536370731915, 0.00033203638868059695, 0.008211945627612063, 0.3053419076118132]",0.9861381007367507,0.6666666666666666
2020-08-06,0.8349804872258928,"[0.4082544676398459, 0.002347465500124965, 0.004014761457697459, 0.04889011924430076, 0.5364923165433041]",1.2749677642178596,0.6666666666666666
2020-08-07,0.999996052011511,"[0.0021149041809601457, 9.793949391236126e-06, 1.0756549081321512e-05, 0.9975073398288836, 0.00035620798434381857]",0.02680249203623928,1.0
2020-08-09,-0.9999717669346381,"[0.9786233784046968, 0.01533130579340356, 0.001720124837636411, 0.0011105960666919657, 0.0032136162741929824]",0.17622438026048365,1.0
2020-08-10,-0.2383794626080125,"[0.0018101098963360922, 1.4711696219792708e-05, 5.4121305840213615e-06, 3.474438021929146e-05, 0.9981340237626172]",0.020023242617051143,0.0
2020-08-13,0.9994524807907035,"[0.006095638824708972, 2.7359911215349256e-05, 1.9819453209185917e-06, 0.00028509682165946284, 0.9935889289081664]",0.05787956915608113,1.0
2020-08-16,-0.34567524109657977,"[0.11204763453652908, 0.008374355246365494, 0.009489387692851122, 0.13944553420833722, 0.7306423576735595]",1.202514098759945,0.0
2020-08-17,-0.34181313078471987,"[0.5953981781067614, 0.33683620279652543, 0.006985056012655473, 0.05667416493897167, 0.0041054694305948285]",1.2914638324757206,0.3333333333333333
2020-08-18,0.3290824983491707,"[0.004435913955831591, 0.00023668261623690994, 7.156261775712062e-06, 0.3362116300325125, 0.6591076247025681]",0.9627552372282184,1.0
2020-08-19,0.4386927902722161,"[0.5082021473304702, 8.121442026662692e-05, 1.3249669359164043e-05, 0.04305539921723877, 0.44864704073076306]",1.2117530565764145,0.5
2020-08-20,0.03549068402523703,"[0.5084183200798639, 0.001767907291644567, 7.747357807812591e-06, 0.00034763370315840127, 0.48945740211339267]",1.020968045670891,1.0
2020-08-21,-0.49329617712447643,"[0.00871011143035531, 0.0013679313132146243, 0.0002945690225842599, 0.02003011957444617, 0.9695962990631006]",0.23226543475574185,0.5
2020-08-25,0.9997272057751986,"[0.4263065555335797, 0.0052928272362912565, 0.001677476935070139, 0.07531571034691302, 0.49140662336293045]",1.3645541046340068,1.0
2020-08-26,-0.01594974962700834,"[0.37150781068973976, 0.001253453507184051, 0.3228429258934321, 0.0011820662336491778, 0.30321278596481616]",1.602888469980662,0.6666666666666666
2020-08-27,-0.19944961666789335,"[0.2994489086982818, 0.020401508077175397, 0.19892115492876478, 0.01320859420846037, 0.46801894906910657]",1.6940208438378572,1.0
2020-08-28,-0.0008801884642882785,"[0.0257762485753217, 0.5110651492065592, 0.0006897645141102342, 0.046653352755941666, 0.41581456914947595]",1.3709234716242142,1.0
2020-08-30,-0.9999308555994376,"[0.41709280401678966, 0.013407426215538747, 0.11949908908667739, 0.19702069000649455, 0.25297957358169554]",1.9392180242890744,1.0
2020-08-31,0.014459915818357871,"[0.9862050219287212, 0.004290332629628738, 0.0068559320209214585, 0.0025221564405659837, 0.000125570775140907]",0.12618467885852214,0.0
2020-09-01,0.35527634116936585,"[0.014453482248337104, 0.000876382914536525, 0.3299154494600936, 0.002894340302294919, 0.6518593643822488]",1.0518989160233472,0.3333333333333333
2020-09-02,0.5004448367503799,"[0.5704467423689453, 0.0009735334819952835, 0.0001920485215290944, 0.07047673300113286, 0.3579100847462698]",1.2743140370907335,0.5
2020-09-03,-0.617265908354039,"[0.0028755868204873715, 0.00047985906477306247, 0.4978102039608616, 0.0038385062011232216, 0.4949948518419441]",1.063512545462325,0.5
2020-09-04,-0.007132643104444112,"[0.77838977961781, 0.0032820801084612896, 0.0001794654445239921, 0.008647129367177443, 0.20950076707224766]",0.842333534995009,0.0
2020-09-05,0.007380583945481463,"[1.7778167048024625e-05, 2.726370218213416e-06, 0.9999605769221047, 1.2411160822306913e-05, 5.5074192298823764e-06]",0.0006849202520597939,0.0
2020-09-06,-0.33328331826636626,"[0.16219451671444648, 0.009625981468449056, 0.45590558208570603, 0.07413385705086722, 0.2981393458055363]",1.8055554589390623,1.0
2020-09-07,0.00017762042078911522,"[0.00029476284064228685, 2.993882196451386e-05, 0.4996224299711229, 9.63581647690132e-05, 0.49995551065563204]",1.005378706164844,1.0
2020-09-08,0.8729182722620614,"[0.4391570160952572, 0.005098738406914105, 0.02333621838660999, 0.15199552777805728, 0.3804117181962934]",1.6302478435170944,0.75
2020-09-09,0.362904492806402,"[8.220168770425481e-05, 0.9999152791580334, 1.328666534345824e-06, 1.3573183158087816e-07, 5.484061738239624e-08]",0.0012667324572546172,0.0
2020-09-10,-0.5299165914574702,"[0.022584137869269643, 0.0017981239915154613, 0.3935836466940311, 0.2944147683702859, 0.28761867045483674]",1.7058147506463228,0.5
2020-09-11,-0.9723317816947669,"[0.3331004063264817, 0.00025353104347835116, 0.33323568077700577, 0.00015021782935104478, 0.3332591647078959]",1.5898413695167701,1.0
2020-09-12,0.9999181988698719,"[0.24085541080741843, 0.0027605965516877295, 0.00038546564741615214, 0.7190614343932501, 0.036936373538793275]",1.0404101747077117,1.0
2020-09-14,-0.9999884539171116,"[9.368622341703271e-06, 3.2377092456786906e-06, 0.9999804990328449, 4.565901871775774e-06, 1.3287531971530064e-06]",0.00034924070527498117,1.0
2020-09-15,0.6233234502678707,"[0.2050455150189866, 0.01568339731905786, 0.26094869914125235, 0.03929664568521569, 0.4790250073558864]",1.760643255907076,0.5
2020-09-16,0.6443013037400486,"[0.00010635842763924365, 0.33332623784417204, 2.9014110765537527e-06, 0.0001722008923316826, 0.6663913017097074]",0.9221407598417861,0.6666666666666666
2020-09-17,0.5768953486775004,"[0.3123651154992196, 0.003460449393933772, 0.0022443298358171206, 0.21199256387383655, 0.4699366756433541]",1.558802583728354,0.6
2020-09-19,0.1695614338504669,"[0.0003682917558058769, 9.256045734081086e-05, 0.49937287459420476, 0.5001005599192618, 6.471390498683248e-05]",1.0065739499934445,0.5
2020-09-20,0.9999810462700072,"[0.9213980590000488, 0.005146887411903904, 0.04309436068280404, 0.029618292073642416, 0.0007414794335420852]",0.5015303557220941,1.0
2020-09-21,-0.9958115696891613,"[7.2394646768888265e-06, 7.2394646768888265e-06, 0.9999742063761017, 7.127227180223561e-06, 3.1874931581124474e-06]",0.00046314066691738066,1.0
2020-09-22,0.07967205991379771,"[0.19531007539277662, 0.009282307359581934, 0.2832756481963573, 0.02416613244884914, 0.4879650720511171]",1.6732430401919705,0.0
2020-09-23,-0.41472360913416223,"[0.6645424686911888, 0.0005307983407656001, 0.3345389493204605, 0.00029406947956640443, 9.271637920538923e-05]",0.9307476841968211,0.6666666666666666
2020-09-24,0.5567783395722316,"[0.22531071940202985, 0.006561468017908134, 0.252809750282207, 0.0790348494180731, 0.4362825271859067]",1.8450063014203149,0.5
2020-09-25,0.9501244936833905,"[0.017359442527405212, 0.0001714965477273904, 1.1567954345128239e-05, 0.008890265123178816, 0.9735662542810892]",0.20205588873578018,1.0
2020-09-26,-0.18291947302670547,"[0.5492185351462151, 0.006450393605552586, 0.1410914385875195, 0.05504448576618924, 0.24819422509778694]",1.6496362943663125,0.7142857142857143
2020-09-29,0.08232768255304428,"[0.20588369222231376, 0.0086432093757494, 0.061388929257270235, 0.026842980578845085, 0.6972403299984139]",1.2786782759941875,0.6666666666666666
2020-09-30,0.994469247784453,"[0.6018119753616804, 0.0007578053731194403, 0.0001907168813711473, 0.006929258897733773, 0.39030935318352106]",1.0305831454667687,1.0
2020-10-02,-0.2200832780741664,"[0.5136628967809386, 0.00030477229585705124, 0.00010447338682240154, 0.0041680889917026865, 0.4817587867894586]",1.0391694673361922,0.0
2020-10-05,0.08209226627109115,"[0.3919697400014663, 0.0063063821288586175, 0.017297567137969913, 0.04705209865300642, 0.5373733885630672]",1.3659337782880776,0.75
2020-10-06,0.12117133540242815,"[0.37877065430972506, 0.010670835556475864, 0.13343557128739614, 0.01673001658473134, 0.46039217187670967]",1.6020781046320063,0.5
2020-10-07,-0.3105182903009129,"[0.6825819766245532, 0.0010216454465419595, 0.3107357866342117, 0.0009194077467253727, 0.004740206739264869]",0.9560489293109878,0.3333333333333333
2020-10-08,-0.2392034850344074,"[0.4733384946490068, 0.007240650145106735, 0.028805571997704546, 0.19753358506113824, 0.2930808483262094]",1.690782837370381,0.75
2020-10-12,0.9996210856258941,"[0.9955722285003435, 0.0009366624340599217, 1.8841708596135156e-05, 0.0028851234111399453, 0.0005861483736320137]",0.0467265187566978,1.0
2020-10-13,0.9999958927320831,"[0.10297687024649357, 0.01437879284975062, 0.0013798908506352265, 0.01904880561626921, 0.8622147782220733]",0.7320898134519027,1.0
2020-10-14,0.9999802826390761,"[0.016364284791057435, 0.0007579684889947147, 0.0001590120502706303, 0.001204908160651646, 0.9815128449961807]",0.1450634340177903,1.0
2020-10-16,-0.9634032050312278,"[0.01678085220838706, 0.010941459966648885, 0.06357707662795484, 0.03790558430607812, 0.8707941560967751]",0.7757476378968227,1.0
2020-10-18,0.9998547019155914,"[4.9848359511870104e-05, 1.2603639070510926e-05, 0.9997250672149618, 0.00015841775890231634, 5.30633024865311e-05]",0.0040662439965021184,1.0
2020-10-19,-0.17473374391806834,"[0.17595668249383725, 0.019164370783167507, 0.0033381909556777856, 0.5043108940635577, 0.29722907225453477]",1.5961960528519334,1.0
2020-10-20,0.4971527290698309,"[0.9998281108053042, 0.0001550609207157351, 7.447777817257106e-06, 2.816328438007041e-06, 5.564339613999884e-06]",0.0024847903049529615,0.5
2020-10-21,-0.49994642267306605,"[0.49758596416373196, 5.3635689882133195e-05, 0.49999928625411566, 0.001124827386760081, 0.0012352889457004877]",1.0247740371396583,0.5
2020-10-22,-0.43585274627825815,"[0.33690023969923777, 0.00129726759442632, 3.45289117111917e-05, 0.3336407058227, 0.3281262649482475]",1.5976394188009013,0.6666666666666666
2020-10-23,0.18359739666955285,"[0.283012957455007, 0.018300424363525806, 0.30209857691958375, 0.11672352582349385, 0.27986382598644394]",2.0185836664604953,0.6
2020-10-26,0.3315941208220276,"[0.045351095667080815, 0.0006124252053541348, 0.32895648748290557, 0.08229343698129113, 0.5427856839257655]",1.511582271431138,0.3333333333333333
2020-10-27,0.5821717546908578,"[0.051936418422398795, 0.0015115725488740936, 0.0008794058761875064, 0.06823989391672118, 0.8774318318039867]",0.674536987748415,0.5
2020-10-29,-0.18846410846601397,"[0.02159734173961635, 0.0046050352276310255, 0.013912815291255473, 0.022052874261908377, 0.9378309956485932]",0.44924843755502714,1.0
2020-11-01,0.9998998534921247,"[0.06934777893414325, 0.0003112633686446167, 0.0008461015588516105, 0.927863024834684, 0.0016309034406518832]",0.39457724111861514,1.0
2020-11-02,0.001353124815982496,"[3.905464405999908e-06, 0.9999911442877458, 3.7266201699105077e-06, 2.0377307172999263e-07, 1.986346234817142e-08]",0.00015382527823102276,0.0
2020-11-04,0.9978804910242527,"[0.015372098466318616, 0.00018089357354428314, 0.31539729322447857, 0.6644215555864709, 0.004627359043527955]",1.0476864392510392,1.0
