TRADEDATE,Z_IMO_return,Z_IMO_vol_real21,Rel_IMO_RTSOG,Z_USD_RUB_trend21,Z_ADX_IMOEX,Z_IMO_trend21,Z_RTSOG_trend63,Z_IMO_trend63,Z_RGBITR_trend63,Z_RUCBTRNS_trend63,IMO_fwd_log_ret_3d
2021-01-22,-1.551652,-1.292742,0.017463,0.018195,0.214561,1.652445,2.66998,2.485563,1.434049,1.699435,-3.122288
2021-01-25,0.221963,-1.926553,0.005355,0.111,-0.397683,1.609712,2.614247,2.440893,1.38387,1.693049,-3.895063
2021-01-26,-0.442934,-1.648918,-0.008024,0.334348,-1.164991,1.557971,2.557037,2.394627,1.33539,1.681403,-5.487186
2021-01-27,-1.637577,-0.607453,0.007675,1.024451,-2.025956,1.495565,2.494348,2.348286,1.288438,1.67252,-11.367101
2021-01-28,-0.196333,-0.561119,0.006987,2.247983,-2.209313,1.438923,2.439998,2.308144,1.24332,1.661539,-5.273348
2021-01-29,-1.898887,1.146676,-0.005457,2.748633,-2.019185,1.339148,2.40264,2.270948,1.213033,1.655193,1.814318
2021-02-01,0.386421,1.026814,0.013289,2.748831,-1.814408,1.251952,2.360436,2.235573,1.192614,1.644412,6.684472
2021-02-02,1.745957,2.141808,-0.011088,2.530227,-1.798371,1.222412,2.337206,2.214863,1.175397,1.634388,8.090677
2021-02-03,-0.459779,1.017442,0.002037,2.528465,-1.718875,1.136999,2.307494,2.185395,1.167917,1.625545,3.20651
2021-02-04,0.768703,1.132565,0.001864,2.2799,-1.627422,1.079311,2.267147,2.154754,1.163497,1.618478,10.05964
2021-02-05,0.535567,1.112114,-0.020284,2.130392,-1.503423,1.041425,2.221483,2.118714,1.137223,1.609772,5.37945
2021-02-08,1.558674,-0.182532,-0.007112,1.876634,-1.329904,0.975506,2.187695,2.087629,1.109744,1.597763,0.680173
2021-02-09,-0.47987,-0.335958,0.000237,1.578167,-1.172842,0.848005,2.130705,2.044503,1.063391,1.590353,-3.068922
2021-02-10,-0.69321,-0.150995,0.003736,1.391759,-1.156591,0.685477,2.072622,2.000321,1.014129,1.578198,0.021399
2021-02-11,0.501694,-0.062362,-0.005879,1.259677,-1.161188,0.529271,2.021291,1.959744,0.956392,1.55986,7.967565
2021-02-12,0.458022,-0.163877,-0.0023,1.240434,-1.35122,0.330089,1.978523,1.922772,0.88453,1.545305,7.809804
2021-02-15,1.48949,0.321159,-0.008802,1.094106,-1.364568,0.31047,1.950993,1.895241,0.802658,1.52678,0.944073
2021-02-16,0.340108,0.236016,0.003877,0.902711,-1.275521,0.280322,1.913317,1.864927,0.700581,1.505416,-7.917564
2021-02-17,-1.551745,0.976022,0.012018,0.840411,-1.395993,0.151206,1.870069,1.833479,0.593113,1.483578,-3.603307
2021-02-18,-0.896391,1.089676,-0.001493,0.818038,-1.595529,-0.29204,1.820668,1.797075,0.495592,1.463035,0.922063
2021-02-19,1.453856,1.464226,0.004511,0.795888,-1.721925,-0.346836,1.783836,1.773646,0.377215,1.443502,3.293316
2021-02-20,-0.382754,0.931403,-0.001233,0.566456,-1.767489,-0.102408,1.747259,1.750305,0.251224,1.420276,-7.034049
2021-02-22,-0.376356,0.892376,0.001364,0.34459,-1.657524,0.089703,1.711003,1.727949,0.108879,1.400481,-3.555029
2021-02-24,-1.244918,1.5984,-0.019763,-0.206915,-1.409064,-0.068534,1.673779,1.696983,-0.030956,1.379867,-8.58284
2021-02-25,0.564487,0.875524,0.000113,-0.984175,-1.201726,0.636096,1.637236,1.666822,-0.192639,1.359317,0.066946
2021-02-26,-1.592503,2.223626,0.014718,-1.889769,-0.762175,0.651051,1.595408,1.631724,-0.381596,1.338132,0.033236
2021-03-01,0.912594,0.876756,-0.005324,-2.565229,-0.40478,1.716595,1.565171,1.602874,-0.572233,1.316641,6.841709
2021-03-02,0.477927,0.889501,-0.003094,-2.691641,-0.265495,2.427964,1.550165,1.58245,-0.766218,1.291833,1.12033
2021-03-03,0.092301,-0.711622,-0.001926,-2.669874,-0.497872,2.421263,1.534029,1.55996,-0.954376,1.267272,0.393695
2021-03-04,-0.596711,-0.651969,-0.016874,-2.562216,-0.363247,2.344054,1.51712,1.532646,-1.117615,1.244346,6.060808
2021-03-05,0.41612,-0.790244,-0.018496,-2.305083,-0.488656,2.204867,1.510461,1.511785,-1.316636,1.225791,6.365021
2021-03-09,1.606384,0.499179,-0.021211,-2.083629,-1.325164,2.255412,1.512068,1.49693,-1.512176,1.204797,9.089581
2021-03-10,-0.452377,-0.402732,0.002805,-1.876412,-1.857564,2.005751,1.511586,1.480418,-1.718146,1.189909,5.773688
2021-03-11,1.10839,0.044554,-0.001541,-1.718908,-2.041785,2.016442,1.519861,1.471607,-1.928438,1.177184,11.487871
2021-03-12,0.644309,-0.209985,-0.003935,-1.569504,-1.651781,2.152327,1.532747,1.463555,-2.117275,1.164804,7.637801
2021-03-15,0.946037,0.255013,-0.000596,-1.481064,-0.733554,2.272112,1.53947,1.456121,-2.265303,1.14654,-2.988352
2021-03-16,-0.066122,0.163201,0.002409,-1.490976,-0.291678,2.2975,1.544192,1.448099,-2.384456,1.127456,-7.489494
2021-03-17,-2.002951,1.982824,0.017398,-1.308296,-0.766529,2.022339,1.53868,1.434619,-2.480794,1.105791,-10.81185
2021-03-18,-0.085899,1.719571,0.009221,-1.1383,-1.160716,1.788781,1.532912,1.422865,-2.554677,1.081675,-1.795064
2021-03-19,-0.802533,0.57436,0.007137,-1.009852,-1.592932,1.66531,1.523179,1.406717,-2.612895,1.054679,-3.599163
2021-03-22,0.24979,-0.073798,0.003591,-0.81033,-1.898672,1.669617,1.510637,1.39205,-2.660778,1.021287,0.964478
2021-03-23,-0.611667,-1.089026,0.006105,-0.44735,-1.909511,1.526436,1.496593,1.377069,-2.70627,0.979743,-4.789088
2021-03-24,0.444804,-0.965185,-0.003754,0.025296,-1.913801,1.460057,1.502261,1.375477,-2.703547,0.932591,2.167596
2021-03-25,-1.227525,-0.096614,0.001091,0.460495,-1.803963,1.342094,1.499507,1.364036,-2.670731,0.888338,4.181773
2021-03-26,1.214496,-0.208534,-0.010827,1.114786,-1.933697,1.439096,1.504576,1.358035,-2.610758,0.854452,8.225907
2021-03-29,0.877452,0.119893,0.006989,1.727084,-1.74624,1.554908,1.509491,1.359814,-2.546544,0.825947,4.91982
2021-03-30,-0.363715,-1.944239,0.010191,2.031243,-1.47227,1.774885,1.511517,1.361362,-2.500548,0.792919,-0.169102
2021-03-31,0.257905,-2.048233,0.000744,2.17508,-1.262321,1.897916,1.513544,1.364809,-2.449961,0.749995,3.104912
2021-04-01,-0.572651,-1.756555,0.006767,2.259003,-0.783696,1.909073,1.510131,1.366052,-2.410777,0.704305,-1.583969
2021-04-02,0.676159,-1.423769,0.002272,2.287343,-0.344029,1.949659,1.512517,1.370862,-2.370906,0.651337,-3.195005
2021-04-05,-1.103082,-1.04063,0.002563,2.24829,-0.247976,1.9489,1.505361,1.364831,-2.337621,0.572018,-5.466771
2021-04-06,-0.962831,-0.633603,0.017707,2.168077,-0.75876,1.874011,1.489453,1.355129,-2.311974,0.476153,-1.620988
2021-04-07,0.162207,-1.827506,-0.004655,2.189356,-1.052036,1.722628,1.471751,1.346288,-2.305257,0.386138,-0.750725
2021-04-08,0.160663,-1.70244,0.002815,2.141353,-1.641283,1.644235,1.444937,1.328142,-2.294541,0.280002,2.117814
2021-04-09,-0.645909,-1.904012,0.017062,2.12744,-1.739963,1.473399,1.411416,1.304054,-2.278725,0.173336,1.750517
2021-04-12,1.152763,-1.576533,0.004034,2.105065,-2.071349,1.326523,1.373532,1.287601,-2.253186,0.066753,8.576718
2021-04-13,0.20592,-1.887395,-0.018549,2.058727,-2.113588,1.112777,1.340243,1.272793,-2.225584,-0.055317,4.311531
2021-04-14,1.538352,-1.07382,-0.017147,1.972139,-1.507708,0.991969,1.314022,1.263205,-2.176581,-0.184342,6.750419
2021-04-15,-0.401231,-2.471496,0.008608,1.916159,-1.470775,1.020443,1.291123,1.259496,-2.132844,-0.322282,-0.261969
2021-04-16,0.884072,-2.05308,0.005049,1.800084,-1.101898,1.118018,1.271372,1.257985,-2.06982,-0.44346,-1.507298
2021-04-19,-1.023875,-1.900797,0.010936,1.727354,-0.686612,1.22823,1.246414,1.257982,-2.022503,-0.566141,-3.418948
2021-04-20,-0.860078,-1.582417,0.00875,1.656838,-0.97967,1.26305,1.212805,1.251029,-1.983854,-0.729932,2.441088
2021-04-21,0.168923,-1.549993,-7e-06,1.5478,-1.191854,1.375712,1.1925,1.253984,-1.942034,-0.902661,4.173726
2021-04-22,1.136561,-1.206919,-0.012199,1.393077,-0.731283,1.541246,1.196482,1.271687,-1.889924,-1.075056,4.578543
2021-04-23,-0.405272,-1.691354,-0.003253,1.211431,-0.195359,1.820378,1.202983,1.287213,-1.842261,-1.253977,0.023145
2021-04-26,0.318338,-1.947407,0.009765,1.055875,1.004057,1.992524,1.204732,1.307606,-1.79612,-1.427844,-1.769967
2021-04-27,-0.576524,-1.990466,-0.000686,0.912106,2.452951,2.024643,1.216596,1.336123,-1.756449,-1.607744,-3.706511
2021-04-28,-1.024019,-1.632498,0.007381,0.759522,2.006447,1.974801,1.226066,1.361456,-1.721683,-1.768916,-5.281488
2021-04-29,-0.350076,-1.489499,0.003114,0.606846,1.745609,1.854302,1.240216,1.39905,-1.688419,-1.89874,-0.084785
2021-04-30,-1.13012,-1.231583,0.008372,0.445185,0.600836,1.713324,1.250961,1.428627,-1.66086,-1.979852,6.700518
2021-05-04,1.302864,-1.094329,-0.009319,0.258,-0.101009,1.585768,1.255499,1.450074,-1.631848,-2.029896,10.578108
2021-05-05,2.206976,-0.453979,-0.000213,-0.007684,0.701535,1.681992,1.27379,1.488852,-1.599563,-2.05385,9.686765
2021-05-06,0.253448,-0.722886,0.001178,-0.431078,1.637411,1.828867,1.29016,1.523704,-1.572401,-2.060009,4.653262
2021-05-07,0.578497,-0.585902,-0.006501,-1.126332,2.363155,1.949398,1.299866,1.558506,-1.552388,-2.05071,-0.567235
2021-05-10,0.109938,-0.510465,0.005763,-1.784187,2.577995,2.017314,1.29475,1.582625,-1.534856,-2.006384,-2.594231
2021-05-11,-1.796527,0.046737,-0.006218,-2.255342,2.043613,2.01744,1.290333,1.600792,-1.51812,-1.989409,-5.219123
2021-05-12,-0.156616,-0.147282,-0.003574,-2.400208,1.849368,1.959761,1.296287,1.625455,-1.502276,-1.959172,-1.32151
2021-05-13,-0.798155,0.129346,-0.002244,-2.315823,1.27172,1.893279,1.295345,1.642162,-1.487905,-1.914285,-1.328079
2021-05-14,-0.10501,-0.792425,0.000862,-2.127969,0.912424,1.782142,1.29073,1.655346,-1.46324,-1.868067,4.603272
2021-05-17,-0.055121,-0.786605,-0.003073,-2.056023,0.529674,1.708062,1.27265,1.65477,-1.437055,-1.807293,-0.260346
2021-05-18,1.639878,-0.029784,0.002493,-1.928684,0.620826,1.669855,1.262413,1.662203,-1.406052,-1.749559,-0.316118
2021-05-19,-1.941387,1.287291,-0.003827,-1.862847,0.0582,1.598771,1.264995,1.670322,-1.376154,-1.684962,-2.493058
2021-05-20,-0.093514,1.023212,0.007838,-1.834191,-0.447807,1.573111,1.269985,1.687644,-1.349698,-1.6281,2.535207
2021-05-21,0.684776,1.256453,-0.00318,-1.831702,-1.064126,1.572134,1.274696,1.695189,-1.318439,-1.56156,4.606615
2021-05-24,-0.034575,0.664617,0.001117,-1.771672,-1.60721,1.521373,1.281705,1.704891,-1.288995,-1.508988,4.573523
2021-05-25,0.711573,0.868979,0.003134,-1.681469,-1.714114,1.508868,1.296376,1.722349,-1.261603,-1.465969,6.861301
2021-05-26,0.684198,0.955349,0.002322,-1.594838,-1.412202,1.508795,1.312174,1.756916,-1.237009,-1.422504,3.935884
2021-05-27,0.726723,1.008439,0.003794,-1.532989,-0.888699,1.559067,1.327837,1.790137,-1.207759,-1.376326,0.948963
2021-05-28,-0.548831,0.483375,-0.006665,-1.469801,-0.260052,1.621267,1.376031,1.835411,-1.172592,-1.321478,2.302117
2021-05-31,-0.574002,0.442445,-0.004838,-1.408209,0.163726,1.675884,1.416261,1.865456,-1.143377,-1.277208,7.695744
2021-06-01,1.140999,0.150151,-0.005556,-1.392056,1.246015,1.816778,1.46532,1.897219,-1.119356,-1.233699,7.424168
2021-06-02,1.399799,1.070838,-0.012713,-1.393048,2.148535,1.963517,1.538278,1.937497,-1.103224,-1.189277,3.771821
2021-06-03,-0.743423,-1.64523,-0.006158,-1.400984,2.431395,1.981467,1.606789,1.975736,-1.100679,-1.157469,0.395294
2021-06-04,-0.19494,-1.576694,-0.009931,-1.409027,2.270671,1.967571,1.665652,2.006181,-1.092005,-1.125728,0.17339
2021-06-07,0.299251,-1.663175,0.002266,-1.398983,2.131822,1.929151,1.687463,2.020246,-1.087154,-1.108425,3.123916
2021-06-08,-0.744906,-1.260197,-0.006607,-1.415479,1.983543,1.853625,1.719145,2.031738,-1.084144,-1.117668,0.479308
2021-06-09,1.039538,-2.293697,-0.003837,-1.474022,1.866053,1.863647,1.747765,2.037602,-1.07902,-1.130104,2.972101
2021-06-10,-0.920559,-1.665414,-0.005341,-1.552128,1.767699,1.840475,1.760491,2.029623,-1.068133,-1.153784,1.462549
2021-06-11,0.151115,-1.846168,0.011963,-1.63837,1.686329,1.841199,1.746357,2.012838,-1.049019,-1.162796,-0.462739
2021-06-14,0.303795,-1.705788,-0.00905,-1.668065,1.645665,1.850879,1.746696,1.998527,-1.025973,-1.1423,-1.030696
2021-06-15,-1.701647,-0.467929,-0.002934,-1.706907,1.476642,1.816153,1.782012,1.993918,-1.002832,-1.133435,-3.568959
2021-06-16,0.01556,-1.368829,-0.016901,-1.717722,1.257432,1.748833,1.846716,1.990296,-0.97991,-1.130583,-1.700472
2021-06-17,-0.88947,-2.7763,0.006458,-1.697205,1.066997,1.729955,1.911968,1.989832,-0.946356,-1.131356,-1.414782
2021-06-18,-1.075073,-2.095704,0.008982,-1.666551,0.725193,1.698694,1.955822,1.981464,-0.892171,-1.096808,0.227726
2021-06-21,0.138385,-1.945766,0.008178,-1.555145,0.380911,1.661196,2.001895,1.979602,-0.817665,-1.04812,2.984274
2021-06-22,0.022313,-1.716446,-0.004851,-1.464171,0.118607,1.638602,2.038277,1.97373,-0.747969,-0.976757,0.872083
2021-06-23,0.370965,-1.61825,-0.008729,-1.415077,-0.096756,1.616241,2.096763,1.979882,-0.682911,-0.908565,0.884996
2021-06-24,-0.866303,-1.440378,-0.005523,-1.417386,-0.681769,1.571812,2.120582,1.970426,-0.626271,-0.859445,-1.007476
2021-06-25,0.181996,-1.504117,-0.002774,-1.426651,-1.315231,1.522193,2.137701,1.953558,-0.576134,-0.833901,-2.853424
2021-06-28,-0.505917,-1.382536,0.004429,-1.439906,-1.524623,1.485049,2.152388,1.93605,-0.51707,-0.793499,0.869639
2021-06-29,-1.67141,-0.767467,0.009176,-1.413881,-1.925459,1.435871,2.137385,1.908288,-0.469349,-0.75947,2.84146
2021-06-30,2.015622,-0.440757,-0.001204,-1.354909,-1.969584,1.400165,2.144989,1.894372,-0.411229,-0.720659,6.493358
2021-07-01,0.688518,-1.432219,-0.006227,-1.297194,-1.711945,1.332964,2.151742,1.877409,-0.346855,-0.689705,3.516145
2021-07-02,0.201716,-1.388811,0.004907,-1.177017,-1.544427,1.29462,2.161152,1.868602,-0.281173,-0.658759,2.236977
2021-07-05,0.639029,-1.185533,-0.001779,-1.065517,-1.397736,1.280958,2.194084,1.868735,-0.193936,-0.607535,2.54967
2021-07-06,-0.060113,-1.15153,0.006483,-0.875637,-1.069057,1.263012,2.2081,1.867084,-0.057228,-0.541936,-1.85184
2021-07-07,0.316165,-1.220259,0.013695,-0.531226,-0.772872,1.288777,2.208018,1.865708,0.090951,-0.4639,-2.497123
2021-07-08,-1.662232,-1.016025,0.004377,0.098114,-1.036182,1.237901,2.211846,1.862115,0.255961,-0.376654,-1.672094
2021-07-09,-0.344103,-1.061701,-0.004896,0.754929,-1.268316,1.210613,2.211436,1.85107,0.430493,-0.3027,1.374153
2021-07-12,0.894722,-0.862544,0.006499,1.562017,-1.383919,1.200068,2.194184,1.843801,0.614212,-0.185874,-1.947589
2021-07-13,0.029938,-0.973305,-0.00474,2.032492,-1.417219,1.166052,2.158832,1.828429,0.731571,-0.09238,-6.569966
2021-07-14,-2.121392,-0.621108,0.002809,2.284154,-1.807397,1.1269,2.123,1.807976,0.892919,-0.000919,-9.318203
2021-07-15,-1.433171,0.555668,0.009656,2.331811,-1.791835,1.020267,2.074034,1.7783,0.985238,0.022275,-12.351931
2021-07-16,-1.220186,1.326753,0.00163,2.235532,-1.448748,0.863346,2.034956,1.750014,1.115497,0.041612,-8.490623
2021-07-19,-2.629121,3.740572,0.022262,2.17499,-0.231437,0.525443,1.979869,1.714818,1.251546,0.123541,-4.198579
2021-07-20,0.596106,2.804636,0.003108,2.02084,0.958859,0.109884,1.928225,1.682624,1.380133,0.191873,5.462094
2021-07-21,0.845207,2.394209,-0.014249,1.871774,1.436586,-0.373455,1.87844,1.649151,1.507335,0.263129,2.701116
2021-07-22,1.245617,2.23336,-0.000998,1.754737,1.351837,-0.874161,1.837015,1.623846,1.656187,0.340005,2.421152
2021-07-23,-0.549744,1.949478,8.9e-05,1.676824,1.11432,-1.416003,1.798692,1.594484,1.784559,0.38617,-1.900051
2021-07-26,0.674972,1.752265,0.004477,1.644664,1.121623,-1.831675,1.763874,1.571285,1.924016,0.547839,4.234117
2021-07-27,-0.437773,1.58391,-0.004635,1.598959,1.029204,-2.098972,1.73986,1.55051,2.075979,0.798541,4.785795
2021-07-28,1.635494,1.711416,-0.000931,1.524214,0.550673,-1.934508,1.729496,1.54049,2.191547,1.040177,3.418341
2021-07-29,0.824658,1.160834,-0.01252,1.398655,-0.306991,-1.855533,1.741374,1.539659,2.283511,1.29093,0.512524
2021-07-30,-0.978592,1.148444,0.005162,1.281662,-0.643941,-1.905982,1.731346,1.527952,2.33221,1.5462,-0.933577
2021-08-02,0.684325,1.09687,-0.004796,1.132424,-1.053868,-1.880805,1.71597,1.508308,2.349483,1.803712,3.432631
2021-08-03,0.333872,0.936487,0.005558,1.016397,-1.32944,-1.863343,1.696607,1.488183,2.339613,2.000335,3.992954
2021-08-04,0.68731,0.923969,0.005076,0.863702,-1.808821,-1.800153,1.669681,1.467851,2.315342,2.160624,1.023813
2021-08-05,0.860677,0.933355,-0.000735,0.658807,-2.031869,-1.721562,1.650535,1.45073,2.274462,2.187811,2.135404
2021-08-06,-0.858704,0.796119,0.006321,0.346291,-1.936349,-1.646315,1.627125,1.437396,2.24196,2.395525,2.474868
2021-08-09,0.998359,0.923001,0.004789,0.120709,-1.88022,-1.51828,1.604527,1.429989,2.210734,2.508736,6.24883
2021-08-10,0.890925,0.92881,-0.001561,-0.140503,-1.642166,-1.404998,1.590427,1.431409,2.194883,2.561549,4.639313
2021-08-11,0.475822,0.944713,-0.001236,-0.339298,-1.338325,-1.287654,1.581232,1.436252,2.156154,2.604111,0.920454
2021-08-12,0.291977,0.333988,-0.007476,-0.647905,-1.020119,-1.070158,1.577774,1.443767,2.119262,2.580951,1.538726
2021-08-13,-0.659847,-0.191468,-0.00365,-1.040041,-0.872468,-0.819125,1.568306,1.440323,2.088634,2.608001,4.609445
2021-08-16,0.568539,-1.410848,-0.001993,-1.401733,-0.892372,-0.405721,1.571335,1.452089,2.083198,2.628787,4.460087
2021-08-17,1.555062,-3.892755,0.006472,-1.71531,-0.410621,0.47668,1.582866,1.473158,2.078772,2.683884,-3.555628
2021-08-18,-1.205542,-2.674186,0.004504,-1.839493,0.209849,1.347594,1.582447,1.486905,2.067671,2.675006,-9.458292
2021-08-19,-2.660515,-0.169411,0.008554,-1.701854,-0.255333,1.829546,1.565686,1.487603,2.044625,2.649161,-3.599679
2021-08-20,-0.870698,-0.180102,0.000281,-1.403607,-0.569731,1.996164,1.544542,1.480702,2.026148,2.611068,3.004082
2021-08-23,1.439934,0.294115,-0.00766,-1.182044,-1.339337,2.205905,1.535807,1.479905,2.006484,2.59884,4.658505
2021-08-24,-0.028681,0.258809,-0.005851,-1.087171,-1.8922,2.238293,1.530867,1.475653,1.981101,2.580161,-2.709923
2021-08-25,-0.326176,0.078669,0.007709,-0.968687,-2.098683,2.218221,1.518185,1.473187,1.957132,2.53892,-0.127739
2021-08-26,-1.313863,-0.028682,0.009681,-0.759841,-2.005307,2.030892,1.492812,1.466252,1.925711,2.504273,3.570881
2021-08-27,1.068563,0.213492,-0.006185,-0.499796,-2.045658,1.901752,1.468162,1.458681,1.908887,2.486953,5.781818
2021-08-30,1.124172,0.107109,-0.001765,-0.277328,-1.651559,1.893062,1.435176,1.449124,1.900564,2.492339,7.09586
2021-08-31,-0.528014,0.178553,0.003781,-0.068315,-1.25031,1.832956,1.397365,1.440621,1.898827,2.514615,5.242174
2021-09-01,1.368451,0.820646,-0.006058,0.090408,-0.527658,1.832175,1.367324,1.443452,1.906777,2.536767,6.964319
2021-09-02,0.342568,0.802437,-0.009484,0.184298,0.371739,1.823637,1.348368,1.447931,1.906787,2.551705,4.769683
2021-09-03,0.08649,0.712976,-0.000569,0.141725,1.174627,1.797478,1.331395,1.458621,1.921598,2.590595,1.615649
2021-09-06,0.501518,0.315876,0.006359,0.083845,1.937685,1.829691,1.306561,1.467605,1.942121,2.626368,1.30273
2021-09-07,-0.845311,0.437226,-0.005557,-0.012459,2.361904,1.805169,1.28345,1.476769,1.949296,2.659612,-2.882992
2021-09-08,-0.010043,0.337444,-0.000735,-0.256709,2.158371,1.769457,1.270867,1.485431,1.936442,2.684466,-0.624
2021-09-09,-0.928097,0.65057,-0.005186,-0.93108,1.942376,1.711223,1.249093,1.485103,1.92333,2.649009,1.968107
2021-09-10,0.114039,0.62504,0.007645,-1.437358,1.758367,1.667009,1.23009,1.49687,1.919956,2.635223,5.146745
2021-09-13,0.943569,0.730636,-0.016244,-1.652233,1.726394,1.687445,1.218085,1.516742,1.9309,2.634776,5.194992
2021-09-14,0.209663,0.615922,-0.00316,-1.876456,1.724337,1.700124,1.220545,1.542902,1.936239,2.648691,0.324831
2021-09-15,0.126273,-0.166697,-0.006077,-2.158355,1.737516,1.665517,1.24307,1.575621,1.919441,2.634479,-1.691622
2021-09-16,-0.84574,-0.710488,-0.004305,-2.473623,1.603257,1.62643,1.271009,1.599972,1.905264,2.607001,-7.958754
2021-09-17,-0.733197,-3.950128,0.013961,-2.675386,1.423123,1.648775,1.27921,1.619295,1.888654,2.566858,-6.206426
2021-09-20,-2.469039,-1.120089,0.011952,-2.518223,0.970365,1.630039,1.250358,1.61667,1.854525,2.518353,-0.346303
2021-09-21,-0.12273,-2.022375,-0.011758,-2.344289,0.547365,1.568398,1.231903,1.618111,1.81913,2.461681,6.859095
2021-09-22,1.792234,-0.427599,-0.014349,-2.239902,0.30749,1.56708,1.238789,1.633693,1.790473,2.412102,5.639828
2021-09-23,0.433201,-0.365387,0.000305,-2.148829,0.189274,1.586476,1.258103,1.656383,1.757639,2.353595,4.128814
2021-09-24,-0.790928,-1.049501,-0.00482,-2.080378,0.019198,1.628112,1.29963,1.684623,1.73037,2.298553,1.09392
2021-09-27,1.138798,-0.824081,-0.012164,-2.034948,0.072044,1.676383,1.352869,1.709541,1.696194,2.248805,1.658313
2021-09-28,-0.770938,-1.043321,-0.003552,-1.924257,0.397679,1.666035,1.395753,1.724583,1.664713,2.205239,1.816393
2021-09-29,-0.479052,-0.997577,-0.005548,-1.778986,0.523188,1.664019,1.447182,1.734482,1.641173,2.16701,1.76062
2021-09-30,1.363763,-1.213973,0.002089,-1.639528,1.018445,1.656152,1.501179,1.750388,1.609235,2.128976,4.434398
2021-10-01,-0.736501,-0.995874,-0.002036,-1.456634,1.433778,1.615245,1.558019,1.758942,1.57192,2.095273,9.633964
2021-10-04,0.700448,-0.739225,-0.012395,-1.329674,1.854455,1.595695,1.648874,1.769517,1.530214,2.067985,6.839089
2021-10-05,2.749724,2.672565,-0.009888,-1.287853,2.364319,1.654889,1.79719,1.818051,1.475241,2.035764,9.216396
2021-10-06,-1.535836,2.712482,0.014618,-1.301481,2.474209,1.668246,1.89522,1.848699,1.404743,2.00601,1.114808
2021-10-07,1.139592,2.531848,0.001417,-1.42868,2.351266,1.721996,2.000325,1.884821,1.354155,1.974492,8.532204
2021-10-08,-0.049893,1.985221,0.003716,-1.51003,2.182967,1.794439,2.08656,1.918423,1.321392,1.954033,2.808994
2021-10-11,0.694688,1.848563,0.003844,-1.596565,2.05717,1.876791,2.184477,1.970345,1.290858,1.936056,0.465304
2021-10-12,-0.660665,1.647011,-0.0047,-1.659174,1.936795,1.883678,2.288922,2.020189,1.253259,1.922462,-1.61924
2021-10-13,-0.706093,1.575359,0.01071,-1.696136,1.599317,1.85148,2.367166,2.065714,1.218883,1.909938,-0.154827
2021-10-14,0.140691,1.417079,-0.005787,-1.760083,1.407504,1.826043,2.482268,2.128083,1.195183,1.893092,0.346198
2021-10-15,-0.194022,1.18844,-0.016207,-1.850287,1.215131,1.82036,2.593013,2.179118,1.168122,1.88326,1.337961
2021-10-18,-0.587202,1.105249,0.005475,-1.925639,0.964561,1.804358,2.652495,2.214035,1.115478,1.865966,2.004059
2021-10-19,0.348959,0.245985,-0.000645,-2.128001,0.789429,1.853944,2.693341,2.241029,1.047777,1.845438,-2.338511
2021-10-20,-0.11966,0.155631,-0.002707,-2.208987,0.65178,1.894107,2.7281,2.269157,0.969497,1.822801,-6.239447
2021-10-21,-2.001772,0.611846,0.007211,-2.171357,0.253348,1.829879,2.725907,2.271561,0.875242,1.790103,-2.539472
2021-10-22,-0.735551,0.633642,-0.008964,-2.181995,-0.377483,1.745981,2.718436,2.269652,0.734347,1.749759,1.359436
2021-10-25,1.178044,0.797355,-0.013927,-2.225738,-1.284976,1.721856,2.716571,2.266411,0.540794,1.692585,2.576807
2021-10-26,-0.662198,0.656558,-0.001932,-2.231944,-1.996145,1.656769,2.689363,2.251092,0.319742,1.616664,-5.156826
2021-10-27,-0.359078,0.53011,0.02197,-2.149084,-2.295167,1.609166,2.64875,2.239973,0.095365,1.530183,-6.826801
2021-10-28,-1.132785,0.756838,0.001273,-2.063495,-2.099268,1.548979,2.59368,2.216289,-0.178913,1.437292,-0.634243
2021-10-29,-1.033206,0.738369,0.006091,-1.968261,-1.789079,1.444805,2.532849,2.184359,-0.458836,1.350749,1.418731
2021-11-01,1.512068,1.537771,0.009881,-1.873724,-1.717509,1.419589,2.48184,2.164734,-0.760731,1.263272,2.789102
2021-11-02,-0.428268,1.934635,0.012345,-1.742803,-1.704903,1.377842,2.419488,2.13844,-1.080052,1.171115,-3.710425
2021-11-03,-0.57658,-1.984093,0.015109,-1.611586,-1.578725,1.247962,2.357118,2.114348,-1.385948,1.079233,0.849771
2021-11-05,-0.299557,-2.381405,-0.017889,-1.538997,-1.482603,1.165124,2.307933,2.083841,-1.673195,1.002955,0.195886
2021-11-08,1.313522,-2.284941,-0.003554,-1.44692,-1.522775,1.080466,2.265844,2.057618,-1.918532,0.910522,-0.182895
2021-11-09,-0.837992,-1.801475,-0.004229,-1.390211,-1.529641,0.963463,2.221538,2.024227,-2.113339,0.814119,-2.293167
2021-11-10,-0.301477,-1.96158,-0.006997,-1.337868,-1.466658,0.787145,2.176567,1.988007,-2.26144,0.718796,-5.269101
2021-11-11,0.622497,-1.655226,-0.002696,-1.280844,-1.352758,0.637003,2.138545,1.959729,-2.376099,0.622086,-2.995667
2021-11-12,-1.759091,-0.747689,0.009779,-1.152259,-1.15286,0.410583,2.084567,1.917614,-2.49314,0.517214,-5.562524
2021-11-15,0.55222,-0.686732,0.00425,-1.000524,-0.964764,0.139039,2.031322,1.872315,-2.591121,0.410698,2.205389
