date,news_topic_intensity_MonetaryPolicyRF_raw_z,news_sentiment_1d_raw_z,news_topic_intensity_OilGasEnergy_raw_z,news_topic_intensity_MacroRF_raw_z,news_topic_entropy_1d_raw_z,news_topic_intensity_FiscalPolicyCorp_raw_z,news_topic_intensity_GeopoliticsSanctions_raw_z,news_sentiment_extreme_1d_raw
2021-01-03,-1.51247,0.93232,-0.27841,-1.43702,-2.29848,-2.44422,-0.49109,
2021-01-04,-0.90986,1.00082,-0.46523,0.67366,-1.21250,1.15130,-0.78800,0.50000
2021-01-05,-0.31368,1.18709,0.74743,0.64999,0.49288,-0.15961,-0.96994,0.66667
2021-01-06,0.12888,0.93986,0.45718,0.08067,0.77332,-0.04443,-0.61580,1.00000
2021-01-07,0.00637,2.59950,-0.69063,-0.03921,-0.64157,-1.52302,-0.78230,1.00000
2021-01-08,-1.51247,1.43558,-0.18292,-0.40994,-0.77661,0.07227,-1.21917,
2021-01-09,-0.91041,1.27574,1.64542,-0.26289,-1.78355,-0.56909,-1.33412,0.00000
2021-01-10,2.04463,0.68069,0.00807,-0.20452,-0.43022,-2.44422,-0.21806,
2021-01-11,-0.38702,0.01176,-0.28111,1.05568,0.28687,-0.61130,-0.34321,0.66667
2021-01-12,-0.58409,-0.15519,0.16965,-0.84910,0.47546,-0.34363,-0.58949,1.00000
2021-01-13,0.21016,-0.58804,-0.33987,-0.14083,0.95851,-0.40197,-0.10328,0.80000
2021-01-14,-0.77141,0.26131,0.29454,0.30902,0.27580,-0.67336,-0.67311,
2021-01-15,-0.44808,0.20323,-0.24860,0.38749,0.62754,-0.56856,-0.54742,0.50000
2021-01-16,-0.86077,-0.06660,-0.31203,0.13533,0.51174,0.31218,0.50071,1.00000
2021-01-17,-1.51247,1.35170,-1.90176,0.82256,-4.33495,1.28391,-2.03827,
2021-01-18,-0.86291,0.08053,0.63693,-0.53305,0.37930,-0.23101,-0.16231,0.33333
2021-01-19,-0.75953,-0.17935,0.05677,-0.67194,-0.59733,1.02634,-0.37848,0.50000
2021-01-20,-0.53829,-0.87595,0.15690,-0.40811,0.14687,0.19153,1.14532,0.50000
2021-01-21,-0.42343,-0.11238,0.33429,0.25333,0.61522,-0.09665,-0.68928,1.00000
2021-01-22,-0.23063,-0.42005,-0.18999,1.62843,0.27376,-0.76515,-0.37938,1.00000
2021-01-23,-0.91041,-0.75835,-0.13549,-1.54677,-1.95021,0.59563,1.57691,1.00000
2021-01-24,-0.91035,-0.04265,-0.13528,-1.54522,-1.94070,2.14319,-0.19648,1.00000
2021-01-25,0.46660,0.98967,-0.62639,1.26802,0.07983,0.43363,-1.23266,0.75000
2021-01-26,-0.68656,0.87910,-0.49962,0.48431,-0.49322,1.61124,-0.28701,0.00000
2021-01-27,-0.60915,-0.20925,-0.40429,0.32109,-0.24139,1.19179,-0.83288,1.00000
2021-01-28,-0.80991,0.22546,-0.60964,0.58511,0.34450,0.99351,0.44091,0.75000
2021-01-29,-0.82652,-0.50480,-0.15811,0.84545,0.06691,0.49942,-0.69597,1.00000
2021-01-30,0.58004,0.12278,-1.21405,-0.18607,-0.85246,0.32047,-1.29695,0.50000
2021-01-31,-0.03035,-1.16459,-1.90176,-1.74514,-3.90076,4.08001,-1.58322,
2021-02-01,-0.68770,0.24886,-0.85144,1.85096,-0.07341,0.06132,-0.12958,0.50000
2021-02-02,-0.91041,-1.18145,1.40701,-0.51966,-1.02713,-1.03539,-0.19648,1.00000
2021-02-03,-0.87815,0.32004,-1.14102,1.07287,-0.40767,-0.30857,-0.60932,0.28571
2021-02-04,-0.74424,-0.31450,0.70437,0.78385,0.45871,0.16049,-0.28032,1.00000
2021-02-05,-0.57687,0.07786,-0.94134,-0.02411,-0.05133,0.52463,-0.60540,0.75000
2021-02-06,-0.76150,1.01525,0.41790,-0.56472,-0.09029,-0.28826,0.09325,0.50000
2021-02-07,1.15535,1.51945,-1.90176,-0.71806,-2.14457,-0.11414,-2.03827,
2021-02-08,-0.54623,0.01742,-0.21269,-0.37159,-0.01867,0.56084,-1.12292,0.00000
2021-02-09,-0.90894,-0.81838,-0.32016,-0.14300,-0.13222,0.68890,-0.57978,0.50000
2021-02-10,-0.68076,-0.13400,-0.09872,-0.00865,0.65166,0.30971,-0.20799,0.75000
2021-02-11,-0.39544,-1.01370,-0.72934,-0.73485,-0.29275,-0.74252,0.59244,1.00000
2021-02-12,-0.09391,-0.06661,-0.19172,0.21720,0.56821,0.37485,0.24115,0.75000
2021-02-13,-0.68569,-0.92980,-1.15854,-0.31443,-1.54959,-0.25122,-1.19332,1.00000
2021-02-14,-0.77141,0.93232,0.00807,0.30902,0.05648,0.81789,-0.67311,
2021-02-15,-0.90155,0.28196,-0.27915,0.25810,-0.64189,1.05460,-1.10630,0.75000
2021-02-16,0.16411,0.77008,-0.12948,0.40283,0.74418,0.30295,0.72420,1.00000
2021-02-17,-0.89852,-0.27684,-1.30181,0.66650,-1.21631,1.36130,-0.24063,0.75000
2021-02-18,-0.47130,-0.25989,-0.93353,-0.13432,0.19269,0.88686,-0.45724,0.60000
2021-02-19,-0.08873,0.08590,-0.00843,0.24518,0.63582,0.75074,-0.37347,0.33333
2021-02-20,-0.31752,-0.20643,-0.75544,-0.77334,-0.57820,1.11607,-0.46945,0.00000
2021-02-21,-0.89149,0.46754,-0.77143,1.08217,-0.28419,-0.31345,-0.55771,0.00000
2021-02-22,0.05297,-1.13951,-1.32913,-1.54677,-1.78595,-1.12864,1.03085,1.00000
2021-02-23,-0.31754,-1.01126,-0.23096,-1.13593,-1.32390,-1.73446,1.48586,1.00000
2021-02-24,-0.44926,0.09035,-0.77104,-0.19993,0.33513,0.83459,-0.60240,1.00000
2021-02-25,-0.41641,-1.09075,-1.01845,0.38336,0.17674,-0.04991,0.28196,1.00000
2021-02-26,-0.53873,0.01676,-0.61294,1.00569,-1.16268,0.12961,-1.10659,0.00000
2021-02-27,0.11787,0.34519,-0.94685,2.77401,-0.45805,-1.32578,-0.58210,
2021-02-28,0.22703,-0.88733,-0.61289,1.40197,-0.35166,-0.84888,-0.28608,1.00000
2021-03-01,-0.31322,-0.36544,-0.17160,0.33103,0.69098,0.49134,-0.44555,1.00000
2021-03-02,-1.21605,-0.57746,0.00807,0.61714,-0.24531,-0.20734,-1.03715,
2021-03-03,-0.21193,-0.23902,-0.60906,0.91268,0.57472,-0.19296,0.51013,0.50000
2021-03-04,-0.68777,0.28088,0.02837,-0.02903,0.49612,-0.23881,-0.92440,0.66667
2021-03-05,-0.68642,0.11249,-0.47847,0.98759,0.01065,-0.89333,-0.87889,0.66667
2021-03-06,-0.31514,-0.23404,-0.34144,-1.00706,-0.22285,-0.08001,0.16908,0.00000
2021-03-07,-0.90556,-0.97086,-1.32838,1.83119,-2.65704,-0.19553,-1.23965,1.00000
2021-03-08,-0.62320,1.01620,0.58101,1.95234,-1.07248,-1.51219,-1.76524,
2021-03-09,-0.37564,-0.34677,0.23757,0.75721,0.23794,0.05929,-0.37604,1.00000
2021-03-10,-0.38547,0.40733,-0.80154,-0.47332,0.08375,0.72673,-0.55935,0.75000
2021-03-11,-0.60448,-0.40610,-0.83620,0.39483,-0.30987,0.98460,-1.01614,0.60000
2021-03-12,0.20186,0.15779,-0.80132,-0.25917,0.27812,0.53162,0.50120,0.50000
2021-03-13,-0.32677,-0.32583,-0.27841,-0.51265,0.31272,0.63149,-0.49109,
2021-03-14,-0.75782,-1.19707,-0.83894,0.09051,-1.04732,1.72531,-1.10645,0.00000
2021-03-15,1.19966,-0.21164,-0.32775,1.05068,0.88480,0.53179,-0.41598,0.75000
2021-03-16,-0.50745,-0.27683,-0.47488,0.59504,0.41195,0.34715,-0.65067,0.83333
2021-03-17,0.18106,0.24604,-0.34678,0.57603,-0.03125,0.24304,-0.59638,1.00000
2021-03-18,-0.32677,-0.74521,-0.18292,1.33610,0.29169,0.53828,0.23700,
2021-03-19,0.12708,-1.01164,-1.13815,0.80087,-0.60735,-0.89563,-0.83356,1.00000
2021-03-20,0.80444,0.32273,-1.32767,-0.19726,-1.00463,0.35535,-0.51490,0.00000
2021-03-21,-0.47498,-0.66133,-0.56488,-0.82077,0.57797,-0.67336,-0.49109,
2021-03-22,-0.09521,-0.21539,-0.66059,-0.77592,-0.39103,0.51311,-0.51502,0.00000
2021-03-23,-0.09517,-0.67819,-0.80347,-0.05610,-0.90916,2.00328,-0.83356,1.00000
2021-03-24,1.15535,-0.74521,-0.46939,0.30902,0.75113,-0.58016,-0.03604,
2021-03-25,-0.06220,0.67035,-0.42036,1.54849,-0.43322,-0.38292,-0.64782,1.00000
2021-03-26,-0.59563,-0.11701,-0.80934,0.02521,0.44400,0.35634,-0.30916,1.00000
2021-03-27,0.71072,-0.07420,0.67651,2.36317,0.39379,-0.76656,1.23811,
2021-03-28,-0.15545,-0.88789,-0.02025,-0.13983,-0.29288,-1.29299,1.14749,1.00000
2021-03-29,-0.82487,0.77714,-0.24987,0.85444,0.23114,1.22194,-0.03250,1.00000
2021-03-30,-0.48870,0.14295,-0.72134,1.63590,0.13203,0.50527,-0.58035,0.00000
2021-03-31,-0.75209,0.20342,-0.91238,1.40373,-0.26295,0.97339,-0.42393,0.75000
2021-04-01,-0.52959,0.17918,-0.09878,1.36750,0.24110,-0.59418,-0.60549,0.50000
2021-04-02,-0.39045,0.17863,-0.32333,0.66878,-0.65804,1.24960,-0.28744,0.25000
2021-04-03,-0.03035,0.09356,-1.90176,1.84963,-2.81348,-0.58016,-2.03827,
2021-04-04,2.63748,-0.24195,-1.90176,4.00650,-1.24162,0.63149,-1.03715,
2021-04-05,2.08860,0.19030,-0.14661,2.49301,0.83804,0.47415,-0.05270,1.00000
2021-04-06,0.42931,0.04249,-0.99491,3.05741,-1.07074,0.50242,-0.83355,0.00000
2021-04-07,1.25924,-0.02093,-0.94460,0.74481,0.52343,0.22534,-0.29682,0.33333
2021-04-08,0.94920,0.07047,0.21852,0.65054,0.33886,1.34215,-0.76793,0.75000
2021-04-09,-0.16886,0.79615,-0.37357,-0.25556,-0.45126,0.50649,-0.65153,1.00000
2021-04-10,-1.51247,-0.40970,-0.85135,1.95234,-2.48857,-0.76656,-1.94726,
2021-04-11,0.20126,1.42415,-1.32899,-0.00566,-1.34019,0.12974,0.89352,1.00000
2021-04-12,-0.14859,-0.20940,-0.50054,0.57780,0.76443,0.16071,-0.39979,0.83333
2021-04-13,-0.55040,-0.29927,-0.61558,-0.29321,0.33901,0.02004,0.30336,1.00000
2021-04-14,1.11527,0.74354,-0.58717,1.27326,0.54175,-0.47602,-0.55568,1.00000
2021-04-15,-0.31436,0.67437,-0.78573,0.22328,0.22866,-0.01627,0.09575,0.66667
2021-04-16,-0.07649,0.83804,-0.90843,1.78343,0.11704,0.53085,-0.37241,1.00000
2021-04-17,-1.51247,-0.15807,-0.27841,-1.43702,-0.78149,-0.85977,-1.31018,
2021-04-18,0.56250,-0.32583,-0.56488,0.71985,0.52991,-1.13938,-0.76412,
2021-04-19,-0.02068,0.52991,-0.32627,0.63125,-0.60815,1.61336,-0.65153,1.00000
2021-04-20,0.22476,0.66816,-0.10285,1.57562,0.41092,0.07070,-0.18695,1.00000
2021-04-21,-0.53756,0.07532,-0.60681,0.62061,-0.20772,1.13745,-0.87888,0.50000
2021-04-22,-0.02099,0.53807,-1.03743,-0.00379,-0.80766,0.69341,-1.01556,1.00000
2021-04-23,-0.08925,-1.09656,-0.83379,0.10451,0.25644,-0.00673,0.23549,1.00000
2021-04-24,0.71072,-0.15807,-1.90176,0.30902,-0.67181,-1.23258,-0.94614,
2021-04-25,-0.03035,-0.49358,-0.56488,3.28755,-1.61060,-2.44422,-0.03604,
2021-04-26,-0.32677,-0.24195,-0.46939,1.33610,0.25643,-0.48695,-0.40008,
2021-04-27,-0.59784,0.48782,0.26634,-0.23813,0.38777,0.76870,-0.45705,0.66667
2021-04-28,0.56250,-1.33234,-0.37390,3.08213,-0.03263,1.74993,-0.49109,
2021-04-29,-0.32677,-0.74521,0.10356,2.67130,0.04492,1.37711,0.05498,
2021-04-30,-0.91962,-0.40970,-0.75586,1.95234,-0.52366,0.44508,-0.94614,
2021-05-01,-0.77141,-1.66785,0.29454,2.77401,-0.41243,2.58876,-0.49109,
2021-05-02,-1.51247,-0.99684,0.00807,-0.20452,-0.71364,1.28391,-0.21806,
2021-05-03,-0.91000,0.58629,-0.85063,-0.00426,-1.44135,0.13020,0.89052,1.00000
2021-05-04,-0.61241,0.44909,-1.07804,0.47775,-0.30033,-0.22971,0.16475,0.50000
2021-05-05,0.41429,-0.66133,-0.56488,0.30902,0.47788,0.44508,-0.67311,
2021-05-06,-0.82513,-0.80839,-1.19322,1.11293,-1.81326,1.88007,-1.26376,0.75000
2021-05-07,0.07475,0.23977,0.26624,1.33127,0.59241,1.20546,-0.69220,0.60000
2021-05-08,0.74075,-0.14453,-0.91320,0.53267,0.58974,0.95891,-0.07312,1.00000
2021-05-09,-0.88221,0.01712,-0.48783,0.22511,-0.05557,0.64555,0.12785,1.00000
2021-05-10,0.22863,0.96255,-0.17036,0.71390,0.66999,-1.03193,0.28095,1.00000
2021-05-11,-0.68767,-0.92860,-0.60278,0.10254,-0.75549,1.10521,-0.33293,1.00000
2021-05-12,-0.62281,-0.37251,-0.94139,0.07621,0.26882,0.28307,0.01515,1.00000
2021-05-13,-0.23815,0.28926,-0.89730,0.29900,-0.36273,0.82517,-1.19751,0.75000
2021-05-14,-0.67960,0.02247,0.53171,-0.31217,0.12292,-0.23926,-0.22951,0.00000
2021-05-15,-0.76853,-0.96411,-1.22143,1.53006,-1.62859,0.21227,-0.85357,1.00000
2021-05-16,0.71072,-1.16459,-1.90176,0.82256,-1.77370,-1.97821,2.51226,
2021-05-17,0.20119,-0.60898,-0.13549,2.29014,-0.48990,-0.33641,-0.19648,0.00000
2021-05-18,-0.46381,0.24122,-0.84812,-0.31372,0.29149,0.16301,-0.60577,1.00000
2021-05-19,-0.24258,-0.07248,-0.99041,2.33644,-1.20396,0.26947,-1.01556,0.50000
2021-05-20,-0.53919,-1.09755,-0.61221,-0.26240,-0.64878,-0.47403,1.48179,1.00000
2021-05-21,-0.50749,0.40342,-0.80045,-0.92459,0.29398,0.06160,0.15612,1.00000
2021-05-22,-0.89963,-0.52752,-1.32155,3.91799,-2.98859,-0.45948,-1.33390,1.00000
2021-05-23,1.00714,-0.15807,-0.27841,-0.51265,0.58597,-0.85977,0.96508,
2021-05-24,-0.60593,-0.74725,-0.05326,-0.44351,0.35453,0.55936,-0.55310,0.50000
2021-05-25,-0.20556,-0.97174,-0.82220,0.40610,0.17182,-0.49287,0.07381,1.00000
2021-05-26,-0.38836,0.25452,-0.10051,0.76339,0.63175,-0.34031,-0.19247,0.75000
2021-05-27,-0.76184,-0.88788,-1.08902,-0.26091,-1.11375,-0.33616,1.25453,1.00000
2021-05-28,-0.30801,0.50159,-0.15271,0.67534,0.50058,0.15942,-0.44680,1.00000
2021-05-29,0.71072,-0.74521,-0.46939,-0.20452,0.62088,0.35188,0.23700,
2021-05-30,-0.91003,-0.62713,-1.32809,0.15145,-3.05783,2.93280,-1.33410,0.00000
2021-05-31,-0.75620,-0.12502,-0.96748,2.07217,-1.35473,0.43799,-1.01538,0.50000
2021-06-01,-0.53834,1.13166,-0.34841,2.00573,-0.74980,0.12982,-0.65078,1.00000
2021-06-02,-0.53025,1.21546,-0.08779,-0.37241,0.19945,1.31190,-0.62787,1.00000
2021-06-03,-1.21605,1.60333,-1.04234,0.10360,-1.33854,2.12274,-1.21917,
2021-06-04,-0.38891,1.28294,-0.22181,0.84189,0.15048,0.92822,-0.37802,0.66667
2021-06-05,-0.76218,0.56224,0.53308,0.11563,-0.39429,0.67041,-0.92457,1.00000
2021-06-06,1.30357,-0.32583,-0.18292,1.02797,0.68050,-0.30055,-0.40008,
2021-06-07,-0.09499,-0.36283,-0.75613,0.98792,0.21367,0.15839,-0.37850,0.50000
2021-06-08,-0.31731,-0.11098,-0.70790,-0.62191,-0.46111,-0.89512,1.25664,1.00000
2021-06-09,0.17538,-0.25516,0.05539,0.25093,0.94531,0.02443,-0.49191,0.50000
2021-06-10,-0.59454,0.07471,-0.60072,0.63746,0.00485,0.76277,-0.50692,0.50000
2021-06-11,0.20202,0.41784,-0.84865,0.02618,0.25661,0.41307,-0.78801,0.66667
2021-06-12,-0.20820,0.00968,-1.90176,4.68437,-3.57752,-0.25394,-2.03827,
2021-06-13,0.60697,-0.08258,-1.90176,2.14749,-0.77661,0.22139,0.56464,
2021-06-14,-0.90982,0.16480,-1.32868,-0.90370,-2.18822,-1.15184,2.14372,1.00000
2021-06-15,1.27510,-0.11779,-0.78564,0.85397,0.43202,-0.70368,-0.84052,0.00000
2021-06-16,2.68903,0.03356,-0.49358,-0.26292,-0.81299,-0.45291,-0.65153,0.00000
2021-06-17,-0.16783,0.62417,-0.85167,1.26226,-0.67842,-0.33641,-0.87906,1.00000
2021-06-18,-0.16926,0.16709,-0.94702,1.87898,-0.74690,-0.52270,-0.74254,1.00000
2021-06-19,-0.53716,-0.24697,-1.17911,0.09715,-1.03508,1.53132,-0.64932,0.66667
2021-06-20,-0.03035,1.35170,-0.94685,-0.20452,0.56100,-1.51219,-1.12816,
2021-06-21,-0.21225,-0.84564,-0.28490,0.86149,0.29106,-0.19027,-0.96913,1.00000
2021-06-22,-0.27700,-0.05980,-0.58549,0.22359,0.28500,0.42116,-0.37815,1.00000
2021-06-23,-0.53916,0.01789,-0.37422,1.00591,-0.69296,-0.56942,-0.87906,0.00000
2021-06-24,-0.76220,0.25097,1.16797,0.35338,-1.15111,1.01534,-0.24199,1.00000
2021-06-25,0.42385,-1.21629,-0.22735,0.56959,-0.51490,2.03879,-0.37850,1.00000
2021-06-26,0.98222,-0.97169,-0.65667,0.81553,1.07733,-0.44341,-0.28634,1.00000
2021-06-27,0.11787,-0.57746,-1.13783,2.77401,-1.71138,1.19071,-2.03827,
2021-06-28,0.31268,0.05901,-0.74651,0.77969,-0.30167,-0.23640,1.09061,1.00000
2021-06-29,-0.43062,-0.36731,-0.87190,1.13474,0.03059,-0.34805,-1.02205,1.00000
2021-06-30,1.01640,-0.71980,-0.75586,0.19929,-0.78519,-0.10334,0.71188,1.00000
2021-07-01,-0.53780,0.79958,-0.35044,1.42384,-0.04843,0.61778,-0.65144,0.33333
2021-07-02,-0.59348,0.40331,-0.55669,0.11437,-0.29043,1.56742,-0.87353,0.50000
2021-07-03,-0.90569,0.71222,-1.26557,0.08118,-1.00240,1.23369,0.35338,1.00000
2021-07-04,-0.88936,0.01689,-0.68298,-0.09026,-0.79435,1.57911,-0.72985,1.00000
2021-07-05,-0.32677,-0.15807,-0.75586,-0.10182,-0.05026,1.09750,-0.94614,
2021-07-06,-0.38914,-0.00380,-0.89646,0.42068,-0.69934,0.77763,-0.83353,0.50000
2021-07-07,-0.46451,0.15228,-0.79752,0.62822,-0.85956,1.42369,-0.65140,0.50000
2021-07-08,-0.72512,0.18518,-0.84729,-0.51598,-0.29720,-0.59721,0.41288,0.50000
2021-07-09,-0.75280,-0.44434,-0.77926,-0.14859,-0.26767,1.19319,-0.28351,1.00000
2021-07-10,-0.20645,-0.84595,-1.26742,1.24259,-0.37698,0.12750,-0.31918,1.00000
2021-07-11,-0.90957,-1.39110,-0.37352,-0.51791,-1.76646,-0.80180,0.43567,1.00000
2021-07-12,-1.51247,-0.40970,-0.56488,0.41172,-0.73718,0.35188,-0.76412,
2021-07-13,-0.77141,-0.15807,1.44044,0.30902,0.15158,0.35188,1.14710,
2021-07-14,-0.16820,0.42181,-0.13247,1.13482,0.23965,0.13487,0.68774,0.50000
2021-07-15,-0.17856,-0.40970,-1.42430,-0.20452,-0.34667,0.35188,-1.40120,
2021-07-16,0.20400,0.49070,-0.13329,0.77435,-0.47462,1.66665,0.25861,1.00000
2021-07-17,-0.03035,-0.32583,-0.94685,-0.20452,-0.18445,1.28391,-1.12816,
2021-07-18,0.21167,-0.92980,-0.41074,0.69449,-0.37125,-1.02471,0.45179,1.00000
2021-07-19,-0.15459,0.21525,0.12257,1.35214,0.70695,0.28119,0.25809,0.20000
2021-07-20,0.94239,-0.62458,-0.13278,-0.00435,-0.36617,1.44171,-0.19647,0.00000
2021-07-21,-0.09508,-0.51322,-0.94700,0.67969,-0.11720,0.45585,0.28051,0.50000
2021-07-22,0.20500,0.49690,0.01237,0.37777,-0.16626,1.60905,0.12210,1.00000
2021-07-23,0.64786,0.09032,-0.43841,0.01841,0.59077,0.77880,0.24811,0.75000
2021-07-24,-0.09519,0.37667,-0.27858,-0.41473,-0.46846,0.60478,-0.05997,1.00000
2021-07-25,0.42736,0.50253,0.21560,-0.01436,-0.04098,0.74322,0.25871,1.00000
2021-07-26,-0.01107,-0.04254,-0.27958,-0.10623,0.94400,-0.11844,-0.24234,0.66667
2021-07-27,-0.74040,-0.73794,-0.77665,0.28855,-0.70686,0.83736,0.78582,0.00000
2021-07-28,-0.00471,0.53722,0.05196,1.80279,0.68889,-0.07464,0.15535,0.80000
2021-07-29,-0.13363,0.09638,-1.05739,-0.80002,0.42721,0.37074,0.02237,1.00000
2021-07-30,-0.03035,-1.16459,-0.94685,0.10360,0.26915,0.44508,-0.67311,
2021-07-31,3.83666,-0.36971,-0.61295,-0.15969,-0.42064,-0.80243,-0.19647,0.00000
2021-08-01,-0.03035,-0.32583,-1.90176,0.82256,-1.62776,2.21595,-1.12816,
2021-08-02,-0.31756,0.16194,1.69355,0.81553,-0.70742,0.08301,-0.33300,1.00000
2021-08-03,-0.02113,0.50192,1.45482,0.76416,-0.72937,0.50243,-0.51502,1.00000
2021-08-04,-0.46535,-0.77123,0.05847,0.98894,-0.07881,1.21483,-0.69702,0.33333
2021-08-05,-0.83208,0.33397,-0.79713,1.14909,-1.37989,0.55077,-0.78781,1.00000
2021-08-06,1.02976,-0.29762,0.68113,1.04041,0.65881,0.71097,0.07695,0.75000
2021-08-07,-1.51247,0.09356,-1.42430,-1.74514,-0.71364,-1.51219,-1.58322,
2021-08-08,-0.91962,-0.82908,0.00807,-1.02619,-0.38274,1.47032,-0.49109,
2021-08-09,-0.50699,-1.09664,-0.23489,0.52896,0.23383,-0.46390,-0.18773,1.00000
2021-08-10,-0.41059,0.02636,-0.63904,-0.49749,0.64442,-0.13119,0.31327,0.80000
2021-08-11,-0.01970,-0.71758,0.21953,1.33566,0.11203,0.40922,-0.19648,0.00000
2021-08-12,-0.46564,-1.09130,-0.46948,0.09751,-0.71021,1.58443,-0.19648,1.00000
2021-08-13,-0.56865,0.70649,0.09807,0.11449,0.02440,1.02211,-0.95818,0.80000
2021-08-14,0.41429,2.10659,0.58101,2.46588,0.08845,-0.48695,-1.03715,
2021-08-15,-0.62320,0.76457,-0.85135,2.26047,-1.78519,1.19071,-2.03827,
2021-08-16,-0.53987,0.46086,1.12060,-0.46833,-0.62836,-0.61602,-0.51502,0.00000
2021-08-17,-0.83122,1.08963,-0.78536,1.45311,-0.44048,-0.25743,-0.46458,1.00000
2021-08-18,-0.37388,-0.08886,-0.56625,1.00314,0.33234,0.10758,0.07888,0.50000
2021-08-19,-0.76220,0.79616,1.40709,-0.77646,-0.92458,-0.42961,-0.87906,1.00000
2021-08-20,-0.76219,-1.39113,-0.13549,-0.77646,-0.89097,-0.42961,1.94095,1.00000
2021-08-21,-0.77141,-0.32583,0.48552,-0.71806,0.15931,0.35188,0.23700,
2021-08-22,-0.53820,0.58529,0.61156,-0.25946,0.19169,-0.79474,0.82008,1.00000
2021-08-23,-0.31706,1.39363,-0.84549,0.05017,-0.64893,0.64355,-0.74253,1.00000
2021-08-24,-0.62320,0.26131,-0.18292,1.13068,0.21483,0.25867,-0.03604,
2021-08-25,-0.45669,-0.65308,-0.44447,0.23942,0.58154,-0.22799,0.71439,0.75000
2021-08-26,-0.22719,-1.05564,-1.13601,0.26792,-0.60798,1.15566,-0.28620,1.00000
2021-08-27,-0.32677,-0.24195,-0.08742,0.30902,0.36831,0.63149,0.51003,
2021-08-28,-0.32677,-0.32583,-0.08742,0.30902,0.43821,0.25867,-0.30907,
2021-08-29,-0.32677,-1.41622,-1.90176,1.33610,-1.20033,1.93634,0.23700,
2021-08-30,-0.38818,-0.23178,0.97129,0.05081,0.05980,0.67293,-0.37806,0.66667
2021-08-31,-0.90983,-0.10878,0.13822,-0.76291,-0.33931,1.54886,-0.46600,1.00000
2021-09-01,-0.76825,0.58076,-0.62058,0.35406,-0.43616,1.32232,-0.58734,1.00000
2021-09-02,-0.45382,1.17772,-0.03605,0.82853,0.46966,-0.18319,-0.29749,1.00000
2021-09-03,-0.50463,0.68908,0.12266,-0.34832,0.05389,1.20003,-0.73682,
2021-09-04,-0.88735,0.91239,-0.72643,0.82423,0.02398,-0.20739,-0.48858,1.00000
2021-09-05,-1.51247,-1.16459,-1.90176,-0.20452,-4.39016,0.35188,-2.03827,
2021-09-06,-0.90370,-0.37249,-0.00816,-0.32280,0.32827,-0.29826,-0.61681,1.00000
2021-09-07,1.30357,-0.82908,-1.04234,-0.20452,0.45480,0.16547,-0.85513,
2021-09-08,-0.37785,0.08600,-0.67300,0.62256,0.13536,0.76354,-0.28565,0.75000
2021-09-09,-0.52484,0.46419,-0.10482,-0.21978,0.24467,0.21420,-0.62274,0.50000
2021-09-10,0.00763,0.75377,-0.16101,-0.13593,0.35303,0.08199,0.05662,1.00000
2021-09-11,-1.21605,-0.15807,0.48552,-0.20452,-0.20819,-0.76656,1.14710,
2021-09-12,1.00714,-0.32583,-1.90176,-2.25868,-2.31661,-0.85977,0.96508,
2021-09-13,0.89550,-0.41293,0.20113,0.04688,0.10703,1.52011,-1.01426,0.66667
2021-09-14,-0.14973,0.41492,0.69990,1.12911,0.34463,1.60563,0.23367,0.75000
2021-09-15,-0.45328,0.03336,0.82222,-0.91334,-0.82561,0.81373,-0.64795,0.00000
2021-09-16,-0.70854,-0.66562,0.36052,1.61723,0.42605,1.32258,0.61360,1.00000
2021-09-17,5.15709,0.76457,1.91789,1.33610,0.73574,1.09750,0.23700,
2021-09-18,-0.03035,0.09356,-0.46939,0.82256,-0.04841,1.28391,-1.12816,
2021-09-19,-1.51247,-0.15807,0.10356,-0.10182,-0.43277,-0.30055,-0.40008,
2021-09-20,-0.53981,-0.79627,0.82129,-0.25269,-0.70563,1.20216,0.25857,0.00000
2021-09-21,0.20162,-0.11761,0.20022,-0.00124,0.09825,1.14928,-0.42398,0.00000
2021-09-22,0.47972,0.00637,-0.42950,0.74633,1.18090,-0.17075,-0.16206,0.66667
2021-09-23,0.05380,-0.10830,0.54792,0.05452,0.30941,0.72341,-0.33298,1.00000
2021-09-24,0.32004,-0.84548,-0.34872,0.26118,0.94799,0.17578,-0.30642,1.00000
2021-09-25,1.60179,-2.01897,-0.27864,0.64431,-0.18427,-1.03518,-0.56028,1.00000
2021-09-26,-0.32677,-0.74521,0.67651,0.10360,0.46284,0.16547,0.05498,
2021-09-27,-0.53986,-0.72509,-0.13544,-0.77644,-0.63495,-0.80241,1.12177,1.00000
2021-09-28,-0.61144,0.67069,0.78451,-0.28546,0.42132,0.22079,-0.37475,1.00000
2021-09-29,-0.31618,-0.53713,0.10339,0.62782,0.19552,-0.70920,1.14502,0.50000
2021-09-30,-0.46494,-0.04626,-0.27781,-0.75689,-0.69498,1.61393,-0.51500,0.00000
2021-10-01,0.05697,0.01496,-0.18021,0.19306,0.82445,-0.22559,-0.35952,0.75000
2021-10-02,-0.83427,0.67009,-0.46739,-0.38499,-0.77348,0.48243,-0.19588,1.00000
2021-10-03,-1.51247,-0.40970,1.24945,-0.51265,-0.68661,-0.85977,-0.49109,
2021-10-04,-0.19713,-0.20424,0.32380,0.33184,0.56902,-0.21043,-0.73568,0.50000
2021-10-05,0.26608,1.26783,1.44044,0.30902,0.55230,-0.30055,0.05498,
