date,news_topic_intensity_MonetaryPolicyRF_raw_z,news_sentiment_1d_raw_z,news_topic_intensity_OilGasEnergy_raw_z,news_topic_intensity_MacroRF_raw_z,news_topic_entropy_1d_raw_z,news_topic_intensity_FiscalPolicyCorp_raw_z,news_topic_intensity_GeopoliticsSanctions_raw_z,news_sentiment_extreme_1d_raw
2021-10-06,-0.03400,0.47882,1.08237,-0.23358,0.84083,0.07995,0.21193,1.00000
2021-10-07,0.07201,0.23385,0.58223,1.04825,0.78607,-0.03800,0.21621,0.33333
2021-10-08,0.73732,0.58264,0.53403,1.22562,0.59310,0.83348,0.29178,1.00000
2021-10-09,-0.03035,-0.15807,3.35026,2.36317,0.14613,0.35188,0.23700,
2021-10-10,-0.03035,-0.91296,0.96298,2.36317,0.16925,-1.04617,0.69205,
2021-10-11,0.94957,-0.17143,1.91325,1.06749,0.13468,1.93570,1.21956,1.00000
2021-10-12,0.24300,0.62106,0.84663,0.00711,0.45255,0.68108,0.61686,1.00000
2021-10-13,-0.46348,-1.05903,0.71972,1.17307,0.52427,-0.70655,0.89286,0.60000
2021-10-14,0.43147,-0.11745,1.28497,0.85477,1.05260,-0.02399,1.12019,0.50000
2021-10-15,-0.03035,-0.15807,1.44044,-0.20452,0.44888,-0.48695,0.14599,
2021-10-16,-1.51247,-3.17762,3.54124,0.41172,-1.27491,-1.51219,0.60104,
2021-10-17,-0.90843,-0.00719,1.58083,-0.99571,-1.55435,0.20743,-0.42354,1.00000
2021-10-18,-0.44924,0.29579,0.30605,-0.47139,-0.17070,-0.56695,1.07084,0.00000
2021-10-19,-0.28130,-0.24098,-0.03553,-0.59752,1.30418,-0.04359,0.82577,0.60000
2021-10-20,-0.30831,1.49872,-0.75247,-0.83445,-1.53276,2.06965,-0.62995,1.00000
2021-10-21,-0.00533,-0.15125,0.38708,0.10498,1.07460,-0.37154,-0.04775,0.50000
2021-10-22,-0.09383,0.50725,0.86007,0.56213,0.21372,-0.18752,0.53795,0.66667
2021-10-23,-0.53545,-0.82191,1.47594,-1.02714,-0.19064,-0.80059,1.58530,1.00000
2021-10-24,-0.91013,0.58646,1.23550,-0.25436,-1.45060,-1.72180,2.51484,1.00000
2021-10-25,-0.46567,-0.95166,1.29036,1.43224,-0.06381,-0.33617,0.98584,0.33333
2021-10-26,-0.28986,0.41630,1.79696,0.76980,0.59237,0.71986,0.58010,0.80000
2021-10-27,-0.01987,-0.35183,0.80615,0.08625,0.91359,-0.36075,0.25559,0.66667
2021-10-28,-0.91025,0.33678,0.61346,-0.72087,-0.23172,0.15345,-0.65152,0.25000
2021-10-29,0.00697,1.04122,0.62556,-0.22050,0.47977,-0.28616,0.57626,0.66667
2021-10-30,-0.53988,0.10921,2.12313,-1.03317,-0.95732,-1.03536,-0.87906,0.50000
2021-10-31,-0.68796,-0.87409,2.02728,-0.87913,-0.88667,-1.03523,-0.19632,1.00000
2021-11-01,0.32558,0.08513,0.34879,-0.52208,0.72878,-0.58121,-0.20287,0.50000
2021-11-02,-0.62872,0.15690,-0.24041,-0.11380,-0.69325,-0.76470,1.28027,0.00000
2021-11-03,0.54835,-0.57416,0.61282,-0.35895,1.05998,-0.24813,-0.25688,0.20000
2021-11-04,-0.16263,-0.28485,0.46708,-0.76525,0.75790,0.15918,0.16751,0.66667
2021-11-05,-1.51247,-0.15807,0.86749,-0.82077,-0.62112,0.25867,0.60104,
2021-11-06,-0.16594,0.55399,0.87040,0.40931,0.29186,-1.19585,-0.87842,1.00000
2021-11-07,-0.47498,0.26131,2.96830,0.82256,-0.49068,-1.79180,1.32913,
2021-11-08,0.20128,0.05400,-0.13246,-0.62094,-0.37997,0.83594,-0.42400,0.50000
2021-11-09,0.77350,0.14002,1.04334,-0.43900,0.72882,-0.60545,-0.42271,0.50000
2021-11-10,-0.09278,-0.26648,0.20541,0.08223,0.95306,0.08858,-0.34124,0.75000
2021-11-11,2.52406,0.79612,-0.26776,-0.40186,0.05239,-0.13985,-0.45955,1.00000
2021-11-12,0.19372,0.56554,-0.27897,1.05301,0.46037,-0.19103,-0.63699,0.00000
2021-11-13,-0.16929,1.00562,-0.37410,-1.03294,-0.74513,1.67833,-0.42400,1.00000
2021-11-14,0.13255,1.27673,0.15617,1.61723,0.09430,-0.05201,-0.69596,1.00000
2021-11-15,-0.02113,0.92416,1.64576,-0.41695,-0.44080,-0.66260,-0.51502,1.00000
2021-11-16,-0.16919,-0.45197,0.45911,0.07460,0.71026,-1.03531,0.62109,1.00000
2021-11-17,0.42415,0.65439,0.52112,-0.77572,0.41311,-0.56499,0.54289,0.50000
2021-11-18,1.19208,0.21938,0.49009,-0.12137,0.65297,0.98445,0.12731,0.66667
2021-11-19,0.20150,0.40476,-0.74975,-0.50148,-0.47009,1.42413,-0.51499,0.50000
2021-11-20,-1.51247,0.51294,0.00807,-1.23160,-1.00548,0.35188,1.60216,
2021-11-21,-0.15933,1.16853,-0.25738,0.32248,0.49120,0.64797,-0.65074,0.66667
2021-11-22,0.94831,-0.13798,1.06906,0.25402,0.72781,0.99966,0.60137,0.20000
2021-11-23,-0.15358,0.02009,1.31242,-0.63937,0.34778,0.03052,0.26354,0.66667
2021-11-24,-0.16928,0.14856,0.93565,0.66883,0.04892,-1.26842,-0.19648,0.66667
2021-11-25,0.20223,0.20480,0.76612,-1.02733,0.27376,0.42283,-0.42379,1.00000
2021-11-26,0.71072,-1.16459,0.48552,0.82256,0.61388,0.81789,1.14710,
2021-11-27,-0.16836,-0.19624,-0.85129,-0.48483,-0.48758,1.18163,-0.42400,0.00000
2021-11-28,-0.16883,-0.33271,0.09678,-0.25850,-0.46932,0.59596,-0.29263,0.00000
2021-11-29,-0.15448,0.43837,0.75952,-0.37941,0.78378,-0.53867,0.02047,1.00000
2021-11-30,0.94266,0.04853,0.76064,0.77830,0.39805,0.88690,0.25861,0.66667
2021-12-01,-0.16934,1.33964,-0.61295,1.51983,-0.64178,-0.33641,-0.87906,1.00000
2021-12-02,-0.77141,0.59681,0.00807,-0.20452,0.37229,-0.58016,-0.67311,
2021-12-03,-0.53310,0.91586,-0.35269,0.74130,0.21532,-0.32136,0.08072,0.50000
2021-12-04,-0.77141,0.76457,0.00807,-0.20452,0.18081,0.35188,0.69205,
2021-12-05,-0.77141,0.93232,-1.90176,-0.20452,-1.08601,-0.11414,0.23700,
2021-12-06,0.20825,-0.19107,-0.84804,0.01282,0.26888,0.45508,0.15040,0.66667
2021-12-07,0.05898,0.88830,0.56682,-0.38167,0.83084,-0.09535,-0.16425,0.50000
2021-12-08,0.42350,0.37675,1.64579,0.25064,-0.45812,0.12962,0.12206,1.00000
2021-12-09,1.05348,0.51973,-0.93892,-0.44528,0.55886,0.32734,-0.56888,0.80000
2021-12-10,-0.13310,-0.21765,-0.84829,0.61438,0.08128,0.89667,-0.65115,0.50000
2021-12-11,-0.03035,0.51294,0.00807,-0.20452,0.05957,1.28391,-1.12816,
2021-12-12,1.31282,-0.39690,0.68961,0.50760,-0.79390,-0.33555,-0.65147,0.00000
2021-12-13,0.24055,0.40705,-0.12186,1.00231,0.41314,0.53883,-0.42301,0.50000
2021-12-14,0.42350,0.55051,1.40579,-0.26287,-0.39528,-0.70814,-0.65154,1.00000
2021-12-15,0.51364,0.57419,0.57711,-0.06352,0.72216,-0.80243,-0.42401,0.80000
2021-12-16,0.47768,-0.11523,-0.26037,-0.35394,-0.23511,0.32266,-0.19590,0.50000
2021-12-17,0.35241,-0.34268,-0.38695,0.30998,0.87231,-0.09737,-0.04832,1.00000
2021-12-18,-0.16194,0.42713,0.06546,-0.48667,0.08297,0.72364,-0.20197,0.75000
2021-12-19,-0.16524,-0.13228,-0.11451,-0.73843,-0.34088,1.15942,-0.42386,1.00000
2021-12-20,0.20240,0.36011,0.82425,0.34478,-0.24611,1.59208,0.25865,1.00000
2021-12-21,-0.53463,0.01701,0.76686,-0.60122,-0.10253,0.66203,-0.65026,0.66667
2021-12-22,-0.16908,0.35506,0.69791,-0.51930,0.74704,-0.28408,0.16344,0.66667
2021-12-23,-0.01443,0.19463,1.20849,-0.46228,0.50376,-0.78298,0.02453,0.71429
2021-12-24,1.05975,0.24321,0.08729,0.28178,0.81129,0.39306,-0.19458,0.75000
2021-12-25,-0.53815,-0.14711,1.29657,-0.33931,0.40854,-0.23142,-0.42366,0.75000
2021-12-26,-0.16874,0.30931,0.60155,0.35990,0.15163,-0.89543,0.03124,0.66667
2021-12-27,1.41167,0.36584,0.43402,-0.36505,1.16006,-0.47392,-0.43879,0.60000
2021-12-28,0.05319,0.39273,0.42090,-0.31014,0.38751,0.15394,-0.37742,1.00000
2021-12-29,-0.42607,0.20133,0.25017,-0.33759,0.48827,0.64860,-0.40520,0.83333
2021-12-30,-0.31249,0.46347,0.31712,-0.30877,0.46774,0.74646,-0.64505,0.75000
2021-12-31,0.82136,1.07962,0.69854,-0.90241,0.66788,0.10713,-0.42391,0.66667
2022-01-01,0.20119,-0.28673,0.69080,0.25072,-0.99842,0.12961,-0.87906,0.66667
2022-01-02,-0.53988,0.79616,1.64582,-0.26292,-0.83220,-0.10340,-0.87906,1.00000
2022-01-03,-0.16935,0.60123,1.64568,-0.51967,-0.54162,-0.33640,-0.65143,0.60000
2022-01-04,-0.16921,0.91116,1.88292,-0.77574,-0.53308,-0.56895,-0.42372,1.00000
2022-01-05,-0.77141,0.93232,0.96298,0.82256,0.10318,-1.04617,-0.21806,
2022-01-06,-0.23636,-0.97176,0.94671,0.32160,-0.14762,-1.30625,0.27255,1.00000
2022-01-07,1.45178,1.35170,0.96298,-0.20452,0.54093,-0.58016,-1.12816,
2022-01-08,-0.03035,0.51294,0.00807,-0.20452,0.54093,-0.58016,0.69205,
2022-01-09,0.42800,0.62582,-0.93437,1.65448,-0.11199,1.25588,-0.51173,1.00000
2022-01-10,-0.29775,-0.88028,0.63648,-0.35220,0.72227,-0.55136,0.49531,1.00000
2022-01-11,-0.16180,-0.30127,-0.17840,0.87664,0.85939,-0.40438,-0.15424,0.60000
2022-01-12,0.12639,1.21554,-0.07315,-0.70352,0.33677,0.89754,-0.35145,1.00000
2022-01-13,0.95131,-1.40245,2.30239,0.78227,0.15388,0.14309,0.94459,0.75000
2022-01-14,0.20120,-0.88789,1.88436,-0.51966,-0.47439,-0.10328,-0.19647,1.00000
2022-01-15,0.71072,-0.74521,0.96298,-0.20452,0.47045,-0.11414,-1.12816,
2022-01-16,0.71072,0.51294,0.48552,-0.20452,0.47045,-1.51219,0.69205,
2022-01-17,0.20133,0.50169,0.58116,-0.25302,-0.48555,0.73762,0.25857,1.00000
2022-01-18,-0.53988,-0.24418,1.88453,-0.51968,-0.67799,-0.56942,0.03104,0.00000
2022-01-19,1.53791,0.86979,0.10324,0.37159,0.28227,-0.80243,-0.42401,0.50000
2022-01-20,-0.02113,-0.30057,1.64582,-0.77646,-0.48843,-0.42961,-0.42401,1.00000
2022-01-21,0.44583,-0.32048,-0.68908,0.30039,0.38476,-0.09078,0.07739,1.00000
2022-01-22,-1.51247,-0.15807,0.00807,-1.23160,-0.71364,-1.51219,-1.12816,
2022-01-23,0.11787,1.18395,1.53593,-0.82077,0.13917,0.16547,-1.03715,
2022-01-24,0.42353,0.37665,-0.46966,-0.41361,-0.37654,0.60390,-0.19648,1.00000
2022-01-25,0.20220,-0.03046,0.42145,-0.45155,0.75715,-0.66299,0.51916,0.50000
2022-01-26,0.98422,-0.25916,-0.58375,-0.13514,0.62526,-0.72311,-0.05906,0.33333
2022-01-27,-0.02103,0.43638,-0.37419,0.37213,0.35458,0.11147,-0.19647,1.00000
2022-01-28,-0.15464,-0.55227,-0.36786,0.67783,-0.41142,-0.32355,0.07365,1.00000
2022-01-29,2.19284,0.76457,0.48552,0.82256,0.78681,0.35188,1.14710,
2022-01-30,-0.91039,-0.00794,-0.85164,-0.77645,-1.30422,-1.26843,1.80438,0.00000
2022-01-31,-0.15405,-0.60946,0.30534,-0.50478,0.62459,-0.46146,0.69587,1.00000
2022-02-01,-0.02103,-0.34249,0.51612,-0.62214,0.34505,-0.56905,0.68980,1.00000
2022-02-02,0.21057,-0.12726,-0.35813,0.21054,0.64271,-0.37981,1.32304,0.80000
2022-02-03,-0.15943,-0.41281,-0.08289,-0.31784,0.74415,0.47986,-0.09118,1.00000
2022-02-04,-0.53907,0.31815,1.03826,-0.32728,0.61413,0.03725,-0.43620,0.75000
2022-02-05,-0.77141,0.51294,0.48552,-0.71806,0.15931,-0.11414,0.69205,
2022-02-06,-0.90893,-0.22747,0.75515,-0.82413,-1.23066,-1.23783,1.79197,0.00000
2022-02-07,-0.77141,-0.07420,0.29454,-0.71806,0.11710,-0.30055,0.96508,
2022-02-08,-0.30721,1.08953,-0.22706,-0.45895,-0.23933,1.20325,-0.51473,1.00000
2022-02-09,-0.31718,0.82824,0.30888,0.40658,0.01503,-0.47585,-0.05967,0.50000
2022-02-10,-0.35546,0.35253,-0.22067,0.77639,0.29841,0.37109,-0.37806,1.00000
2022-02-11,0.05556,0.28314,0.67418,-0.77378,0.36555,0.14042,-0.19420,0.50000
2022-02-12,-1.51247,1.35170,-1.90176,0.30902,-2.34483,2.21595,0.23700,
2022-02-13,-1.51247,0.51294,0.96298,-2.25868,-3.13559,-1.51219,3.42237,
2022-02-14,0.20126,-0.04370,0.10328,0.62849,0.33255,-0.33639,1.14513,0.50000
2022-02-15,0.20118,0.90332,1.16836,-0.77645,-0.45192,-0.56942,-0.19648,0.00000
2022-02-16,0.43288,-0.31798,-0.46504,0.13840,0.53077,0.26399,-0.33207,0.66667
2022-02-17,0.85893,0.59681,-0.08742,-0.40994,0.74011,0.07227,-0.21806,
2022-02-18,0.71072,0.17743,-0.37390,-0.40994,0.73331,-0.48695,0.23700,
2022-02-19,-0.91039,-0.66253,0.24652,-1.13589,-1.53933,-1.36162,1.94083,1.00000
2022-02-20,0.20118,1.08867,0.92964,-0.51969,-1.13214,0.59563,-1.10659,1.00000
2022-02-21,-0.32677,0.51294,-0.18292,-1.12890,0.09626,0.81789,0.51003,
2022-02-22,0.42355,-0.42656,0.58070,-0.77640,-0.58953,-0.33639,2.48692,1.00000
2022-02-23,-0.31581,0.11927,0.34201,0.11397,-0.01549,-0.56938,1.82780,0.50000
2022-02-24,0.57293,-1.39115,0.11094,-0.51880,-0.41152,-0.56724,2.24784,1.00000
2022-02-25,-0.29336,-0.19394,0.41237,-0.64490,-0.18382,-0.54385,2.47175,1.00000
2022-02-26,0.67291,-0.25235,0.17540,-0.06693,0.40127,-0.66535,2.15458,1.00000
2022-02-27,1.75770,-1.35488,0.17310,-1.18540,-0.53392,-1.06695,2.16949,0.66667
2022-02-28,1.31326,-3.47049,-0.02179,-0.61603,0.14786,-1.36206,1.14632,1.00000
2022-03-01,1.17982,-2.27844,-0.18794,-0.65697,0.05080,-0.64274,0.57989,1.00000
2022-03-02,0.95148,-3.06822,-0.02474,0.03087,0.78017,-0.23918,0.91956,0.33333
2022-03-03,0.20167,-1.79571,-0.13226,-0.61989,0.28441,0.06229,1.37033,0.50000
2022-03-04,0.42373,-2.64927,-0.37405,-0.77528,-0.44062,-0.94201,1.80273,1.00000
2022-03-05,0.20651,-0.71295,-0.33795,-0.36163,0.68904,-0.50289,0.96400,0.60000
2022-03-06,0.94884,-2.85897,-0.36221,-0.76103,-0.50273,-0.78230,2.88831,1.00000
2022-03-07,-0.52840,-1.50163,0.56989,-0.65297,0.11982,-0.96602,1.36926,0.60000
2022-03-08,-0.53589,-3.18710,-0.16623,-1.02670,-0.74032,-1.29041,2.71238,0.57143
2022-03-09,-0.02074,-2.64922,-0.37203,-0.17265,0.63204,-0.26317,0.69813,1.00000
2022-03-10,0.57269,-3.08022,0.11627,-0.24608,0.20119,0.66984,2.21497,0.66667
2022-03-11,0.95342,-1.81053,-0.12295,-0.48726,0.42304,0.18797,1.07516,1.00000
2022-03-12,0.26131,-3.09841,0.43019,-0.66453,0.74678,-0.20869,2.03315,1.00000
2022-03-13,-0.03035,-1.16459,0.00807,-0.71806,0.15433,-1.04617,1.60216,
2022-03-14,0.94862,-2.09495,0.85783,0.27681,0.38909,1.12285,3.18103,0.66667
2022-03-15,0.20544,-0.96018,0.93049,0.28143,0.44725,-0.20633,1.18822,0.66667
2022-03-16,0.58868,-1.51062,0.72382,0.69680,0.52984,0.26647,1.39764,1.00000
2022-03-17,-0.16339,-1.36281,0.25363,-0.74383,0.31407,-0.12402,0.55551,1.00000
2022-03-18,2.43965,-1.19211,-0.09125,0.42937,0.72280,0.81591,2.38168,1.00000
2022-03-19,-0.53915,-0.77615,0.57757,-0.77573,-0.03439,-0.80177,1.54775,0.75000
2022-03-20,-0.16934,-1.02274,0.51640,-0.51967,0.04184,-0.49388,0.48611,1.00000
2022-03-21,-0.32677,-1.16459,0.00807,-0.40994,-0.04872,-1.32578,1.78418,
2022-03-22,-0.51896,-1.60083,0.31822,0.03698,0.31654,-0.88927,0.81673,1.00000
2022-03-23,0.23030,-0.67467,0.60610,0.30139,0.84792,-0.21013,0.28814,0.75000
2022-03-24,-0.16662,-0.39060,-0.12690,-0.75883,0.05065,-0.72907,1.61453,0.50000
2022-03-25,0.48171,-1.02889,0.62985,-0.30911,0.92711,-0.84976,0.18156,0.66667
2022-03-26,2.19284,-1.58397,1.44044,1.33610,0.49868,-0.58016,2.96732,
2022-03-27,-0.53982,-0.15042,1.63655,-0.77603,-0.65894,-0.56205,0.03138,0.00000
2022-03-28,0.20204,-2.31044,1.23271,-0.51935,0.24210,-0.80239,1.37189,1.00000
2022-03-29,0.20344,-0.61202,-0.13188,-0.13872,0.26916,-0.03496,0.03129,1.00000
2022-03-30,0.57175,-1.60084,0.58070,-0.26288,-0.52640,-0.56941,2.71448,1.00000
2022-03-31,0.89258,-0.35005,1.18563,-0.71853,1.03275,-0.18044,1.03287,0.60000
2022-04-01,-0.15797,-0.86585,0.60597,-0.46631,0.33662,-0.30655,1.15260,0.66667
2022-04-02,0.20135,-0.35253,1.52968,-1.03180,-0.00625,-1.26817,0.62018,1.00000
2022-04-03,-0.16935,-0.00429,2.36200,-0.51969,-0.81947,-1.26844,0.48610,0.00000
2022-04-04,-0.53915,-0.58238,0.10946,-0.51600,0.12192,0.19822,1.14294,0.50000
2022-04-05,-0.03035,-1.16459,0.48552,-0.20452,0.47045,-1.04617,0.69205,
2022-04-06,0.71072,-2.00335,0.00807,0.30902,0.47045,-1.51219,0.69205,
2022-04-07,-0.15908,-1.47222,0.48532,0.02253,0.52210,0.20374,1.69210,0.66667
2022-04-08,0.21600,-0.37702,0.41173,-0.16264,0.06086,1.03367,0.51415,0.50000
2022-04-09,-0.03035,-4.51965,0.96298,-0.71806,-0.31803,-1.51219,2.51226,
2022-04-10,-0.02113,-0.13193,-0.37422,1.16035,-0.47859,-0.84903,0.03104,0.00000
2022-04-11,0.94520,-1.17433,1.41608,0.85113,0.79365,0.60404,2.19460,0.33333
2022-04-12,-0.16596,-0.50298,1.00529,-0.20596,0.73417,-0.41040,0.62673,0.75000
2022-04-13,0.20154,-2.64239,0.96402,-0.51675,0.36394,-0.54753,1.37437,1.00000
2022-04-14,0.57214,0.16705,-0.37371,-0.71926,-0.23055,0.69634,-0.19647,1.00000
2022-04-15,1.42175,-1.60077,0.44175,0.75775,1.09202,0.57028,2.00472,1.00000
2022-04-16,-0.16905,-0.56231,0.74183,-0.26227,0.25779,0.44803,0.25973,0.50000
2022-04-17,-0.16057,-2.59902,0.48880,-0.02810,0.45479,-0.97883,0.58652,0.50000
2022-04-18,0.73594,0.11650,-0.34065,-0.47717,0.94767,-0.46849,0.77820,0.50000
2022-04-19,2.19284,-2.00335,1.44044,1.33610,0.62355,0.35188,2.96732,
2022-04-20,0.20995,-0.97172,0.36670,-0.50725,-0.34775,1.17175,0.49142,1.00000
2022-04-21,0.58415,-0.90704,-0.22499,-0.15508,1.09694,-0.45600,0.38572,0.60000
2022-04-22,0.20523,-0.96088,-0.58249,-0.51119,0.45382,-0.01498,0.86212,0.50000
2022-04-23,1.45178,-1.58397,0.96298,0.30902,0.67578,-0.11414,1.60216,
2022-04-24,-0.47688,0.58458,-0.44602,-0.09056,0.47735,-0.58450,1.41213,1.00000
2022-04-25,0.20151,-2.51704,-0.37294,-0.51243,-0.42182,0.50609,0.03106,1.00000
2022-04-26,-0.16743,-0.85099,0.75639,-0.75990,0.45029,-0.89752,0.92948,0.75000
2022-04-27,0.20914,-1.72239,1.33251,0.66541,0.92419,0.00116,1.59900,0.62500
2022-04-28,-0.16889,0.57571,0.34432,-0.77362,-0.58876,0.74194,0.03107,1.00000
2022-04-29,0.57411,-0.09939,0.38536,-0.49293,0.74308,-0.18519,0.28470,0.57143
2022-04-30,-0.16934,-2.22970,0.10335,-1.03322,-0.89296,-1.26843,2.25936,1.00000
2022-05-01,0.71072,-1.16459,1.44044,-0.20452,0.45136,-0.58016,1.60216,
2022-05-02,-0.90961,0.09292,1.44473,-1.28762,-1.17870,-0.71793,0.95461,1.00000
2022-05-03,-0.53268,-2.28956,1.35856,-0.90551,-0.10475,-1.00081,2.22476,1.00000
2022-05-04,0.68584,0.00104,-0.12333,-0.75781,0.50040,-0.52159,0.92965,0.75000
2022-05-05,0.20180,-0.81881,2.07228,-0.23020,-0.42308,-0.32166,1.16969,0.00000
2022-05-06,-0.16931,-0.39066,1.23262,0.11489,0.08787,-0.33641,0.71363,1.00000
2022-05-07,-0.53987,0.99045,2.36196,-1.03322,-0.90322,-0.80240,-0.19648,1.00000
2022-05-08,-0.53938,0.98738,2.08797,-1.03255,-0.73795,-0.79866,0.06095,1.00000
2022-05-09,0.20140,-0.55209,1.05817,1.26281,-0.65496,-0.80233,0.48610,1.00000
2022-05-10,-0.53980,-0.37378,2.27363,-1.03303,-0.48779,-1.03498,0.35593,0.50000
2022-05-11,0.58734,-0.42976,0.62292,-0.67948,0.85748,-0.94823,0.58839,0.75000
2022-05-12,-0.16832,-0.42657,-0.01773,-0.76877,0.68231,0.12661,0.62228,1.00000
2022-05-13,0.24978,-0.09371,0.34627,0.08551,0.79774,-0.02348,0.51631,0.85714
2022-05-14,-0.47744,0.58600,-0.12351,0.43528,-0.92211,-1.02595,0.48804,1.00000
2022-05-15,-0.77141,-4.51965,1.91789,-1.23160,-0.37822,-1.04617,0.69205,
2022-05-16,-0.12972,0.76838,-0.11740,0.54408,0.32913,-0.74471,0.38616,1.00000
2022-05-17,4.35618,-1.57389,0.81943,0.25074,-0.44967,0.12961,1.16868,1.00000
2022-05-18,1.05620,-0.10790,0.10814,0.40912,0.70831,-0.21972,0.25871,0.75000
2022-05-19,-0.16289,0.37667,1.10469,0.08437,0.12058,0.17822,0.48628,1.00000
2022-05-20,-0.16624,0.94635,0.99417,-0.01204,0.48637,-0.69394,-0.19627,1.00000
2022-05-21,-0.16935,-1.81050,1.53561,-0.51969,-0.99474,-0.80243,3.62466,1.00000
2022-05-22,-0.77141,-0.32583,0.48552,-0.20452,-0.06681,-1.04617,1.60216,
2022-05-23,0.57574,-0.15981,-0.09438,0.24950,0.71840,0.09430,0.93562,0.50000
2022-05-24,-0.16552,-0.55237,-0.13259,-0.74897,0.34673,-0.05943,0.92166,1.00000
2022-05-25,1.73905,0.19426,1.28096,0.85225,0.83868,1.41182,1.40375,1.00000
2022-05-26,0.23582,0.01675,0.13505,0.07778,0.83666,0.09434,1.15029,1.00000
2022-05-27,0.42427,0.29264,0.31898,-0.25492,0.35883,-0.01361,-0.42379,0.66667
2022-05-28,0.29213,-0.15053,0.46760,-0.56137,0.55064,-0.14030,-0.05878,1.00000
2022-05-29,0.26608,0.76457,0.48552,-0.71806,0.32412,-1.23258,1.14710,
2022-05-30,0.13117,-0.10998,0.61193,0.26683,0.36166,-0.89563,-0.05996,0.50000
2022-05-31,-0.16934,-0.94234,0.99018,-1.03322,-0.10407,-1.26843,1.37646,0.50000
2022-06-01,-0.02109,0.05225,-0.04000,1.00627,-0.50584,-0.89563,-0.05997,1.00000
2022-06-02,0.20150,-1.18146,0.34219,-0.26235,-0.55659,-0.80200,2.48557,1.00000
2022-06-03,-0.16884,-0.97177,-0.13406,-0.77570,-0.63914,-0.80208,2.25666,1.00000
2022-06-04,-0.19693,-0.61282,0.77263,-0.42736,0.44735,-0.95958,0.03269,1.00000
2022-06-05,-0.03035,-1.16459,0.48552,-0.71806,0.47045,-0.58016,0.69205,
2022-06-06,0.20148,-0.66970,0.45832,-0.00071,0.25847,0.45842,0.48610,0.33333
2022-06-07,0.21369,0.27177,-0.25168,-0.44294,0.13808,0.56291,-0.19093,1.00000
2022-06-08,-0.16653,-0.65662,-0.04701,0.26979,0.46147,-0.01221,-0.19616,0.57143
2022-06-09,0.20215,0.58142,-0.33077,-0.24526,-0.17857,0.68885,-0.41913,1.00000
2022-06-10,1.31393,-0.13184,0.34723,0.85361,0.33995,0.45062,0.71364,1.00000
2022-06-11,0.20324,0.16645,-1.08054,-0.25929,-0.57185,0.73368,-0.65114,1.00000
2022-06-12,-0.03035,-1.16459,0.96298,-1.23160,0.24908,-0.58016,0.69205,
2022-06-13,-0.16926,-0.97175,-0.13536,-0.77633,-0.53899,-0.80222,1.80390,1.00000
2022-06-14,0.59429,-0.21168,0.08602,0.23824,0.69065,0.57323,0.25985,0.00000
2022-06-15,1.10878,0.41869,0.00143,-0.35722,0.91544,-0.10207,0.77815,0.50000
2022-06-16,0.94387,-0.40237,-0.13118,-0.49395,0.14888,0.27868,-0.42339,1.00000
2022-06-17,0.20149,0.22680,-0.37394,0.11625,0.33282,-0.33633,0.46083,1.00000
2022-06-18,0.21389,0.21912,-0.00504,0.06021,0.94675,-0.42962,0.91975,0.50000
2022-06-19,-0.86835,-0.01320,0.69967,-0.52934,0.26834,0.03350,0.22370,0.75000
2022-06-20,-0.16432,0.39203,0.28022,-0.23364,0.89458,-0.04905,0.02357,0.75000
2022-06-21,0.25387,-0.27401,-0.15143,0.08870,0.72923,-0.01480,-0.18622,0.00000
2022-06-22,2.08127,-0.00240,0.70267,0.25420,0.90590,0.61855,0.73533,0.66667
2022-06-23,0.42409,-0.38322,0.51502,-0.26219,0.75006,-0.04259,1.17793,1.00000
2022-06-24,-0.16471,-1.19405,-0.03961,-0.24757,0.86650,-0.17606,0.46342,0.75000
2022-06-25,-0.14188,-0.97166,-0.28644,-0.33031,0.66460,0.59360,-0.03321,1.00000
2022-06-26,-0.53471,-0.27244,0.58376,-0.00007,-0.03323,-0.67292,1.53282,1.00000
2022-06-27,-0.53961,-1.00155,1.26602,-0.51919,0.35102,-0.00205,1.43149,1.00000
2022-06-28,-0.26989,-1.86751,-0.35713,0.81242,-0.19155,-0.86906,0.55340,0.00000
2022-06-29,-0.16912,-0.58618,-0.37407,-0.77506,0.25536,0.20372,0.91771,0.50000
2022-06-30,0.94557,-0.73562,0.86117,0.31906,0.97092,0.74250,1.19869,0.87500
2022-07-01,0.34142,-1.18113,1.07480,0.55636,0.63749,-0.01327,0.49208,1.00000
2022-07-02,-0.14777,-0.14708,0.11680,-0.74094,0.16472,0.14751,0.39020,1.00000
2022-07-03,-0.52851,0.58543,0.13958,-0.74718,-0.25880,0.22688,0.26026,1.00000
2022-07-04,-0.49714,-1.21169,0.26278,0.15019,0.56612,-1.19274,1.11566,1.00000
2022-07-05,-0.16871,-0.69653,0.71092,-0.77339,0.72279,-0.28982,0.38173,1.00000
2022-07-06,2.95135,0.58602,-0.34624,-0.48260,0.42361,-0.66673,-0.07166,1.00000
2022-07-07,0.22415,0.05588,0.22157,-0.48714,0.69410,-0.07994,0.06430,0.50000
2022-07-08,0.58432,0.15309,0.55975,0.17053,0.62094,0.15939,0.50389,0.00000
2022-07-09,0.11787,-0.32583,-0.85135,-1.12890,0.83278,-1.41899,-1.03715,
