date,news_sentiment_accel_1d_z21,news_topic_entropy_daily_z21,news_sentiment_extreme_1d_z21,news_topic_shock_1d_z21,news_topic_intensity_MacroRF_1d_z21,news_topic_intensity_MonPolicy_1d_z21,news_topic_intensity_Geopol_1d_z21,news_sentiment_level_21d_z63,news_topic_entropy_level_21d_z63,news_topic_intensity_OilGas_21d_z63,news_topic_intensity_Fiscal_21d_z63,news_sentiment_level_63d_z1y,Z_IMO_return,Z_IMO_vol_real21,Rel_IMO_RTSOG,Z_USD_RUB_trend21,Z_ADX_IMOEX,Z_IMO_trend21,Z_RTSOG_trend63,Z_IMO_trend63,Z_RGBITR_trend63,Z_RUCBTRNS_trend63,IMO_fwd_log_ret_3d
2021-06-03,0.377020,0.595660,,-0.777120,-0.442870,-0.513830,-0.617940,-0.765240,-1.801520,-0.181730,-1.645690,0.143690,-0.743423,-1.645230,-0.006158,-1.400984,2.431395,1.981467,1.606789,1.975736,-1.100679,-1.157469,0.395294
2021-06-04,-0.661370,0.271570,-0.267280,-0.462010,0.129880,-0.223380,-0.510070,-0.484420,-1.752300,-1.321270,-0.996130,0.275940,-0.194940,-1.576694,-0.009931,-1.409027,2.270671,1.967571,1.665652,2.006181,-1.092005,-1.125728,0.173390
2021-06-07,1.403050,0.155750,-0.971400,-0.727290,0.444300,0.152020,-0.424440,-0.149230,-0.993130,-0.158020,0.206480,0.140590,0.299251,-1.663175,0.002266,-1.398983,2.131822,1.929151,1.687463,2.020246,-1.087154,-1.108425,3.123916
2021-06-08,-0.447810,-0.705470,0.707970,-0.711050,-1.071210,-0.134870,1.965980,-0.254650,-1.221620,-0.138170,-0.437150,0.071130,-0.744906,-1.260197,-0.006607,-1.415479,1.983543,1.853625,1.719145,2.031738,-1.084144,-1.117668,0.479308
2021-06-09,-0.602960,0.913110,-0.971400,-0.598610,-0.029970,0.621840,-0.494690,-0.293030,-0.680300,0.391540,-0.173070,0.202100,1.039538,-2.293697,-0.003837,-1.474022,1.866053,1.863647,1.747765,2.037602,-1.079020,-1.130104,2.972101
2021-06-10,1.363110,-0.031060,-0.865170,-0.351260,0.050240,-0.480140,-0.531140,0.176070,-0.448670,0.390620,0.532720,0.230910,-0.920559,-1.665414,-0.005341,-1.552128,1.767699,1.840475,1.760491,2.029623,-1.068133,-1.153784,1.462549
2021-06-11,-0.369510,0.077050,-0.249710,-0.401070,-0.223670,0.439420,-0.649260,0.272070,-0.518690,0.326470,0.838790,0.156720,0.151115,-1.846168,0.011963,-1.638370,1.686329,1.841199,1.746357,2.012838,-1.049019,-1.162796,-0.462739
2021-06-14,-0.927900,-1.681260,0.823340,1.464330,-1.460570,-1.014460,2.450250,0.768910,-1.044640,-1.227690,0.272570,0.157420,0.303795,-1.705788,-0.009050,-1.668065,1.645665,1.850879,1.746696,1.998527,-1.025973,-1.142300,-1.030696
2021-06-15,1.660480,0.517790,-2.014350,2.701290,0.415140,2.869220,-0.588560,1.136460,-0.999800,-1.249060,0.186810,0.362650,-1.701647,-0.467929,-0.002934,-1.706907,1.476642,1.816153,1.782012,1.993918,-1.002832,-1.133435,-3.568959
2021-06-16,-0.229170,-0.877850,-1.680550,-0.614330,-1.063870,3.567690,-0.484260,1.050500,-1.399290,-1.826740,0.113400,0.243900,0.015560,-1.368829,-0.016901,-1.717722,1.257432,1.748833,1.846716,1.990296,-0.979910,-1.130583,-1.700472
2021-06-17,-0.693060,-0.822140,0.921590,-0.657140,1.392610,-0.315420,-0.542170,1.654660,-1.307580,-1.666310,0.107790,0.283770,-0.889470,-2.776300,0.006458,-1.697205,1.066997,1.729955,1.911968,1.989832,-0.946356,-1.131356,-1.414782
2021-06-18,-0.652810,-0.785200,0.921590,-0.658000,1.534910,-0.321060,-0.446770,1.606100,-1.585850,-1.943090,-0.371690,0.247440,-1.075073,-2.095704,0.008982,-1.666551,0.725193,1.698694,1.955822,1.981464,-0.892171,-1.096808,0.227726
2021-06-21,-1.593310,0.390300,0.807930,-0.554810,0.466820,-0.337730,-0.578650,1.430830,-0.881730,-1.583270,-0.955100,-0.183920,0.138385,-1.945766,0.008178,-1.555145,0.380911,1.661196,2.001895,1.979602,-0.817665,-1.048120,2.984274
2021-06-22,0.769170,0.248410,0.807930,-0.480120,-0.369180,-0.379110,-0.217470,1.182000,-0.632930,-1.616340,-0.422660,-0.332480,0.022313,-1.716446,-0.004851,-1.464171,0.118607,1.638602,2.038277,1.973730,-0.747969,-0.976757,0.872083
2021-06-23,0.910480,-0.984730,-1.716420,-0.370720,1.311560,-0.558830,-0.521900,0.842110,-0.923750,-1.939230,-1.091040,-0.253350,0.370965,-1.618250,-0.008729,-1.415077,-0.096756,1.616241,2.096763,1.979882,-0.682911,-0.908565,0.884996
2021-06-24,-1.274710,-1.142300,0.852590,-0.333110,-0.874310,-0.683570,-0.131510,1.049830,-1.242590,-0.391960,-1.421850,-0.265250,-0.866303,-1.440378,-0.005523,-1.417386,-0.681769,1.571812,2.120582,1.970426,-0.626271,-0.859445,-1.007476
2021-06-25,0.872920,-0.663430,0.784400,-0.638040,-0.693790,-0.015010,-0.217060,0.410590,-1.393880,-0.413280,-0.893270,-0.260540,0.181996,-1.504117,-0.002774,-1.426651,-1.315231,1.522193,2.137701,1.953558,-0.576134,-0.833901,-2.853424
2021-06-28,0.781700,-0.208250,0.702780,-0.524480,-0.573890,0.050140,1.944040,0.222820,-1.357950,-1.023610,-1.288770,-0.429190,-0.505917,-1.382536,0.004429,-1.439906,-1.524623,1.485049,2.152388,1.936050,-0.517070,-0.793499,0.869639
2021-06-29,-0.847590,0.497810,0.702780,-0.892610,0.702670,-0.551820,-0.538950,0.129450,-1.107350,-0.957410,-1.024260,-0.657130,-1.671410,-0.767467,0.009176,-1.413881,-1.925459,1.435871,2.137385,1.908288,-0.469349,-0.759470,2.841460
2021-06-30,0.475140,-0.850350,0.626220,-0.437850,-0.977640,0.271780,1.957390,-0.306470,-1.443770,-1.270950,-1.299520,-0.780480,2.015622,-0.440757,-0.001204,-1.354909,-1.969584,1.400165,2.144989,1.894372,-0.411229,-0.720659,6.493358
2021-07-01,0.473040,0.349820,-1.028990,0.024810,0.311740,-0.659880,-0.403480,-0.235220,-1.395910,-1.144540,-1.323560,-0.626690,0.688518,-1.432219,-0.006227,-1.297194,-1.711945,1.332964,2.151742,1.877409,-0.346855,-0.689705,3.516145
2021-07-02,-1.278500,0.189630,-0.582090,-0.021680,-0.654240,-0.651690,-0.522660,-0.320240,-1.398770,-0.987980,-1.011210,-0.513640,0.201716,-1.388811,0.004907,-1.177017,-1.544427,1.294620,2.161152,1.868602,-0.281173,-0.658759,2.236977
2021-07-05,-0.362320,1.647970,,-0.877440,-0.714420,-0.087340,-0.026820,-0.227620,-0.936260,-0.245430,0.767340,-0.368860,0.639029,-1.185533,-0.001779,-1.065517,-1.397736,1.280958,2.194084,1.868735,-0.193936,-0.607535,2.549670
2021-07-06,-0.226440,-0.673130,-0.778080,1.047510,-0.689460,-0.404850,-0.479110,-0.089720,-1.156470,-0.272390,1.563820,-0.389920,-0.060113,-1.151530,0.006483,-0.875637,-1.069057,1.263012,2.208100,1.867084,-0.057228,-0.541936,-1.851840
2021-07-07,0.375140,-0.887290,-0.988300,-1.325140,-0.664100,-0.593230,-0.339120,0.175910,-1.118590,-0.351260,2.370470,-0.196350,0.316165,-1.220259,0.013695,-0.531226,-0.772872,1.288777,2.208018,1.865708,0.090951,-0.463900,-2.497123
2021-07-08,0.723860,0.074920,-0.887150,-1.009220,-1.174990,-0.873200,1.917120,-0.025680,-0.933100,-0.270590,2.248900,-0.041140,-1.662232,-1.016025,0.004377,0.098114,-1.036182,1.237901,2.211846,1.862115,0.255961,-0.376654,-1.672094
2021-07-09,-1.163590,0.090070,0.709720,-0.137550,-0.356750,-0.902820,-0.182500,-0.377750,-0.729200,-0.170240,2.737170,-0.016130,-0.344103,-1.061701,-0.004896,0.754929,-1.268316,1.210613,2.211436,1.851070,0.430493,-0.302700,1.374153
2021-07-12,1.530210,1.378270,,0.159040,-0.145280,-1.005080,-0.201370,-0.681780,-0.976360,-0.013860,1.918220,-0.768130,0.894722,-0.862544,0.006499,1.562017,-1.383919,1.200068,2.194184,1.843801,0.614212,-0.185874,-1.947589
2021-07-13,-0.477490,1.795150,,0.303840,-0.216220,0.056530,0.938010,-0.805260,-0.712270,0.973130,1.659520,-0.570580,0.029938,-0.973305,-0.004740,2.032492,-1.417219,1.166052,2.158832,1.828429,0.731571,-0.092380,-6.569966
2021-07-14,0.018180,0.406880,-1.194020,-0.590490,1.266300,0.034880,0.979250,-0.610060,-0.414930,1.076760,1.734620,-0.354740,-2.121392,-0.621108,0.002809,2.284154,-1.807397,1.126900,2.123000,1.807976,0.892919,-0.000919,-9.318203
2021-07-15,-0.753240,1.298070,,-0.214030,-0.606620,0.807840,-0.726620,-0.982850,0.188460,-0.829930,1.696770,-0.441840,-1.433171,0.555668,0.009656,2.331811,-1.791835,1.020267,2.074034,1.778300,0.985238,0.022275,-12.351931
2021-07-16,0.423000,-0.966570,0.741830,0.218700,-0.382100,0.515150,-0.155950,-0.260110,0.259240,-0.783810,1.593440,-0.267150,-1.220186,1.326753,0.001630,2.235532,-1.448748,0.863346,2.034956,1.750014,1.115497,0.041612,-8.490623
2021-07-19,0.281850,1.033000,-1.839570,-0.360860,1.183880,0.202170,0.267570,-0.170050,0.637640,-0.257750,1.550010,-0.133220,-2.629121,3.740572,0.022262,2.174990,-0.231437,0.525443,1.979869,1.714818,1.251546,0.123541,-4.198579
2021-07-20,-0.627730,-0.866950,-1.994700,-0.651040,-0.955620,1.879980,-0.544630,-0.301710,0.323940,0.010670,2.059720,-0.336140,0.596106,2.804636,0.003108,2.020840,0.958859,0.109884,1.928225,1.682624,1.380133,0.191873,5.462094
2021-07-21,-0.312980,-0.025660,-0.468030,-0.000620,1.225480,0.265250,0.858460,-0.032640,0.766710,-0.066530,2.034490,-0.470090,0.845207,2.394209,-0.014249,1.871774,1.436586,-0.373455,1.878440,1.649151,1.507335,0.263129,2.701116
2021-07-22,0.924630,-0.492600,0.891130,-0.286470,-0.366910,0.764110,-0.328550,0.117620,0.603110,0.126900,2.166520,-0.047800,1.245617,2.233360,-0.000998,1.754737,1.351837,-0.874161,1.837015,1.623846,1.656187,0.340005,2.421152
2021-07-23,0.037030,0.652210,0.103380,-1.251570,-0.696220,1.414740,0.237260,0.054250,0.887810,0.176800,1.934440,-0.074340,-0.549744,1.949478,0.000089,1.676824,1.114320,-1.416003,1.798692,1.594484,1.784559,0.386170,-1.900051
2021-07-26,0.062790,1.273460,-0.143020,-1.116560,0.240370,0.272050,-0.620390,0.393610,0.784360,1.181460,1.600360,0.487280,0.674972,1.752265,0.004477,1.644664,1.121623,-1.831675,1.763874,1.571285,1.924016,0.547839,4.234117
2021-07-27,-0.758570,-0.613000,-1.882200,1.669640,-0.162900,-1.229660,1.721070,-0.041820,0.950680,1.238710,1.223140,0.567680,-0.437773,1.583910,-0.004635,1.598959,1.029204,-2.098972,1.739860,1.550510,2.075979,0.798541,4.785795
2021-07-28,0.626770,0.913890,0.274390,0.535410,2.240120,0.113740,-0.335630,-0.011400,1.702690,1.955920,0.703830,0.686620,1.635494,1.711416,-0.000931,1.524214,0.550673,-1.934508,1.729496,1.540490,2.191547,1.040177,3.418341
2021-07-29,-0.154060,0.634430,0.741040,0.490890,-1.318510,-0.151290,0.144140,-0.088170,1.979150,1.775140,0.955150,0.946000,0.824658,1.160834,-0.012520,1.398655,-0.306991,-1.855533,1.741374,1.539659,2.283511,1.290930,0.512524
2021-07-30,-1.252700,1.403360,,-0.919520,-0.192110,1.083730,-0.693040,-0.210750,2.451770,1.877610,0.678190,0.674000,-0.978592,1.148444,0.005162,1.281662,-0.643941,-1.905982,1.731346,1.527952,2.332210,1.546200,-0.933577
2021-08-02,-0.913160,-1.420580,0.871440,0.615530,-0.139510,-0.487880,-0.871420,0.891540,1.818600,3.329720,0.805810,0.926040,0.684325,1.096870,-0.004796,1.132424,-1.053868,-1.880805,1.715970,1.508308,2.349483,1.803712,3.432631
2021-08-03,1.834050,-1.311440,0.827590,-1.137260,-0.175330,-0.320110,-0.942700,1.341600,0.967790,3.762040,0.713330,0.888190,0.333872,0.936487,0.005558,1.016397,-1.329440,-1.863343,1.696607,1.488183,2.339613,2.000335,3.992954
2021-08-04,-1.334270,-0.109140,-0.814240,-1.036010,1.121200,-0.567870,-1.016410,0.860750,0.852780,3.403220,1.071340,0.562430,0.687310,0.923969,0.005076,0.863702,-1.808821,-1.800153,1.669681,1.467851,2.315342,2.160624,1.023813
2021-08-05,0.752010,-1.522630,0.799900,0.183390,2.608430,-0.732940,-1.092360,1.318340,0.015780,3.103130,0.978830,0.678330,0.860677,0.933355,-0.000735,0.658807,-2.031869,-1.721562,1.650535,1.450730,2.274462,2.187811,2.135404
2021-08-06,-0.297040,0.876680,0.212660,0.759910,1.199000,0.820080,-0.275750,0.914450,0.537400,3.041040,0.535260,0.506550,-0.858704,0.796119,0.006321,0.346291,-1.936349,-1.646315,1.627125,1.437396,2.241960,2.395525,2.474868
2021-08-09,1.163600,0.357560,0.793100,0.218980,1.272340,-0.402220,-0.376220,0.620090,0.708590,2.486480,0.344690,0.305200,0.998359,0.923001,0.004789,0.120709,-1.880220,-1.518280,1.604527,1.429989,2.210734,2.508736,6.248830
2021-08-10,0.135230,0.970050,0.171980,-0.554250,-0.536930,-0.305510,1.472760,0.976220,1.254260,2.239250,-0.193400,0.337660,0.890925,0.928810,-0.001561,-0.140503,-1.642166,-1.404998,1.590427,1.431409,2.194883,2.561549,4.639313
2021-08-11,-1.538820,-0.072460,-1.857930,-0.787740,1.551450,-0.222690,-0.400990,0.985800,1.263280,2.548750,-0.210480,0.235840,0.475822,0.944713,-0.001236,-0.339298,-1.338325,-1.287654,1.581232,1.436252,2.156154,2.604111,0.920454
2021-08-12,1.795030,-1.282650,0.752380,-1.005660,-0.667730,-0.448890,-0.382940,0.069660,1.075630,2.303420,-0.187260,-0.063880,0.291977,0.333988,-0.007476,-0.647905,-1.020119,-1.070158,1.577774,1.443767,2.119262,2.580951,1.538726
2021-08-13,0.529740,0.258720,0.222350,0.270970,0.192850,-0.443910,-1.081960,0.169500,0.989350,2.294100,-0.214180,-0.109210,-0.659847,-0.191468,-0.003650,-1.040041,-0.872468,-0.819125,1.568306,1.440323,2.088634,2.608001,4.609445
2021-08-16,0.565600,-1.241260,-1.467610,0.730560,-1.158570,-0.454250,-0.479210,-0.160540,1.143310,2.695370,-1.086630,-0.034450,0.568539,-1.410848,-0.001993,-1.401733,-0.892372,-0.405721,1.571335,1.452089,2.083198,2.628787,4.460087
2021-08-17,0.938820,-0.551160,0.748290,-1.012580,1.552430,-0.604620,-0.363150,0.653310,1.159660,2.518610,-1.165760,0.169550,1.555062,-3.892755,0.006472,-1.715310,-0.410621,0.476680,1.582866,1.473158,2.078772,2.683884,-3.555628
2021-08-18,-1.036750,0.394060,-0.442290,-0.781490,0.689730,-0.295330,0.480870,0.277910,1.000260,2.200610,-0.989700,0.159270,-1.205542,-2.674186,0.004504,-1.839493,0.209849,1.347594,1.582447,1.486905,2.067671,2.675006,-9.458292
2021-08-19,0.802960,-1.302430,0.793920,0.867190,-1.355590,-0.541590,-0.921060,0.686570,0.423150,2.787980,-1.270330,0.174460,-2.660515,-0.169411,0.008554,-1.701854,-0.255333,1.829546,1.565686,1.487603,2.044625,2.649161,-3.599679
2021-08-20,-1.094830,-1.182940,0.754660,0.152120,-1.261040,-0.504590,3.836050,0.341140,-0.385170,2.623930,-1.443200,-0.257070,-0.870698,-0.180102,0.000281,-1.403607,-0.569731,1.996164,1.544542,1.480702,2.026148,2.611068,3.004082
2021-08-23,1.105020,-1.050580,0.665620,0.421530,-0.704140,-0.104480,-0.585460,1.330400,0.241900,2.042320,-1.176540,0.438230,1.439934,0.294115,-0.007660,-1.182044,-1.339337,2.205905,1.535807,1.479905,2.006484,2.598840,4.658505
2021-08-24,-1.783840,1.420560,,-0.787580,0.246220,0.340760,0.390050,0.836720,1.006880,1.495740,-1.111520,0.377120,-0.028681,0.258809,-0.005851,-1.087171,-1.892200,2.238293,1.530867,1.475653,1.981101,2.580161,-2.709923
2021-08-25,0.447180,0.621050,-0.067270,-0.988650,0.009280,-0.301300,1.304150,0.689180,1.213080,1.392390,-1.478630,0.214810,-0.326176,0.078669,0.007709,-0.968687,-2.098683,2.218221,1.518185,1.473187,1.957132,2.538920,-0.127739
2021-08-26,0.072670,-0.980150,0.653490,-0.107000,-0.458740,0.140440,-0.399680,-0.446560,1.379340,1.305180,-1.072430,-0.207250,-1.313863,-0.028682,0.009681,-0.759841,-2.005307,2.030892,1.492812,1.466252,1.925711,2.504273,3.570881
2021-08-27,0.383640,1.399670,,-0.119260,-0.036510,1.334550,0.607180,-0.580250,1.553840,1.238750,-1.085150,-0.007540,1.068563,0.213492,-0.006185,-0.499796,-2.045658,1.901752,1.468162,1.458681,1.908887,2.486953,5.781818
2021-08-30,1.396790,-0.176880,0.000000,0.188720,-0.725440,-0.389880,-0.564980,-0.080130,1.358940,1.396360,-0.666020,0.128080,1.124172,0.107109,-0.001765,-0.277328,-1.651559,1.893062,1.435176,1.449124,1.900564,2.492339,7.095860
2021-08-31,-0.502930,0.007560,0.000000,0.197030,-1.187050,-1.431650,-0.270310,-0.181250,1.099430,1.540240,-0.358790,0.199090,-0.528014,0.178553,0.003781,-0.068315,-1.250310,1.832956,1.397365,1.440621,1.898827,2.514615,5.242174
2021-09-01,0.676440,-0.365010,0.000000,-1.193050,0.835790,-0.972800,-0.649250,-0.012800,1.002710,1.288860,-0.101910,0.442880,1.368451,0.820646,-0.006058,0.090408,-0.527658,1.832175,1.367324,1.443452,1.906777,2.536767,6.964319
2021-09-02,-1.150460,0.469230,0.000000,1.230000,0.710620,-0.352660,-0.435580,1.254570,1.475420,1.429980,-0.704070,0.574150,0.342568,0.802437,-0.009484,0.184298,0.371739,1.823637,1.348368,1.447931,1.906787,2.551705,4.769683
2021-09-03,0.179980,1.113260,,0.445480,-0.487200,0.742430,-0.287590,1.009160,1.740160,1.430240,-0.827790,0.513820,0.086490,0.712976,-0.000569,0.141725,1.174627,1.797478,1.331395,1.458621,1.921598,2.590595,1.615649
2021-09-06,1.825930,0.690090,0.000000,2.151240,-0.277590,-1.183620,-0.233260,0.377190,1.489580,0.637680,-0.764040,0.365640,0.501518,0.315876,0.006359,0.083845,1.937685,1.829691,1.306561,1.467605,1.942121,2.626368,1.302730
2021-09-07,-1.395670,1.257220,,1.679170,-0.279180,3.387530,-0.414850,-0.415790,2.058760,0.637010,-0.641190,0.220910,-0.845311,0.437226,-0.005557,-0.012459,2.361904,1.805169,1.283450,1.476769,1.949296,2.659612,-2.882992
2021-09-08,1.001570,-0.192650,0.000000,-0.154130,0.786050,-0.131650,-0.496710,-0.282960,1.918150,0.599120,-0.429480,0.120480,-0.010043,0.337444,-0.000735,-0.256709,2.158371,1.769457,1.270867,1.485431,1.936442,2.684466,-0.624000
2021-09-09,-0.278770,-0.072130,0.000000,1.179890,0.433040,-0.381090,-0.730270,-0.535200,2.319830,0.066520,-0.110080,0.173400,-0.928097,0.650570,-0.005186,-0.931080,1.942376,1.711223,1.249093,1.485103,1.923330,2.649009,1.968107
2021-09-10,-0.266850,-0.210900,0.000000,0.861070,-0.468600,0.426090,-0.099750,0.701620,2.629340,0.057270,0.306040,0.415370,0.114039,0.625040,0.007645,-1.437358,1.758367,1.667009,1.230090,1.496870,1.919956,2.635223,5.146745
2021-09-13,0.126720,0.032680,0.000000,3.533110,-0.721800,2.481420,-1.296600,-0.920330,2.622420,-0.104530,0.050880,0.805130,0.943569,0.730636,-0.016244,-1.652233,1.726394,1.687445,1.218085,1.516742,1.930900,2.634776,5.194992
2021-09-14,0.957330,-0.127740,0.000000,0.115590,0.881730,-0.107180,0.184610,-0.864870,2.224160,-0.067780,0.462660,0.864050,0.209663,0.615922,-0.003160,-1.876456,1.724337,1.700124,1.220545,1.542902,1.936239,2.648691,0.324831
2021-09-15,-1.447730,-1.781090,0.000000,0.046730,-1.514070,-0.451040,-0.834490,-0.400930,1.653680,0.067520,0.985250,0.755180,0.126273,-0.166697,-0.006077,-2.158355,1.737516,1.665517,1.243070,1.575621,1.919441,2.634479,-1.691622
2021-09-16,-0.302110,0.361770,0.000000,0.506600,1.559770,-0.644600,1.260310,0.087910,1.983750,0.232640,0.789820,0.726460,-0.845740,-0.710488,-0.004305,-2.473623,1.603257,1.626430,1.271009,1.599972,1.905264,2.607001,-7.958754
2021-09-17,1.967590,1.621130,,0.277200,0.911560,3.543330,1.024730,0.241790,1.951220,0.464660,0.853050,0.553050,-0.733197,-3.950128,0.013961,-2.675386,1.423123,1.648775,1.279210,1.619295,1.888654,2.566858,-6.206426
2021-09-20,-0.839840,-1.742510,0.000000,-0.994830,-0.938500,-0.438100,0.255280,0.462710,1.497510,0.310020,1.042440,0.709680,-2.469039,-1.120089,0.011952,-2.518223,0.970365,1.630039,1.250358,1.616670,1.854525,2.518353,-0.346303
2021-09-21,2.055500,-0.614270,0.000000,-0.543590,-0.793470,-0.005170,-0.563060,0.322750,1.379980,0.226590,1.135080,0.824230,-0.122730,-2.022375,-0.011758,-2.344289,0.547365,1.568398,1.231903,1.618111,1.819130,2.461681,6.859095
2021-09-22,-1.371950,1.231060,0.000000,-1.112380,0.844820,0.543130,0.385780,0.421500,1.777420,0.283530,0.831400,0.940810,1.792234,-0.427599,-0.014349,-2.239902,0.307490,1.567080,1.238789,1.633693,1.790473,2.412102,5.639828
2021-09-23,0.530730,-0.277540,0.000000,-1.114550,-0.660880,-0.172710,-0.511270,-0.521680,1.606070,0.378820,1.140470,0.733660,0.433201,-0.365387,0.000305,-2.148829,0.189274,1.586476,1.258103,1.656383,1.757639,2.353595,4.128814
2021-09-24,-0.157070,0.792640,0.000000,-1.075000,0.759960,0.286530,-0.411240,-1.438310,1.503050,0.230390,1.062970,0.464030,-0.790928,-1.049501,-0.004820,-2.080378,0.019198,1.628112,1.299630,1.684623,1.730370,2.298553,1.093920
2021-09-27,-0.436830,-1.742710,0.000000,-0.957790,-1.396970,-0.710860,3.184360,-2.857320,1.442230,0.494390,0.705370,-0.484240,1.138798,-0.824081,-0.012164,-2.034948,0.072044,1.676383,1.352869,1.709541,1.696194,2.248805,1.658313
2021-09-28,-0.571670,0.150750,0.794750,-0.953140,-0.534000,-0.681920,-0.615010,-1.978860,1.153070,0.898400,0.866820,-0.127190,-0.770938,-1.043321,-0.003552,-1.924257,0.397679,1.666035,1.395753,1.724583,1.664713,2.205239,1.816393
2021-09-29,0.022330,-0.358090,-0.437130,-0.669870,1.328100,-0.512200,1.710280,-2.343460,1.117430,1.013940,0.299920,-0.427340,-0.479052,-0.997577,-0.005548,-1.778986,0.523188,1.664019,1.447182,1.734482,1.641173,2.167010,1.760620
2021-09-30,0.278950,-1.542540,-1.488640,0.098960,-1.185400,-0.601060,-0.805180,-2.581060,0.758140,0.954320,0.771080,-0.491470,1.363763,-1.213973,0.002089,-1.639528,1.018445,1.656152,1.501179,1.750388,1.609235,2.128976,4.434398
2021-10-01,-0.367250,0.570880,0.305040,0.313790,0.286630,-0.294690,-0.630350,-2.839110,0.893120,1.076230,0.579560,-0.367930,-0.736501,-0.995874,-0.002036,-1.456634,1.433778,1.615245,1.558019,1.758942,1.571920,2.095273,9.633964
2021-10-04,0.181960,0.698860,-0.324680,-0.752740,0.326730,0.116060,-0.837740,-1.826590,0.669720,1.226160,0.961190,-0.267480,0.700448,-0.739225,-0.012395,-1.329674,1.854455,1.595695,1.648874,1.769517,1.530214,2.067985,6.839089
2021-10-05,0.823340,1.204780,,-0.586870,0.238880,0.276470,0.396680,-1.724190,0.949290,1.460580,0.426490,-0.422440,2.749724,2.672565,-0.009888,-1.287853,2.364319,1.654889,1.797190,1.818051,1.475241,2.035764,9.216396
2021-10-06,-1.469490,0.592360,0.758300,-1.014710,-0.862930,-0.232080,0.835600,-1.387220,1.431350,1.624800,-0.009470,-0.173680,-1.535836,2.712482,0.014618,-1.301481,2.474209,1.668246,1.895220,1.848699,1.404743,2.006010,1.114808
2021-10-07,1.002520,0.518130,-0.784600,0.145230,0.790790,-0.221430,1.002150,-1.275730,1.469940,1.772490,-0.363340,-0.413910,1.139592,2.531848,0.001417,-1.428680,2.351266,1.721996,2.000325,1.884821,1.354155,1.974492,8.532204
2021-10-08,-0.502260,0.076080,0.821100,-0.373100,1.762710,0.471390,-0.045800,-1.107590,1.143140,1.294150,-0.213650,-0.347120,-0.049893,1.985221,0.003716,-1.510030,2.182967,1.794439,2.086560,1.918423,1.321392,1.954033,2.808994
2021-10-11,1.504060,-0.713170,0.729430,0.224690,0.116330,0.540390,0.634950,-1.496230,1.404600,2.329250,-0.387640,-0.290390,0.694688,1.848563,0.003844,-1.596565,2.057170,1.876791,2.184477,1.970345,1.290858,1.936056,0.465304
2021-10-12,-1.864690,-0.163700,0.651550,-0.965760,-0.855550,-0.070380,1.039400,-0.927700,1.493140,2.239990,-0.610430,-0.093730,-0.660665,1.647011,-0.004700,-1.659174,1.936795,1.883678,2.288922,2.020189,1.253259,1.922462,-1.619240
2021-10-13,0.291770,0.196330,-0.613620,0.009980,1.235850,-0.687050,1.006490,-1.420730,1.234480,2.380790,-0.768400,-0.239700,-0.706093,1.575359,0.010710,-1.696136,1.599317,1.851480,2.367166,2.065714,1.218883,1.909938,-0.154827
2021-10-14,1.042840,0.832930,-0.825020,-0.733130,0.715850,0.118770,0.925030,-1.397670,1.455260,2.217030,-1.035870,0.016350,0.140691,1.417079,-0.005787,-1.760083,1.407504,1.826043,2.482268,2.128083,1.195183,1.893092,0.346198
2021-10-15,-0.589890,1.108390,,-1.174290,-0.488790,0.249420,-0.051130,-0.913710,1.510630,2.458680,-1.163810,-0.116910,-0.194022,1.188440,-0.016207,-1.850287,1.215131,1.820360,2.593013,2.179118,1.168122,1.883260,1.337961
2021-10-18,-2.294840,-0.840020,-1.857430,1.679330,-1.121010,-0.153720,2.240960,-0.197390,1.046190,2.671460,-0.691830,-0.688980,-0.587202,1.105249,0.005475,-1.925639,0.964561,1.804358,2.652495,2.214035,1.115478,1.865966,2.004059
2021-10-19,,0.073820,-0.147170,,-1.412730,-1.329070,1.209570,-0.721860,1.027530,2.326700,-0.798210,-1.023590,0.348959,0.245985,-0.000645,-2.128001,0.789429,1.853944,2.693341,2.241029,1.047777,1.845438,-2.338511
2021-10-20,,-3.149930,0.866460,,-1.709430,-1.320170,-1.871040,0.578720,0.081640,2.009980,0.528790,-0.459810,-0.119660,0.155631,-0.002707,-2.208987,0.651780,1.894107,2.728100,2.269157,0.969497,1.822801,-6.239447
2021-10-21,,0.669400,-0.694280,,0.460020,0.025280,-0.390310,0.681560,0.652900,2.087620,-0.226000,-0.706690,-2.001772,0.611846,0.007211,-2.171357,0.253348,1.829879,2.725907,2.271561,0.875242,1.790103,-2.539472
2021-10-22,,-0.233300,-0.147950,0.271270,-0.210270,-0.122760,1.017740,1.020190,0.430460,2.164690,-0.486270,-0.138740,-0.735551,0.633642,-0.008964,-2.181995,-0.377483,1.745981,2.718436,2.269652,0.734347,1.749759,1.359436
2021-10-25,-0.644800,-0.349470,-1.196590,2.240450,0.458110,-0.655690,0.284090,0.837680,-0.381490,2.445140,-1.757490,-0.596030,1.178044,0.797355,-0.013927,-2.225738,-1.284976,1.721856,2.716571,2.266411,0.540794,1.692585,2.576807
2021-10-26,0.826650,0.392060,0.237190,0.124190,0.653980,-0.261570,-0.703470,0.951020,-0.728730,2.413030,-1.570340,-0.462580,-0.662198,0.656558,-0.001932,-2.231944,-1.996145,1.656769,2.689363,2.251092,0.319742,1.616664,-5.156826
