TRADEDATE,Z_IMO_return,Z_IMO_vol_real21,Rel_IMO_RTSOG,Z_USD_RUB_trend21,Z_ADX_IMOEX,Z_IMO_trend21,Z_RTSOG_trend63,Z_IMO_trend63,Z_RGBITR_trend63,Z_RUCBTRNS_trend63
2020-04-17,0.10655,-2.292683,-0.005089,,,0.516585,,,,
2020-04-20,-0.288789,-2.012353,0.016906,,,0.88382,,,,
2020-04-21,-0.811369,-1.907574,0.040784,,,1.293551,,,,
2020-04-22,1.473662,-2.114913,-0.028527,,,1.561861,,,,
2020-04-23,0.351183,-1.846002,-0.024458,,,1.687109,,,,
2020-04-24,-0.759269,-1.617934,0.007033,,,1.649365,-1.839129,-1.857057,-0.80953,0.7174
2020-04-27,0.010806,-1.643944,0.007595,,,1.629526,-1.824759,-1.844708,-0.680099,0.946445
2020-04-28,0.65601,-1.467035,-0.012872,,,1.587768,-1.811956,-1.831957,-0.548393,1.183443
2020-04-29,0.887439,-1.395293,-0.018785,,,1.524769,-1.796001,-1.816252,-0.4252,1.383685
2020-04-30,-0.440015,-1.304084,0.01896,,,1.483074,-1.781495,-1.8013,-0.30027,1.649943
2020-05-04,-0.644241,-1.279445,0.01247,,,1.387662,-1.767688,-1.787205,-0.17004,1.873839
2020-05-05,0.539831,-1.183235,-0.028388,,,1.316671,-1.750599,-1.770589,-0.029457,2.063188
2020-05-06,-0.482236,-1.158539,0.017754,,,1.220574,-1.740633,-1.761093,0.098572,2.221075
2020-05-07,0.042909,-1.11187,-0.010651,,,1.141344,-1.731414,-1.754157,0.217679,2.339085
2020-05-08,0.199872,-1.076618,-0.007656,,,1.053416,-1.719609,-1.745149,0.356269,2.441643
2020-05-12,0.075031,-1.064605,-0.002608,,,0.947891,-1.705162,-1.735988,0.521887,2.52483
2020-05-13,-0.762002,-0.949275,0.016408,,,0.822296,-1.692969,-1.728946,0.68866,2.575208
2020-05-14,-0.301329,-0.95171,-0.016518,,,0.726273,-1.684558,-1.727735,0.855093,2.639285
2020-05-15,0.126753,-0.883286,-0.00338,,,0.619331,-1.678877,-1.728782,1.058003,2.701236
2020-05-18,2.444675,-1.431986,-0.019862,,,0.869049,-1.656188,-1.706494,1.281179,2.780587
2020-05-19,0.204701,-1.462116,-0.00184,,,1.167269,-1.633981,-1.682958,1.47878,2.818165
2020-05-20,1.189859,-1.258517,-0.023029,,,1.562917,-1.610612,-1.656885,1.661761,2.850493
2020-05-21,-1.470295,-0.983856,0.008977,,,1.866932,-1.588722,-1.634596,1.830914,2.857703
2020-05-22,-0.505086,-1.205081,0.00901,,,2.140358,-1.572659,-1.619301,1.966282,2.84106
2020-05-25,1.06102,-1.63422,-0.006541,,,2.251183,-1.555187,-1.602033,2.07846,2.822264
2020-05-26,-0.306579,-1.543981,-0.01309,,,2.245578,-1.536517,-1.585238,2.18252,2.793232
2020-05-27,-0.605288,-1.680112,0.011949,,,2.256684,-1.514021,-1.561369,2.266054,2.766336
2020-05-28,0.778587,-1.435314,-0.003796,,,2.257743,-1.492392,-1.537417,2.341954,2.734962
2020-05-29,-1.354051,-1.150705,0.009436,,,2.111518,-1.467335,-1.510004,2.412189,2.711902
2020-06-01,0.309755,-1.336517,-0.020904,,,1.944427,-1.434484,-1.470049,2.517138,2.682656
2020-06-02,1.04733,-1.070467,-0.010044,,,1.870982,-1.401269,-1.425928,2.576651,2.6527
2020-06-03,0.650337,-1.063903,-0.007896,,,1.865819,-1.372826,-1.386519,2.591102,2.61133
2020-06-04,-1.747241,-0.321579,0.002478,,,1.755892,-1.349088,-1.356795,2.557188,2.569369
2020-06-05,0.469223,-0.315214,-0.016743,,,1.710952,-1.321702,-1.325556,2.518419,2.527242
2020-06-08,-0.110118,-0.237775,0.002292,,,1.671749,-1.289767,-1.285996,2.524528,2.479423
2020-06-09,-0.199075,-0.141383,-0.002179,,,1.63141,-1.240781,-1.224506,2.586073,2.533013
2020-06-10,-0.442423,0.005295,-0.003503,,,1.591785,-1.192605,-1.165083,2.638436,2.557941
2020-06-11,-1.210399,0.188254,0.026211,,,1.563432,-1.139559,-1.087718,2.726558,2.619432
2020-06-15,-0.782958,0.488403,0.007429,,,1.542809,-1.088537,-1.016761,2.777474,2.65318
2020-06-16,0.543104,0.979685,-0.00821,,,1.566616,-1.033942,-0.93611,2.825351,2.686324
2020-06-17,-0.306869,-2.408261,0.00581,,,1.495262,-0.977232,-0.850184,2.848363,2.703995
2020-06-18,-0.484705,-2.029849,-0.004603,,,1.404067,-0.908633,-0.750199,2.868701,2.72736
2020-06-19,1.083172,-2.313409,-0.001762,,,1.295785,-0.84654,-0.664374,2.868078,2.748064
2020-06-22,0.081771,-2.614825,-0.004673,,,1.257537,-0.784848,-0.582987,2.823333,2.729835
2020-06-23,0.799787,-2.110132,-0.003869,,,1.265876,-0.715796,-0.48411,2.774382,2.700935
2020-06-25,-1.04522,-2.033329,0.016944,,,1.185202,-0.658488,-0.409416,2.693776,2.657739
2020-06-26,0.020887,-1.772814,0.012658,,,1.119147,-0.604621,-0.337194,2.62211,2.611485
2020-06-29,0.165587,-1.607327,0.0117,,,1.08472,-0.55563,-0.26677,2.553272,2.565844
2020-06-30,-0.79668,-1.59562,0.017752,,,0.957539,-0.50001,-0.183106,2.477336,2.517879
2020-07-02,1.486268,-1.433901,-0.014373,,,0.980725,-0.436439,-0.09333,2.413372,2.473322
2020-07-03,0.356377,-1.306553,0.019574,,,1.019056,-0.38307,-0.009806,2.338954,2.429091
2020-07-06,1.10788,-1.338398,0.005443,,,1.051781,-0.323581,0.09022,2.273219,2.383749
2020-07-07,-0.348109,-1.363817,-0.006112,,,0.993195,-0.271677,0.180324,2.2185,2.339143
2020-07-08,-0.495,-1.879726,-0.000166,,,1.09152,-0.222316,0.268473,2.169136,2.299156
2020-07-09,-1.365191,-1.592385,0.002859,,,1.044619,-0.177731,0.344668,2.123695,2.257521
2020-07-10,0.750527,-1.389256,-0.00348,,,1.05259,-0.129313,0.426447,2.079677,2.215693
2020-07-13,-1.29086,-1.092195,-0.000734,,,0.926612,-0.082774,0.497585,2.041429,2.171416
2020-07-14,-0.798542,-0.949641,0.006158,,,0.701556,-0.045138,0.560432,2.004034,2.132312
2020-07-15,0.133318,-1.185067,0.006482,,,0.696915,-0.003176,0.632978,1.968475,2.093557
2020-07-16,0.434882,-1.263135,0.00305,,,0.989785,0.047024,0.723536,1.934071,2.059304
2020-07-17,0.59276,-1.463139,0.010833,,,1.149787,0.102157,0.820695,1.902895,2.026156
2020-07-20,1.040478,-1.219391,-0.00159,,,1.599635,0.187679,0.962075,1.877863,1.999044
2020-07-21,0.783444,-1.164047,-0.008281,,,2.25205,0.279921,1.105887,1.853289,1.970379
2020-07-22,0.230721,-1.374687,0.01207,,,2.532012,0.372064,1.243153,1.820813,1.942687
2020-07-23,0.555752,-1.201544,0.008255,,,2.673527,0.475567,1.379877,1.783073,1.912193
2020-07-24,0.349,-1.301693,0.011585,,,2.553673,0.599041,1.518015,1.751934,1.885735
2020-07-27,0.727969,-1.544051,0.012558,,,2.627158,0.705008,1.622717,1.720293,1.859413
2020-07-28,0.186938,-1.425422,0.01235,,,2.621328,0.797382,1.707684,1.685025,1.830051
2020-07-29,0.706559,-1.240855,0.000931,,,2.58742,0.900489,1.793032,1.649208,1.801308
2020-07-30,-1.864045,-0.881498,0.0149,,,2.496121,0.991777,1.848723,1.612787,1.772249
2020-07-31,1.066736,-1.313183,0.015538,,,2.357876,1.063575,1.886152,1.579396,1.74527
2020-08-03,0.557317,-1.237366,0.00391,,,2.245626,1.112557,1.902403,1.549968,1.720424
2020-08-04,0.25652,-1.632248,0.004407,,,2.106694,1.163315,1.914905,1.522883,1.693421
2020-08-05,1.906443,-0.590433,-0.016015,,,2.091203,1.230596,1.938297,1.496864,1.667634
2020-08-06,-0.550203,-0.637972,0.006389,,,2.061366,1.265257,1.944229,1.470889,1.643249
2020-08-07,-1.177799,-1.348793,0.002463,,,2.04284,1.296649,1.944459,1.447076,1.621111
2020-08-10,-0.88718,-1.06244,-0.007006,,,1.97625,1.312747,1.936022,1.425176,1.60202
2020-08-11,1.577686,-1.563147,-0.014606,,,2.004251,1.328849,1.932184,1.402478,1.582458
2020-08-12,1.567662,-1.70675,0.007233,,,2.080258,1.339582,1.934996,1.375659,1.562483
2020-08-13,0.460137,-1.608369,-0.010151,,,2.132788,1.36606,1.947049,1.348802,1.543422
2020-08-14,-1.492814,-0.661955,-0.008778,,,2.120791,1.380932,1.953646,1.321194,1.524282
2020-08-17,-1.016694,-0.157165,0.013936,,,2.077432,1.378981,1.954315,1.283079,1.502568
2020-08-18,-0.61541,-0.118686,-0.004426,,,2.011507,1.349395,1.933424,1.240473,1.481165
2020-08-19,-0.244869,-0.150652,0.003523,,,1.939075,1.314629,1.911395,1.203251,1.461265
2020-08-20,-2.566516,3.335884,0.020468,,,1.830148,1.240814,1.868562,1.165454,1.439676
2020-08-21,-0.18734,2.667114,0.010991,,,1.733019,1.178604,1.839527,1.126458,1.420761
2020-08-24,0.920187,2.445607,-0.006416,,,1.670671,1.132433,1.821163,1.091248,1.40311
2020-08-25,-0.264917,2.010959,0.009717,,,1.604759,1.072775,1.796533,1.056228,1.386765
2020-08-26,0.541561,1.816258,0.00077,,,1.558272,1.013167,1.779673,1.020858,1.370177
2020-08-27,-1.501423,2.046526,-0.003146,,,1.478831,0.959228,1.760673,0.990578,1.354299
2020-08-28,-1.262864,1.694507,-0.003242,,,1.415518,0.895231,1.732519,0.962966,1.339672
2020-08-31,-0.583632,1.420772,0.007122,,,1.33541,0.839918,1.71319,0.937183,1.324839
2020-09-01,0.235286,1.22712,-0.00765,,,1.262077,0.776964,1.695193,0.91142,1.312721
2020-09-02,-0.677261,1.189256,0.024864,,,1.181253,0.684908,1.668479,0.883699,1.299692
2020-09-03,-0.825872,0.506882,0.002314,,,1.050459,0.574438,1.634734,0.854357,1.290502
2020-09-04,-0.275626,0.470573,-0.006119,,,0.921091,0.475994,1.614045,0.831625,1.283663
2020-09-07,0.482718,0.405761,0.012917,,,0.818616,0.350793,1.593812,0.811396,1.278649
2020-09-08,-1.460992,0.798777,0.00646,,,0.682827,0.204143,1.568233,0.790504,1.278561
2020-09-09,-0.265489,0.01761,-0.019683,,,0.458928,0.05059,1.542327,0.771842,1.278607
2020-09-10,1.236792,-0.818371,0.004137,,,0.141278,-0.117533,1.523949,0.751406,1.279569
2020-09-11,0.917146,-1.230184,-0.005614,,,-0.292571,-0.265416,1.515914,0.730841,1.282415
2020-09-14,1.031645,-1.107609,0.003146,,,-0.764074,-0.415157,1.516139,0.7098,1.288668
2020-09-15,2.082687,0.18453,-0.008991,,,-1.152491,-0.577489,1.520364,0.68499,1.294055
2020-09-16,-0.074666,0.090934,0.007405,,,-1.513077,-0.756408,1.524471,0.656063,1.302342
2020-09-17,0.026665,-0.082409,0.00713,,,-1.764945,-0.951942,1.529627,0.62293,1.309084
2020-09-18,-0.758159,-1.742564,0.005049,,,-1.788328,-1.182133,1.523973,0.582756,1.310232
2020-09-21,-2.767467,1.81548,0.015212,,,-1.926027,-1.464893,1.500906,0.542505,1.313726
2020-09-22,0.967027,1.358391,0.000732,,,-1.979151,-1.740962,1.476431,0.498705,1.318372
2020-09-23,1.231233,1.727928,0.02848,,,-1.919911,-1.974884,1.464869,0.45661,1.322822
2020-09-24,0.096417,1.313377,-0.003425,,,-1.895352,-2.157847,1.453067,0.408146,1.327473
2020-09-25,-0.367394,0.940271,0.01498,,,-1.830381,-2.312658,1.437809,0.358325,1.336211
2020-09-28,1.127418,1.069647,0.007461,,,-1.694969,-2.394902,1.433806,0.318998,1.346259
2020-09-29,-0.492138,1.049089,0.003556,,,-1.596174,-2.47827,1.417747,0.274113,1.354805
2020-09-30,-0.036207,0.95235,-0.017992,,,-1.540163,-2.501642,1.39914,0.248704,1.366443
2020-10-01,-0.445167,0.895122,-0.003262,,,-1.498864,-2.510534,1.371334,0.234122,1.378274
2020-10-02,-1.150418,1.056198,0.001103,,,-1.485661,-2.516274,1.339253,0.206724,1.389197
2020-10-05,1.047899,1.261793,-0.005832,,,-1.424356,-2.495418,1.316413,0.169491,1.397577
2020-10-06,0.425915,1.148302,-0.015495,,,-1.380929,-2.44458,1.304083,0.122641,1.407909
2020-10-07,-1.579068,1.242635,0.006139,,,-1.36357,-2.416582,1.278812,0.080897,1.417963
2020-10-08,0.172595,1.104103,-0.013104,,,-1.32674,-2.36903,1.263281,0.045441,1.432782
2020-10-09,-0.312043,0.892708,-0.003483,,,-1.351156,-2.314534,1.251854,0.009397,1.44657
2020-10-12,0.505814,0.834733,0.008187,,,-1.372994,-2.262277,1.244282,-0.022674,1.459675
2020-10-13,-0.414692,0.683899,0.008431,,,-1.455691,-2.221429,1.232167,-0.046924,1.47148
2020-10-14,1.168902,-0.299971,0.010248,,,-1.583421,-2.179069,1.224694,-0.076903,1.483906
2020-10-15,-1.094222,0.119142,0.011325,,,-1.75945,-2.156366,1.203159,-0.135462,1.493528
2020-10-16,-0.342611,0.073162,-0.010236,,,-1.928423,-2.139563,1.17295,-0.210676,1.506452
2020-10-19,0.071899,-0.401359,0.006345,,,-2.043277,-2.119822,1.140258,-0.270397,1.516164
2020-10-20,0.516634,-3.952326,-0.002247,,,-1.956316,-2.0956,1.106159,-0.333293,1.527178
2020-10-21,-0.553477,-3.011406,-0.006717,,,-1.931659,-2.067407,1.065085,-0.370205,1.536152
2020-10-22,1.047647,-2.645533,-0.003433,,,-1.921795,-2.03396,1.023023,-0.408797,1.541412
2020-10-23,0.830723,-2.090433,-0.005148,,,-1.868111,-1.994369,0.981933,-0.40724,1.552332
2020-10-26,-1.163499,-1.64416,0.000798,,,-1.834675,-1.965446,0.925209,-0.388243,1.560437
2020-10-27,-0.713127,-1.757746,0.014442,,,-1.87558,-1.934772,0.871409,-0.312112,1.570719
2020-10-28,-2.434417,-0.476334,0.033473,,,-1.962375,-1.92429,0.786355,-0.282487,1.573951
2020-10-29,0.992316,-0.255238,0.004816,,,-1.983474,-1.913833,0.697193,-0.302016,1.581447
2020-10-30,-0.373256,-0.207021,0.005957,,,-1.985186,-1.906725,0.593957,-0.331407,1.586947
2020-11-02,1.940415,0.44665,0.011055,,,-1.880752,-1.910499,0.482392,-0.433639,1.590892
2020-11-03,1.843938,0.927892,-0.025939,,,-1.777313,-1.895658,0.382777,-0.48592,1.593474
2020-11-05,2.250048,2.041198,-0.030903,,,-1.628641,-1.859662,0.311447,-0.380054,1.59844
2020-11-06,0.943212,1.631253,0.010471,,,-1.417711,-1.827249,0.253791,-0.229534,1.604301
2020-11-09,2.17239,2.414216,-0.040959,,,-1.136336,-1.784273,0.212755,-0.02665,1.607367
2020-11-10,0.070904,2.039165,-0.002955,,,-0.841859,-1.74613,0.151732,0.18591,1.615027
2020-11-11,0.204452,1.806372,-0.002553,,,-0.53607,-1.716112,0.08161,0.426492,1.633135
2020-11-12,0.028657,1.557683,0.008797,,,-0.16151,-1.692132,0.022349,0.722469,1.644033
2020-11-13,-0.224825,1.379396,0.00883,,,0.215084,-1.667536,-0.034729,1.170237,1.662005
2020-11-16,1.054065,1.192572,-0.022758,,,0.799828,-1.632892,-0.061598,1.649627,1.679116
2020-11-17,-1.00417,1.143235,-0.005497,,,1.356878,-1.602007,-0.108836,2.031551,1.692915
2020-11-18,0.356262,1.040179,-0.012986,,,1.85101,-1.55039,-0.099099,2.366799,1.709019
2020-11-19,-1.125688,1.116292,0.004106,,,2.10626,-1.503896,-0.11083,2.692476,1.716395
2020-11-20,-0.213421,0.949587,-0.005515,,,2.23244,-1.464475,-0.141615,2.912576,1.732883
2020-11-23,-0.396486,0.889862,-0.004628,,,2.220316,-1.422819,-0.174983,3.084063,1.745701
2020-11-24,0.83992,0.925852,-0.00313,,,2.1912,-1.379123,-0.186351,3.17933,1.760147
2020-11-25,0.515597,0.672013,-0.002095,,,2.181665,-1.328706,-0.12781,3.18727,1.772073
2020-11-26,-0.370215,0.425161,0.009809,,,2.150971,-1.28108,-0.029758,3.144874,1.782791
2020-11-27,-0.55846,-1.016561,0.013243,,,2.142862,-1.235798,0.095923,3.074861,1.796035
2020-11-30,-1.539946,-0.684284,0.023497,,,2.081565,-1.209681,0.190554,2.987866,1.807213
2020-12-01,0.480262,-1.197009,-7e-06,,,2.054142,-1.167791,0.352858,2.922701,1.821584
2020-12-02,0.534758,-1.530385,-0.006787,,,2.01828,-1.114615,0.596735,2.881663,1.833502
2020-12-03,-1.284538,-1.442019,-0.003307,,,1.949514,-1.065398,0.836736,2.827864,1.83954
2020-12-04,0.179015,-2.151307,-0.012588,,,1.871673,-1.004574,1.099172,2.779108,1.851032
2020-12-07,-0.140676,-1.993764,0.003831,,,1.799878,-0.935341,1.428536,2.74876,1.857973
2020-12-08,-0.920268,-2.70837,0.007097,,,1.696428,-0.87725,1.752655,2.70963,1.860084
2020-12-09,0.783706,-2.174492,0.010674,,,1.621894,-0.820385,2.072382,2.654032,1.861448
2020-12-10,1.199655,-1.72591,-0.02207,,,1.574326,-0.75008,2.392076,2.597062,1.863173
2020-12-11,0.201168,-1.529117,-0.000552,,,1.53924,-0.676953,2.651996,2.54114,1.861849
2020-12-14,-1.103877,-1.254693,0.003322,,,1.504566,-0.620029,2.77252,2.487518,1.85964
2020-12-15,-0.530745,-1.390382,0.004557,,,1.451177,-0.560671,2.846077,2.434847,1.856682
2020-12-16,0.411371,-1.423627,0.006492,,,1.429864,-0.495179,2.903279,2.384734,1.851597
2020-12-17,0.104575,-1.336819,-0.010453,,,1.407945,-0.412737,2.953361,2.342261,1.844053
2020-12-18,-0.798979,-1.459646,0.001828,,,1.406381,-0.305039,3.030526,2.304356,1.837689
2020-12-21,-2.89164,-0.135849,0.024234,,,1.369194,-0.226358,2.995694,2.263369,1.833034
2020-12-22,1.219095,0.156345,-9.6e-05,,,1.371792,-0.124019,2.963561,2.225288,1.828699
2020-12-23,0.246656,0.019654,-0.001814,,,1.368866,-0.012654,2.934227,2.190159,1.820162
2020-12-24,-0.629639,0.022189,-0.012923,,,1.346933,0.123265,2.897038,2.156037,1.807618
2020-12-25,0.132964,0.156781,0.003133,,,1.339058,0.265981,2.843689,2.132612,1.799088
2020-12-28,0.216629,0.212401,-0.00382,,,1.342607,0.42884,2.804211,2.107431,1.794353
2020-12-29,0.244616,-0.089968,-0.004125,,,1.388566,0.597095,2.770566,2.079507,1.785587
2020-12-30,0.248027,-0.286328,0.010897,,,1.416318,0.76973,2.745644,2.042909,1.781988
2021-01-04,1.690365,0.197769,-0.000925,,,1.45481,0.974717,2.754241,2.01607,1.792187
2021-01-05,-0.03182,-0.055988,0.000164,,,1.516825,1.173776,2.741044,1.990455,1.80201
2021-01-06,0.089291,-0.04493,-0.01369,,,1.563865,1.374691,2.71962,1.962614,1.802106
2021-01-08,2.017109,1.474227,-0.003848,,,1.660983,1.614367,2.736207,1.933142,1.804192
2021-01-11,0.357734,1.154387,0.008954,,,1.780099,1.828323,2.744627,1.886263,1.799792
2021-01-12,-0.667834,1.090919,-0.024206,,,1.84229,2.042896,2.739717,1.836326,1.791743
2021-01-13,-0.341564,0.677033,-0.01052,,,1.848054,2.240799,2.720654,1.785296,1.780816
2021-01-14,0.291016,0.618887,-0.009309,,,1.844496,2.425373,2.704352,1.734794,1.770931
2021-01-15,-1.395279,0.907309,0.005916,,,1.819124,2.551522,2.664635,1.676582,1.760028
2021-01-18,0.282895,0.776456,0.0093,,,1.815116,2.649493,2.637218,1.626052,1.748104
2021-01-19,-1.029473,1.039771,-0.003367,,,1.767648,2.701897,2.60365,1.581591,1.731615
2021-01-20,0.40273,1.04793,0.001653,,,1.73136,2.73206,2.574045,1.536821,1.721248
2021-01-21,-1.364599,2.142734,0.013553,,,1.670175,2.716709,2.531613,1.490882,1.709485
2021-01-22,-1.551652,-1.292742,0.017463,,,1.652445,2.66998,2.485563,1.434049,1.699435
2021-01-25,0.221963,-1.926553,0.005355,,,1.609712,2.614247,2.440893,1.38387,1.693049
2021-01-26,-0.442934,-1.648918,-0.008024,,,1.557971,2.557037,2.394627,1.33539,1.681403
2021-01-27,-1.637577,-0.607453,0.007675,,,1.495565,2.494348,2.348286,1.288438,1.67252
2021-01-28,-0.196333,-0.561119,0.006987,,,1.438923,2.439998,2.308144,1.24332,1.661539
2021-01-29,-1.898887,1.146676,-0.005457,,,1.339148,2.40264,2.270948,1.213033,1.655193
2021-02-01,0.386421,1.026814,0.013289,,,1.251952,2.360436,2.235573,1.192614,1.644412
2021-02-02,1.745957,2.141808,-0.011088,,,1.222412,2.337206,2.214863,1.175397,1.634388
2021-02-03,-0.459779,1.017442,0.002037,,,1.136999,2.307494,2.185395,1.167917,1.625545
2021-02-04,0.768703,1.132565,0.001864,,,1.079311,2.267147,2.154754,1.163497,1.618478
2021-02-05,0.535567,1.112114,-0.020284,,,1.041425,2.221483,2.118714,1.137223,1.609772
2021-02-08,1.558674,-0.182532,-0.007112,,,0.975506,2.187695,2.087629,1.109744,1.597763
2021-02-09,-0.47987,-0.335958,0.000237,,,0.848005,2.130705,2.044503,1.063391,1.590353
2021-02-10,-0.69321,-0.150995,0.003736,,,0.685477,2.072622,2.000321,1.014129,1.578198
2021-02-11,0.501694,-0.062362,-0.005879,,,0.529271,2.021291,1.959744,0.956392,1.55986
2021-02-12,0.458022,-0.163877,-0.0023,,,0.330089,1.978523,1.922772,0.88453,1.545305
2021-02-15,1.48949,0.321159,-0.008802,,,0.31047,1.950993,1.895241,0.802658,1.52678
2021-02-16,0.340108,0.236016,0.003877,,,0.280322,1.913317,1.864927,0.700581,1.505416
2021-02-17,-1.551745,0.976022,0.012018,,,0.151206,1.870069,1.833479,0.593113,1.483578
2021-02-18,-0.896391,1.089676,-0.001493,,,-0.29204,1.820668,1.797075,0.495592,1.463035
2021-02-19,1.453856,1.464226,0.004511,,,-0.346836,1.783836,1.773646,0.377215,1.443502
2021-02-20,-0.382754,0.931403,-0.001233,,,-0.102408,1.747259,1.750305,0.251224,1.420276
2021-02-22,-0.376356,0.892376,0.001364,,,0.089703,1.711003,1.727949,0.108879,1.400481
2021-02-24,-1.244918,1.5984,-0.019763,,,-0.068534,1.673779,1.696983,-0.030956,1.379867
2021-02-25,0.564487,0.875524,0.000113,,,0.636096,1.637236,1.666822,-0.192639,1.359317
2021-02-26,-1.592503,2.223626,0.014718,,,0.651051,1.595408,1.631724,-0.381596,1.338132
2021-03-01,0.912594,0.876756,-0.005324,,,1.716595,1.565171,1.602874,-0.572233,1.316641
2021-03-02,0.477927,0.889501,-0.003094,,,2.427964,1.550165,1.58245,-0.766218,1.291833
2021-03-03,0.092301,-0.711622,-0.001926,,,2.421263,1.534029,1.55996,-0.954376,1.267272
2021-03-04,-0.596711,-0.651969,-0.016874,,,2.344054,1.51712,1.532646,-1.117615,1.244346
2021-03-05,0.41612,-0.790244,-0.018496,,,2.204867,1.510461,1.511785,-1.316636,1.225791
2021-03-09,1.606384,0.499179,-0.021211,,,2.255412,1.512068,1.49693,-1.512176,1.204797
2021-03-10,-0.452377,-0.402732,0.002805,,,2.005751,1.511586,1.480418,-1.718146,1.189909
2021-03-11,1.10839,0.044554,-0.001541,,,2.016442,1.519861,1.471607,-1.928438,1.177184
2021-03-12,0.644309,-0.209985,-0.003935,,,2.152327,1.532747,1.463555,-2.117275,1.164804
2021-03-15,0.946037,0.255013,-0.000596,,,2.272112,1.53947,1.456121,-2.265303,1.14654
2021-03-16,-0.066122,0.163201,0.002409,,,2.2975,1.544192,1.448099,-2.384456,1.127456
2021-03-17,-2.002951,1.982824,0.017398,,,2.022339,1.53868,1.434619,-2.480794,1.105791
2021-03-18,-0.085899,1.719571,0.009221,,,1.788781,1.532912,1.422865,-2.554677,1.081675
2021-03-19,-0.802533,0.57436,0.007137,,,1.66531,1.523179,1.406717,-2.612895,1.054679
2021-03-22,0.24979,-0.073798,0.003591,,,1.669617,1.510637,1.39205,-2.660778,1.021287
2021-03-23,-0.611667,-1.089026,0.006105,,,1.526436,1.496593,1.377069,-2.70627,0.979743
2021-03-24,0.444804,-0.965185,-0.003754,,,1.460057,1.502261,1.375477,-2.703547,0.932591
2021-03-25,-1.227525,-0.096614,0.001091,,,1.342094,1.499507,1.364036,-2.670731,0.888338
2021-03-26,1.214496,-0.208534,-0.010827,,,1.439096,1.504576,1.358035,-2.610758,0.854452
2021-03-29,0.877452,0.119893,0.006989,,,1.554908,1.509491,1.359814,-2.546544,0.825947
2021-03-30,-0.363715,-1.944239,0.010191,,,1.774885,1.511517,1.361362,-2.500548,0.792919
2021-03-31,0.257905,-2.048233,0.000744,,,1.897916,1.513544,1.364809,-2.449961,0.749995
2021-04-01,-0.572651,-1.756555,0.006767,,,1.909073,1.510131,1.366052,-2.410777,0.704305
2021-04-02,0.676159,-1.423769,0.002272,,,1.949659,1.512517,1.370862,-2.370906,0.651337
2021-04-05,-1.103082,-1.04063,0.002563,,,1.9489,1.505361,1.364831,-2.337621,0.572018
2021-04-06,-0.962831,-0.633603,0.017707,,,1.874011,1.489453,1.355129,-2.311974,0.476153
2021-04-07,0.162207,-1.827506,-0.004655,,,1.722628,1.471751,1.346288,-2.305257,0.386138
2021-04-08,0.160663,-1.70244,0.002815,,,1.644235,1.444937,1.328142,-2.294541,0.280002
2021-04-09,-0.645909,-1.904012,0.017062,,,1.473399,1.411416,1.304054,-2.278725,0.173336
2021-04-12,1.152763,-1.576533,0.004034,,,1.326523,1.373532,1.287601,-2.253186,0.066753
2021-04-13,0.20592,-1.887395,-0.018549,,,1.112777,1.340243,1.272793,-2.225584,-0.055317
2021-04-14,1.538352,-1.07382,-0.017147,,,0.991969,1.314022,1.263205,-2.176581,-0.184342
2021-04-15,-0.401231,-2.471496,0.008608,,,1.020443,1.291123,1.259496,-2.132844,-0.322282
2021-04-16,0.884072,-2.05308,0.005049,,,1.118018,1.271372,1.257985,-2.06982,-0.44346
2021-04-19,-1.023875,-1.900797,0.010936,,,1.22823,1.246414,1.257982,-2.022503,-0.566141
2021-04-20,-0.860078,-1.582417,0.00875,,,1.26305,1.212805,1.251029,-1.983854,-0.729932
2021-04-21,0.168923,-1.549993,-7e-06,,,1.375712,1.1925,1.253984,-1.942034,-0.902661
2021-04-22,1.136561,-1.206919,-0.012199,,,1.541246,1.196482,1.271687,-1.889924,-1.075056
2021-04-23,-0.405272,-1.691354,-0.003253,,,1.820378,1.202983,1.287213,-1.842261,-1.253977
2021-04-26,0.318338,-1.947407,0.009765,,,1.992524,1.204732,1.307606,-1.79612,-1.427844
2021-04-27,-0.576524,-1.990466,-0.000686,,,2.024643,1.216596,1.336123,-1.756449,-1.607744
2021-04-28,-1.024019,-1.632498,0.007381,,,1.974801,1.226066,1.361456,-1.721683,-1.768916
2021-04-29,-0.350076,-1.489499,0.003114,,,1.854302,1.240216,1.39905,-1.688419,-1.89874
2021-04-30,-1.13012,-1.231583,0.008372,,,1.713324,1.250961,1.428627,-1.66086,-1.979852
2021-05-04,1.302864,-1.094329,-0.009319,,,1.585768,1.255499,1.450074,-1.631848,-2.029896
2021-05-05,2.206976,-0.453979,-0.000213,,,1.681992,1.27379,1.488852,-1.599563,-2.05385
2021-05-06,0.253448,-0.722886,0.001178,,,1.828867,1.29016,1.523704,-1.572401,-2.060009
2021-05-07,0.578497,-0.585902,-0.006501,,,1.949398,1.299866,1.558506,-1.552388,-2.05071
2021-05-10,0.109938,-0.510465,0.005763,,,2.017314,1.29475,1.582625,-1.534856,-2.006384
2021-05-11,-1.796527,0.046737,-0.006218,,,2.01744,1.290333,1.600792,-1.51812,-1.989409
2021-05-12,-0.156616,-0.147282,-0.003574,,,1.959761,1.296287,1.625455,-1.502276,-1.959172
2021-05-13,-0.798155,0.129346,-0.002244,,,1.893279,1.295345,1.642162,-1.487905,-1.914285
