TRADEDATE,Z_IMO_return,Z_IMO_vol_real21,Rel_IMO_RTSOG,Z_USD_RUB_trend21,Z_ADX_IMOEX,Z_IMO_trend21,Z_RTSOG_trend63,Z_IMO_trend63,Z_RGBITR_trend63,Z_RUCBTRNS_trend63
2024-12-11,0.022581,0.206812,0.03134,,,-2.055208,-1.687276,-1.316458,-1.636435,-2.185061
2024-12-12,-0.190144,-0.003559,0.005395,,,-2.138417,-1.707841,-1.355229,-1.610879,-2.171638
2024-12-13,0.059745,-1.115203,-0.009953,,,-2.111968,-1.72724,-1.404157,-1.586154,-2.164201
2024-12-16,-1.331712,-1.248805,-0.006671,,,-2.183749,-1.746162,-1.464291,-1.558727,-2.161775
2024-12-17,-0.738283,-1.254837,0.002442,,,-2.234927,-1.767654,-1.537422,-1.531124,-2.168391
2024-12-18,1.179876,-2.50153,-0.002006,,,-2.140554,-1.787052,-1.606869,-1.500804,-2.174463
2024-12-19,0.427936,-2.18048,-0.002893,,,-2.021978,-1.805264,-1.682653,-1.455828,-2.172241
2024-12-20,3.55375,4.297821,-0.003713,,,-1.728485,-1.80445,-1.709389,-1.356761,-2.127486
2024-12-23,0.877644,3.111833,-0.012083,,,-1.450636,-1.788383,-1.705598,-1.189673,-2.026706
2024-12-24,-0.294849,2.370985,-0.017061,,,-1.179716,-1.76958,-1.704614,-1.018713,-1.925515
2024-12-25,0.44528,1.825199,-0.00116,,,-0.836654,-1.748647,-1.699364,-0.855237,-1.81577
2024-12-26,0.308535,1.613291,-0.006435,,,-0.496797,-1.72004,-1.683777,-0.678236,-1.698824
2024-12-27,-0.30238,1.381171,0.010979,,,-0.216496,-1.693148,-1.658548,-0.490403,-1.583928
2024-12-28,0.29271,1.242995,0.007068,,,0.080197,-1.658579,-1.610745,-0.287659,-1.471996
2024-12-30,1.190337,1.323812,-0.003426,,,0.5061,-1.613914,-1.539937,-0.064763,-1.340413
2025-01-03,-0.998818,1.205076,0.002846,,,0.95456,-1.58302,-1.49484,0.166231,-1.200608
2025-01-06,-0.435254,0.957063,0.002381,,,1.437617,-1.553001,-1.452421,0.407176,-1.058213
2025-01-08,0.118259,0.8689,0.002808,,,1.824086,-1.519862,-1.402472,0.66037,-0.912168
2025-01-09,-1.160639,0.970314,0.013035,,,1.975848,-1.492812,-1.363018,0.909965,-0.773326
2025-01-10,0.568509,0.902575,0.006663,,,2.039753,-1.465196,-1.312972,1.14196,-0.636185
2025-01-13,0.354752,0.699317,0.006204,,,2.08901,-1.439122,-1.248349,1.366854,-0.493046
2025-01-14,-0.353113,0.617661,0.010744,,,2.06988,-1.419132,-1.19365,1.579277,-0.35039
2025-01-15,-0.504523,0.530911,-0.006414,,,2.018892,-1.400903,-1.157037,1.770816,-0.206191
2025-01-16,0.672773,0.506607,-0.005521,,,1.998523,-1.371078,-1.0886,1.94331,-0.060739
2025-01-17,0.102152,0.058021,0.004552,,,2.011839,-1.337621,-0.999603,2.08688,0.092985
2025-01-20,-0.689587,-0.261092,-0.007783,,,2.01798,-1.305546,-0.910566,2.216083,0.254689
2025-01-21,-0.341314,-0.500516,-0.017452,,,2.000455,-1.269,-0.823469,2.320036,0.433127
2025-01-22,0.133069,-1.930141,-0.025806,,,1.995651,-1.215145,-0.71309,2.401219,0.626925
2025-01-23,-1.409846,-4.195663,0.007911,,,1.881732,-1.167328,-0.609819,2.460334,0.827483
2025-01-24,0.23427,-3.10316,-0.004694,,,1.777005,-1.111761,-0.4855,2.504237,1.038324
2025-01-27,-1.535082,-2.303021,-0.007868,,,1.67731,-1.054018,-0.354502,2.534163,1.26156
2025-01-28,0.715797,-1.973466,0.004801,,,1.594446,-0.975396,-0.157323,2.557672,1.494268
2025-01-29,0.224404,-1.747593,0.000646,,,1.519607,-0.89637,0.046292,2.569839,1.73199
2025-01-30,0.149084,-1.561246,-0.003819,,,1.468811,-0.816315,0.25922,2.563795,1.961929
2025-01-31,-0.62901,-1.385852,-0.003846,,,1.410305,-0.727433,0.498329,2.553366,2.176221
2025-02-03,-0.627537,-1.569599,0.018901,,,1.314345,-0.650782,0.723383,2.527704,2.360872
2025-02-04,-0.355965,-1.541847,-0.013951,,,1.250791,-0.573333,0.933461,2.487216,2.50629
2025-02-05,0.204389,-1.393567,-0.003384,,,1.207326,-0.49272,1.134892,2.441963,2.610942
2025-02-06,0.910606,-1.229459,-0.012171,,,1.178774,-0.405448,1.325703,2.397621,2.677898
2025-02-07,-0.403036,-1.375095,0.004608,,,1.192335,-0.321817,1.489144,2.341879,2.717195
2025-02-10,1.138396,-1.28668,-0.00838,,,1.2159,-0.231776,1.640691,2.284502,2.732912
2025-02-11,-0.056544,-1.233129,-0.009932,,,1.232425,-0.13729,1.754456,2.219951,2.721896
2025-02-12,-0.016382,-1.144209,-0.019123,,,1.273086,-0.019645,1.873768,2.167783,2.700715
2025-02-13,3.368961,0.027899,-0.027387,,,1.460878,0.164412,2.06491,2.144522,2.684103
2025-02-14,-0.731353,0.055665,-0.001909,,,1.603747,0.374095,2.246887,2.122553,2.65999
2025-02-17,1.932366,0.580828,0.009618,,,1.804193,0.615474,2.431622,2.08976,2.631754
2025-02-18,-1.171785,0.856038,-0.001649,,,1.938956,0.867138,2.560066,2.061577,2.592756
2025-02-19,-0.088381,1.080044,-0.008751,,,2.021971,1.158988,2.691686,2.041894,2.553938
2025-02-20,0.106738,1.434,-0.024597,,,2.030084,1.49358,2.801052,2.02846,2.516021
2025-02-21,-0.501033,1.116153,-0.004883,,,2.036438,1.828286,2.872594,2.019943,2.482159
2025-02-24,0.045249,1.031726,0.004881,,,2.019253,2.146682,2.910466,2.006831,2.450761
2025-02-25,0.00769,0.598627,-0.016963,,,2.032096,2.453832,2.941682,1.997767,2.419603
2025-02-26,-1.261648,0.803789,-0.007236,,,1.975756,2.704647,2.94975,1.990463,2.392756
2025-02-27,-1.057961,0.941699,0.023553,,,1.890763,2.862437,2.919323,1.983771,2.368203
2025-02-28,-0.801419,0.983322,0.004797,,,1.793263,2.948904,2.859513,1.977043,2.344869
2025-03-03,-1.167677,1.08009,0.016158,,,1.695905,2.959945,2.781069,1.969812,2.322206
2025-03-04,1.385508,1.234815,0.0119,,,1.673524,2.951348,2.72713,1.965969,2.30007
2025-03-05,0.078869,1.093515,0.005923,,,1.66866,2.925021,2.687637,1.965756,2.280174
2025-03-06,-1.153859,1.209197,0.000406,,,1.634382,2.877873,2.645396,1.970107,2.259716
2025-03-07,-0.837852,1.175689,-0.006073,,,1.572971,2.815215,2.589982,1.97983,2.24158
2025-03-10,0.370922,1.111179,-0.006728,,,1.54036,2.745067,2.538457,1.988648,2.225458
2025-03-11,-0.151443,0.991188,-0.017407,,,1.495932,2.680801,2.483022,1.990483,2.208758
2025-03-12,-0.416669,1.037688,-0.001531,,,1.454353,2.623645,2.436154,1.992304,2.192774
2025-03-13,-1.092772,1.710785,-0.001693,,,1.393865,2.570018,2.383427,1.991505,2.177235
2025-03-14,1.495827,-1.434178,-0.013061,,,1.288009,2.533784,2.347813,1.995945,2.163536
2025-03-17,0.919868,-1.293357,-0.011782,,,1.234184,2.50385,2.321087,2.006121,2.151363
2025-03-18,0.331136,-2.589741,-0.036095,,,1.12428,2.489726,2.30443,2.019296,2.141123
2025-03-19,-0.605824,-2.276855,0.011127,,,1.034535,2.468182,2.288185,2.030276,2.135595
2025-03-20,-0.102075,-1.960578,0.019492,,,0.936493,2.433975,2.265825,2.03976,2.132183
2025-03-21,-0.623131,-1.70752,0.00072,,,0.798783,2.395644,2.238977,2.040125,2.128363
2025-03-24,-0.188277,-1.527752,-0.012625,,,0.64773,2.343692,2.185614,2.018293,2.113753
2025-03-25,-0.178887,-1.422778,0.002475,,,0.442582,2.28679,2.128234,1.975886,2.083673
2025-03-26,-0.239557,-1.363919,-0.000418,,,0.15093,2.230989,2.0756,1.934514,2.051934
2025-03-27,-1.275534,-1.154587,-0.007056,,,-0.219622,2.17371,2.016521,1.89519,2.018297
2025-03-28,-1.164244,-0.960597,-0.002399,,,-0.693675,2.114075,1.953201,1.856108,1.983113
2025-03-31,-0.088247,-0.912954,0.028363,,,-1.212758,2.055151,1.895438,1.816218,1.948351
2025-04-01,-0.998042,-0.849133,-0.008231,,,-1.738369,1.999203,1.834597,1.779688,1.915062
2025-04-02,-0.69635,-1.480223,-0.003835,,,-2.27948,1.93953,1.765014,1.74492,1.879256
2025-04-03,-1.416082,-1.230439,-0.006739,,,-2.553713,1.88566,1.699888,1.709131,1.842822
2025-04-04,-1.65889,-0.901433,-0.00153,,,-2.58142,1.832335,1.633222,1.672103,1.807098
2025-04-07,-0.930941,-0.745322,0.02603,,,-2.512665,1.773892,1.563687,1.629257,1.766777
2025-04-08,1.071712,-0.789379,-0.006464,,,-2.422111,1.728651,1.507293,1.595155,1.733923
2025-04-09,-1.937454,-0.134921,0.016721,,,-2.379873,1.675688,1.439766,1.559738,1.703738
2025-04-10,2.788763,1.983298,-0.018792,,,-2.248639,1.636271,1.383263,1.530414,1.674929
2025-04-11,1.535335,2.733864,-0.013258,,,-2.080616,1.608669,1.337049,1.508253,1.650279
2025-04-14,0.135183,1.897866,-0.017476,,,-1.991361,1.585648,1.29396,1.490533,1.62883
2025-04-15,0.115036,1.464377,-0.010891,,,-1.946316,1.560822,1.244626,1.473477,1.610138
2025-04-16,1.49702,1.691104,0.003504,,,-1.884199,1.539788,1.199608,1.460622,1.593403
2025-04-17,0.396653,1.530115,-0.013486,,,-1.818965,1.52282,1.158379,1.451302,1.57812
