TRADEDATE,Z_IMO_return,Z_IMO_vol_real21,RTSOG,Z_USD_RUB_trend21,Z_ADX_IMOEX,Z_IMO_trend21,Z_RTSOG_trend63,Z_IMO_trend63,Z_RGBITR_trend63,Z_RUCBTRNS_trend63
2021-05-05,2.206976,-0.453979,,0.0,0.701535,1.681992,,1.488852,-1.599563,-2.05385
2021-05-06,0.253448,-0.722886,,0.0,1.637411,1.828867,,1.523704,-1.572401,-2.060009
2021-05-07,0.578497,-0.585902,,0.0,2.363155,1.949398,,1.558506,-1.552388,-2.05071
2021-05-10,0.109938,-0.510465,,0.0,2.577995,2.017314,,1.582625,-1.534856,-2.006384
2021-05-11,-1.796527,0.046737,,0.0,2.043613,2.01744,,1.600792,-1.51812,-1.989409
2021-05-12,-0.156616,-0.147282,,0.0,1.849368,1.959761,,1.625455,-1.502276,-1.959172
2021-05-13,-0.798155,0.129346,,0.0,1.27172,1.893279,,1.642162,-1.487905,-1.914285
2021-05-14,-0.10501,-0.792425,,0.0,0.912424,1.782142,,1.655346,-1.46324,-1.868067
2021-05-17,-0.055121,-0.786605,,0.0,0.529674,1.708062,,1.65477,-1.437055,-1.807293
2021-05-18,1.639878,-0.029784,,0.0,0.620826,1.669855,,1.662203,-1.406052,-1.749559
2021-05-19,-1.941387,1.287291,,0.0,0.0582,1.598771,,1.670322,-1.376154,-1.684962
2021-05-20,-0.093514,1.023212,,0.0,-0.447807,1.573111,,1.687644,-1.349698,-1.6281
2021-05-21,0.684776,1.256453,,0.0,-1.064126,1.572134,,1.695189,-1.318439,-1.56156
2021-05-24,-0.034575,0.664617,,0.0,-1.60721,1.521373,,1.704891,-1.288995,-1.508988
2021-05-25,0.711573,0.868979,,0.0,-1.714114,1.508868,,1.722349,-1.261603,-1.465969
2021-05-26,0.684198,0.955349,,0.0,-1.412202,1.508795,,1.756916,-1.237009,-1.422504
2021-05-27,0.726723,1.008439,,0.0,-0.888699,1.559067,,1.790137,-1.207759,-1.376326
2021-05-28,-0.548831,0.483375,,0.0,-0.260052,1.621267,,1.835411,-1.172592,-1.321478
2021-05-31,-0.574002,0.442445,,0.0,0.163726,1.675884,,1.865456,-1.143377,-1.277208
2021-06-01,1.140999,0.150151,,0.0,1.246015,1.816778,,1.897219,-1.119356,-1.233699
2021-06-02,1.399799,1.070838,,0.0,2.148535,1.963517,,1.937497,-1.103224,-1.189277
2021-06-03,-0.743423,-1.64523,,0.0,2.431395,1.981467,,1.975736,-1.100679,-1.157469
2021-06-04,-0.19494,-1.576694,,0.0,2.270671,1.967571,,2.006181,-1.092005,-1.125728
2021-06-07,0.299251,-1.663175,,0.0,2.131822,1.929151,,2.020246,-1.087154,-1.108425
2021-06-08,-0.744906,-1.260197,,0.0,1.983543,1.853625,,2.031738,-1.084144,-1.117668
2021-06-09,1.039538,-2.293697,,0.0,1.866053,1.863647,,2.037602,-1.07902,-1.130104
2021-06-10,-0.920559,-1.665414,,0.0,1.767699,1.840475,,2.029623,-1.068133,-1.153784
2021-06-11,0.151115,-1.846168,,0.0,1.686329,1.841199,,2.012838,-1.049019,-1.162796
2021-06-14,0.303795,-1.705788,,0.0,1.645665,1.850879,,1.998527,-1.025973,-1.1423
2021-06-15,-1.701647,-0.467929,,0.0,1.476642,1.816153,,1.993918,-1.002832,-1.133435
2021-06-16,0.01556,-1.368829,,0.0,1.257432,1.748833,,1.990296,-0.97991,-1.130583
2021-06-17,-0.88947,-2.7763,,0.0,1.066997,1.729955,,1.989832,-0.946356,-1.131356
2021-06-18,-1.075073,-2.095704,,0.0,0.725193,1.698694,,1.981464,-0.892171,-1.096808
2021-06-21,0.138385,-1.945766,,0.0,0.380911,1.661196,,1.979602,-0.817665,-1.04812
2021-06-22,0.022313,-1.716446,,0.0,0.118607,1.638602,,1.97373,-0.747969,-0.976757
2021-06-23,0.370965,-1.61825,,0.0,-0.096756,1.616241,,1.979882,-0.682911,-0.908565
2021-06-24,-0.866303,-1.440378,,0.0,-0.681769,1.571812,,1.970426,-0.626271,-0.859445
2021-06-25,0.181996,-1.504117,,0.0,-1.315231,1.522193,,1.953558,-0.576134,-0.833901
2021-06-28,-0.505917,-1.382536,,0.0,-1.524623,1.485049,,1.93605,-0.51707,-0.793499
2021-06-29,-1.67141,-0.767467,,0.0,-1.925459,1.435871,,1.908288,-0.469349,-0.75947
2021-06-30,2.015622,-0.440757,,0.0,-1.969584,1.400165,,1.894372,-0.411229,-0.720659
2021-07-01,0.688518,-1.432219,,0.0,-1.711945,1.332964,,1.877409,-0.346855,-0.689705
2021-07-02,0.201716,-1.388811,,0.0,-1.544427,1.29462,,1.868602,-0.281173,-0.658759
2021-07-05,0.639029,-1.185533,,0.0,-1.397736,1.280958,,1.868735,-0.193936,-0.607535
2021-07-06,-0.060113,-1.15153,,0.0,-1.069057,1.263012,,1.867084,-0.057228,-0.541936
2021-07-07,0.316165,-1.220259,,0.0,-0.772872,1.288777,,1.865708,0.090951,-0.4639
2021-07-08,-1.662232,-1.016025,,0.0,-1.036182,1.237901,,1.862115,0.255961,-0.376654
2021-07-09,-0.344103,-1.061701,,0.0,-1.268316,1.210613,,1.85107,0.430493,-0.3027
2021-07-12,0.894722,-0.862544,,0.0,-1.383919,1.200068,,1.843801,0.614212,-0.185874
2021-07-13,0.029938,-0.973305,,0.0,-1.417219,1.166052,,1.828429,0.731571,-0.09238
2021-07-14,-2.121392,-0.621108,,0.0,-1.807397,1.1269,,1.807976,0.892919,-0.000919
2021-07-15,-1.433171,0.555668,,0.0,-1.791835,1.020267,,1.7783,0.985238,0.022275
2021-07-16,-1.220186,1.326753,,0.0,-1.448748,0.863346,,1.750014,1.115497,0.041612
2021-07-19,-2.629121,3.740572,,0.0,-0.231437,0.525443,,1.714818,1.251546,0.123541
2021-07-20,0.596106,2.804636,,0.0,0.958859,0.109884,,1.682624,1.380133,0.191873
2021-07-21,0.845207,2.394209,,0.0,1.436586,-0.373455,,1.649151,1.507335,0.263129
2021-07-22,1.245617,2.23336,,0.0,1.351837,-0.874161,,1.623846,1.656187,0.340005
2021-07-23,-0.549744,1.949478,,0.0,1.11432,-1.416003,,1.594484,1.784559,0.38617
2021-07-26,0.674972,1.752265,,0.0,1.121623,-1.831675,,1.571285,1.924016,0.547839
2021-07-27,-0.437773,1.58391,,0.0,1.029204,-2.098972,,1.55051,2.075979,0.798541
2021-07-28,1.635494,1.711416,,0.0,0.550673,-1.934508,,1.54049,2.191547,1.040177
2021-07-29,0.824658,1.160834,,0.0,-0.306991,-1.855533,,1.539659,2.283511,1.29093
2021-07-30,-0.978592,1.148444,,0.0,-0.643941,-1.905982,,1.527952,2.33221,1.5462
2021-08-02,0.684325,1.09687,,0.0,-1.053868,-1.880805,,1.508308,2.349483,1.803712
2021-08-03,0.333872,0.936487,,0.0,-1.32944,-1.863343,,1.488183,2.339613,2.000335
2021-08-04,0.68731,0.923969,,0.0,-1.808821,-1.800153,,1.467851,2.315342,2.160624
2021-08-05,0.860677,0.933355,,0.0,-2.031869,-1.721562,,1.45073,2.274462,2.187811
2021-08-06,-0.858704,0.796119,,0.0,-1.936349,-1.646315,,1.437396,2.24196,2.395525
2021-08-09,0.998359,0.923001,,0.0,-1.88022,-1.51828,,1.429989,2.210734,2.508736
2021-08-10,0.890925,0.92881,,0.0,-1.642166,-1.404998,,1.431409,2.194883,2.561549
2021-08-11,0.475822,0.944713,,0.0,-1.338325,-1.287654,,1.436252,2.156154,2.604111
2021-08-12,0.291977,0.333988,,0.0,-1.020119,-1.070158,,1.443767,2.119262,2.580951
2021-08-13,-0.659847,-0.191468,,0.0,-0.872468,-0.819125,,1.440323,2.088634,2.608001
2021-08-16,0.568539,-1.410848,,0.0,-0.892372,-0.405721,,1.452089,2.083198,2.628787
2021-08-17,1.555062,-3.892755,,0.0,-0.410621,0.47668,,1.473158,2.078772,2.683884
2021-08-18,-1.205542,-2.674186,,0.0,0.209849,1.347594,,1.486905,2.067671,2.675006
2021-08-19,-2.660515,-0.169411,,0.0,-0.255333,1.829546,,1.487603,2.044625,2.649161
2021-08-20,-0.870698,-0.180102,,0.0,-0.569731,1.996164,,1.480702,2.026148,2.611068
2021-08-23,1.439934,0.294115,,0.0,-1.339337,2.205905,,1.479905,2.006484,2.59884
2021-08-24,-0.028681,0.258809,,0.0,-1.8922,2.238293,,1.475653,1.981101,2.580161
2021-08-25,-0.326176,0.078669,,0.0,-2.098683,2.218221,,1.473187,1.957132,2.53892
2021-08-26,-1.313863,-0.028682,,0.0,-2.005307,2.030892,,1.466252,1.925711,2.504273
2021-08-27,1.068563,0.213492,,0.0,-2.045658,1.901752,,1.458681,1.908887,2.486953
2021-08-30,1.124172,0.107109,,0.0,-1.651559,1.893062,,1.449124,1.900564,2.492339
2021-08-31,-0.528014,0.178553,,0.0,-1.25031,1.832956,,1.440621,1.898827,2.514615
2021-09-01,1.368451,0.820646,,0.0,-0.527658,1.832175,,1.443452,1.906777,2.536767
2021-09-02,0.342568,0.802437,,0.0,0.371739,1.823637,,1.447931,1.906787,2.551705
2021-09-03,0.08649,0.712976,,0.0,1.174627,1.797478,,1.458621,1.921598,2.590595
2021-09-06,0.501518,0.315876,,0.0,1.937685,1.829691,,1.467605,1.942121,2.626368
2021-09-07,-0.845311,0.437226,,0.0,2.361904,1.805169,,1.476769,1.949296,2.659612
2021-09-08,-0.010043,0.337444,,0.0,2.158371,1.769457,,1.485431,1.936442,2.684466
2021-09-09,-0.928097,0.65057,,0.0,1.942376,1.711223,,1.485103,1.92333,2.649009
2021-09-10,0.114039,0.62504,,0.0,1.758367,1.667009,,1.49687,1.919956,2.635223
2021-09-13,0.943569,0.730636,,0.0,1.726394,1.687445,,1.516742,1.9309,2.634776
2021-09-14,0.209663,0.615922,,0.0,1.724337,1.700124,,1.542902,1.936239,2.648691
2021-09-15,0.126273,-0.166697,,0.0,1.737516,1.665517,,1.575621,1.919441,2.634479
2021-09-16,-0.84574,-0.710488,,0.0,1.603257,1.62643,,1.599972,1.905264,2.607001
2021-09-17,-0.733197,-3.950128,,0.0,1.423123,1.648775,,1.619295,1.888654,2.566858
2021-09-20,-2.469039,-1.120089,,0.0,0.970365,1.630039,,1.61667,1.854525,2.518353
2021-09-21,-0.12273,-2.022375,,0.0,0.547365,1.568398,,1.618111,1.81913,2.461681
2021-09-22,1.792234,-0.427599,,0.0,0.30749,1.56708,,1.633693,1.790473,2.412102
2021-09-23,0.433201,-0.365387,,0.0,0.189274,1.586476,,1.656383,1.757639,2.353595
2021-09-24,-0.790928,-1.049501,,0.0,0.019198,1.628112,,1.684623,1.73037,2.298553
2021-09-27,1.138798,-0.824081,,0.0,0.072044,1.676383,,1.709541,1.696194,2.248805
2021-09-28,-0.770938,-1.043321,,0.0,0.397679,1.666035,,1.724583,1.664713,2.205239
2021-09-29,-0.479052,-0.997577,,0.0,0.523188,1.664019,,1.734482,1.641173,2.16701
2021-09-30,1.363763,-1.213973,,0.0,1.018445,1.656152,,1.750388,1.609235,2.128976
2021-10-01,-0.736501,-0.995874,,0.0,1.433778,1.615245,,1.758942,1.57192,2.095273
2021-10-04,0.700448,-0.739225,,0.0,1.854455,1.595695,,1.769517,1.530214,2.067985
2021-10-05,2.749724,2.672565,,0.0,2.364319,1.654889,,1.818051,1.475241,2.035764
2021-10-06,-1.535836,2.712482,,0.0,2.474209,1.668246,,1.848699,1.404743,2.00601
2021-10-07,1.139592,2.531848,,0.0,2.351266,1.721996,,1.884821,1.354155,1.974492
2021-10-08,-0.049893,1.985221,,0.0,2.182967,1.794439,,1.918423,1.321392,1.954033
2021-10-11,0.694688,1.848563,,0.0,2.05717,1.876791,,1.970345,1.290858,1.936056
2021-10-12,-0.660665,1.647011,,0.0,1.936795,1.883678,,2.020189,1.253259,1.922462
2021-10-13,-0.706093,1.575359,,0.0,1.599317,1.85148,,2.065714,1.218883,1.909938
2021-10-14,0.140691,1.417079,,0.0,1.407504,1.826043,,2.128083,1.195183,1.893092
2021-10-15,-0.194022,1.18844,,0.0,1.215131,1.82036,,2.179118,1.168122,1.88326
2021-10-18,-0.587202,1.105249,,0.0,0.964561,1.804358,,2.214035,1.115478,1.865966
2021-10-19,0.348959,0.245985,,0.0,0.789429,1.853944,,2.241029,1.047777,1.845438
2021-10-20,-0.11966,0.155631,,0.0,0.65178,1.894107,,2.269157,0.969497,1.822801
2021-10-21,-2.001772,0.611846,,0.0,0.253348,1.829879,,2.271561,0.875242,1.790103
2021-10-22,-0.735551,0.633642,,0.0,-0.377483,1.745981,,2.269652,0.734347,1.749759
2021-10-25,1.178044,0.797355,,0.0,-1.284976,1.721856,,2.266411,0.540794,1.692585
2021-10-26,-0.662198,0.656558,,0.0,-1.996145,1.656769,,2.251092,0.319742,1.616664
2021-10-27,-0.359078,0.53011,,0.0,-2.295167,1.609166,,2.239973,0.095365,1.530183
2021-10-28,-1.132785,0.756838,,0.0,-2.099268,1.548979,,2.216289,-0.178913,1.437292
2021-10-29,-1.033206,0.738369,,0.0,-1.789079,1.444805,,2.184359,-0.458836,1.350749
2021-11-01,1.512068,1.537771,,0.0,-1.717509,1.419589,,2.164734,-0.760731,1.263272
2021-11-02,-0.428268,1.934635,,0.0,-1.704903,1.377842,,2.13844,-1.080052,1.171115
2021-11-03,-0.57658,-1.984093,,0.0,-1.578725,1.247962,,2.114348,-1.385948,1.079233
2021-11-05,-0.299557,-2.381405,,0.0,-1.482603,1.165124,,2.083841,-1.673195,1.002955
2021-11-08,1.313522,-2.284941,,0.0,-1.522775,1.080466,,2.057618,-1.918532,0.910522
2021-11-09,-0.837992,-1.801475,,0.0,-1.529641,0.963463,,2.024227,-2.113339,0.814119
2021-11-10,-0.301477,-1.96158,,0.0,-1.466658,0.787145,,1.988007,-2.26144,0.718796
2021-11-11,0.622497,-1.655226,,0.0,-1.352758,0.637003,,1.959729,-2.376099,0.622086
2021-11-12,-1.759091,-0.747689,,0.0,-1.15286,0.410583,,1.917614,-2.49314,0.517214
2021-11-15,0.55222,-0.686732,,0.0,-0.964764,0.139039,,1.872315,-2.591121,0.410698
2021-11-16,-0.242514,-0.62077,,0.0,-0.71261,-0.235169,,1.830415,-2.671779,0.300601
2021-11-17,0.941405,-0.320216,,0.0,-0.435231,-0.636906,,1.807614,-2.71001,0.183516
2021-11-18,-1.278839,-0.069177,,0.0,-0.010924,-1.307994,,1.780728,-2.741118,0.058433
2021-11-19,-1.684874,0.725597,,0.0,0.960139,-2.069597,,1.735238,-2.758272,-0.093831
2021-11-22,-2.798987,2.689611,,0.0,2.166699,-2.595981,,1.669398,-2.779372,-0.292302
2021-11-23,1.954709,2.937229,,0.0,2.55163,-2.582007,,1.622231,-2.792717,-0.516638
2021-11-24,0.086483,2.113958,,0.0,2.306542,-2.534296,,1.582202,-2.771427,-0.755383
2021-11-25,0.215791,1.845578,,0.0,2.080495,-2.415124,,1.538796,-2.734474,-0.995954
2021-11-26,-2.15603,2.391924,,0.0,1.97158,-2.404097,,1.47036,-2.698963,-1.264506
2021-11-29,1.449736,2.297578,,0.0,1.74194,-2.270474,,1.41803,-2.643026,-1.520881
2021-11-30,0.39915,1.96267,,0.0,1.591549,-2.124372,,1.361959,-2.589753,-1.76497
2021-12-01,1.383962,1.73468,,0.0,1.348051,-2.014213,,1.316274,-2.531101,-1.979511
2021-12-02,0.004388,1.547532,,0.0,1.133527,-1.926515,,1.268994,-2.484072,-2.171357
2021-12-03,-0.374244,1.399864,,0.0,0.965916,-1.859828,,1.213835,-2.43408,-2.319739
2021-12-06,-1.420315,1.505064,,0.0,0.943011,-1.854951,,1.146819,-2.388499,-2.436278
2021-12-07,1.27828,1.450294,,0.0,0.938535,-1.834221,,1.090845,-2.352948,-2.521301
2021-12-08,-1.263752,1.500183,,0.0,1.020349,-1.846676,,1.023724,-2.316209,-2.581429
2021-12-09,0.866835,1.454964,,0.0,1.162316,-1.822253,,0.962927,-2.280183,-2.615253
2021-12-10,-0.520753,1.33691,,0.0,1.399415,-1.831207,,0.887107,-2.245641,-2.635984
2021-12-13,-1.761196,1.593265,,0.0,1.846675,-1.863921,,0.784057,-2.211853,-2.638407
2021-12-14,0.363729,1.442869,,0.0,2.210594,-1.886774,,0.678806,-2.180712,-2.635961
2021-12-15,0.371747,1.358351,,0.0,2.180959,-1.890199,,0.576447,-2.150213,-2.616752
2021-12-16,1.970728,1.827001,,0.0,1.68145,-1.852065,,0.498324,-2.116681,-2.58337
2021-12-17,-0.136186,1.694476,,0.0,1.324544,-1.809754,,0.425914,-2.07698,-2.533512
2021-12-20,-0.520038,1.572347,,0.0,1.16391,-1.764298,,0.340553,-2.034325,-2.46236
2021-12-21,0.469556,1.003692,,0.0,0.847623,-1.661787,,0.244812,-1.995576,-2.384671
2021-12-22,0.935487,0.747796,,0.0,0.331477,-1.591605,,0.152203,-1.955045,-2.304198
2021-12-23,-0.449596,0.71801,,0.0,-0.190738,-1.545516,,0.049422,-1.914089,-2.221238
2021-12-24,0.13862,0.655441,,0.0,-0.627298,-1.50807,,-0.068433,-1.87297,-2.137688
2021-12-27,0.648959,-0.111495,,0.0,-1.335719,-1.407456,,-0.180001,-1.835574,-2.049529
2021-12-28,0.66315,-0.370498,,0.0,-2.042513,-1.333693,,-0.287357,-1.801883,-1.966272
2021-12-29,-0.466867,-0.408739,,0.0,-2.182402,-1.291709,,-0.421801,-1.769212,-1.880283
2021-12-30,0.86972,-0.655981,,0.0,-2.154411,-1.269369,,-0.548365,-1.735094,-1.797805
2022-01-03,1.070685,-0.429262,,0.0,-2.15889,-1.222736,,-0.672389,-1.696654,-1.707293
2022-01-04,0.348051,-0.58172,,0.0,-2.031471,-1.161698,,-0.82818,-1.653514,-1.611875
2022-01-05,-0.935101,-1.18738,,0.0,-1.952586,-1.086936,,-0.993306,-1.608168,-1.515689
2022-01-06,-0.912235,-1.272033,,0.0,-1.747467,-1.091895,,-1.199636,-1.576842,-1.431608
2022-01-07,0.326247,-1.844887,,0.0,-1.594575,-1.035621,,-1.40626,-1.552469,-1.354705
2022-01-10,-0.520521,-1.711762,,0.0,-1.424057,-1.041135,,-1.632004,-1.536144,-1.289136
2022-01-11,0.793405,-1.578463,,0.0,-1.293225,-0.984458,,-1.824851,-1.526792,-1.239285
2022-01-12,0.712368,-2.578755,,0.0,-1.275604,-0.752479,,-1.97738,-1.522479,-1.197553
2022-01-13,-2.669153,-0.765878,,0.0,-1.086256,-0.644124,,-2.155836,-1.53115,-1.170068
2022-01-14,-1.279406,-0.336366,,0.0,-0.741961,-0.621067,,-2.321623,-1.56221,-1.17169
2022-01-17,-0.533031,-1.300487,,0.0,-0.36459,-0.863062,,-2.45261,-1.595824,-1.171532
2022-01-18,-3.085162,1.899046,,0.0,0.341437,-1.51041,,-2.612603,-1.630188,-1.193465
2022-01-19,1.633725,2.438173,,0.0,1.246428,-1.864553,,-2.695503,-1.651044,-1.217699
2022-01-20,1.139489,2.342335,,0.0,1.908013,-2.085314,,-2.706486,-1.670956,-1.238626
2022-01-21,-0.81461,2.044516,,0.0,2.092393,-2.419254,,-2.710047,-1.683971,-1.261923
2022-01-24,-2.170063,2.61642,,0.0,2.150791,-2.728751,,-2.751494,-1.700161,-1.291095
2022-01-25,0.52513,2.219022,,0.0,2.045174,-2.737843,,-2.759121,-1.712814,-1.316595
2022-01-26,1.333875,2.093599,,0.0,1.778477,-2.613739,,-2.730705,-1.728328,-1.337161
2022-01-27,1.221279,1.965112,,0.0,1.410501,-2.442045,,-2.671677,-1.727743,-1.349601
2022-01-28,0.468032,1.738634,,0.0,1.122839,-2.250696,,-2.602441,-1.720798,-1.351572
2022-01-31,0.560603,1.539766,,0.0,0.830461,-2.10317,,-2.542706,-1.708273,-1.343628
2022-02-01,0.332646,1.326357,,0.0,0.525003,-2.013112,,-2.481837,-1.692945,-1.333621
2022-02-02,0.112003,1.187175,,0.0,0.222391,-1.94846,,-2.422827,-1.677001,-1.322962
2022-02-03,-0.601372,1.100592,,0.0,-0.011571,-1.896844,,-2.377074,-1.664307,-1.319226
2022-02-04,0.136931,0.979916,,0.0,-0.466503,-1.814834,,-2.339756,-1.654577,-1.307783
2022-02-07,0.145555,0.881403,,0.0,-0.933269,-1.755534,,-2.300017,-1.650288,-1.292894
2022-02-08,0.931398,0.907775,,0.0,-1.460509,-1.650663,,-2.250702,-1.650921,-1.280453
2022-02-09,0.941709,0.909997,,0.0,-2.021168,-1.548567,,-2.197097,-1.653257,-1.2713
2022-02-10,0.247055,0.837062,,0.0,-2.157192,-1.485306,,-2.138508,-1.654017,-1.262412
2022-02-11,-1.060136,0.611863,,0.0,-1.948816,-1.418919,,-2.099388,-1.66462,-1.266076
2022-02-14,-0.632267,0.518941,,0.0,-1.647785,-1.365394,,-2.068795,-1.691481,-1.288082
2022-02-15,1.187573,0.875749,,0.0,-1.648151,-1.246744,,-2.030746,-1.708219,-1.308991
2022-02-16,0.358184,-1.319006,,0.0,-1.75404,-0.982883,,-1.985317,-1.709308,-1.320879
2022-02-17,-1.603985,-1.11902,,0.0,-1.650352,-0.865945,,-1.949897,-1.712741,-1.328376
2022-02-18,-1.307382,-0.982281,,0.0,-1.410825,-0.883815,,-1.914478,-1.70685,-1.32504
2022-02-21,-3.102947,3.5929,,0.0,-0.826713,-1.119102,,-1.926113,-1.718199,-1.360101
2022-02-22,0.563481,2.123122,,0.0,-0.163072,-1.181516,,-1.929949,-1.758202,-1.520405
2022-02-24,-4.193675,4.417796,,0.0,0.929421,-2.039319,,-2.029779,-1.9494,-1.972875
2022-02-25,1.95839,3.289145,,0.0,1.821287,-2.429648,,-2.064968,-2.084901,-2.32812
2022-03-24,0.561615,2.570273,,0.0,2.041777,-2.598725,,-2.090536,-2.216782,-2.643812
2022-03-25,-0.209064,2.140359,,0.0,2.032962,-2.673085,,-2.120226,-2.321567,-2.903007
2022-03-28,-0.039381,1.841507,,0.0,1.915012,-2.667189,,-2.154576,-2.411534,-3.263584
2022-03-29,0.092039,1.619562,,0.0,1.732572,-2.600487,,-2.183111,-2.466417,-3.509533
2022-03-30,0.579865,1.465212,,0.0,1.582253,-2.471708,,-2.194217,-2.473584,-3.576052
2022-03-31,0.822828,1.361015,,0.0,1.322339,-2.286766,,-2.178234,-2.452616,-3.536317
2022-04-01,0.304169,1.234447,,0.0,1.043341,-2.129716,,-2.162686,-2.423568,-3.440099
2022-04-04,0.198474,1.121341,,0.0,0.823591,-1.998462,,-2.13735,-2.404391,-3.33382
2022-04-05,-0.310317,1.018548,,0.0,0.668124,-1.93464,,-2.125338,-2.384861,-3.239164
2022-04-06,-0.035639,0.917338,,0.0,0.516195,-1.901661,,-2.112623,-2.366234,-3.156947
2022-04-07,0.239472,0.833766,,0.0,0.343881,-1.862914,,-2.087499,-2.345737,-3.081683
2022-04-08,-0.013621,0.752795,,0.0,0.180002,-1.812281,,-2.066255,-2.299089,-2.978939
2022-04-11,0.008547,0.676816,,0.0,-0.051371,-1.761586,,-2.048092,-2.240155,-2.872843
2022-04-12,0.09988,0.587039,,0.0,-0.153065,-1.739728,,-2.040004,-2.187992,-2.779781
2022-04-13,0.121781,0.508707,,0.0,-0.229853,-1.732438,,-2.030409,-2.137649,-2.696552
2022-04-14,-0.313195,0.439743,,0.0,0.225242,-1.726953,,-2.024824,-2.090492,-2.622866
2022-04-15,0.237517,0.365776,,0.0,0.932207,-1.705917,,-2.018577,-2.050487,-2.553217
2022-04-18,-0.220644,0.144852,,0.0,1.369912,-1.652648,,-2.019975,-2.008817,-2.487141
2022-04-19,0.028054,-0.493413,,0.0,2.10793,-1.629561,,-2.018745,-1.961612,-2.423955
2022-04-20,-0.004329,-4.450347,,0.0,2.176165,-1.452928,,-2.015272,-1.913234,-2.366019
2022-04-21,-0.733019,-3.556971,,0.0,2.035801,-1.373267,,-2.016504,-1.862308,-2.305988
2022-04-22,-0.368863,-2.742852,,0.0,1.925555,-1.330022,,-2.020668,-1.81657,-2.24559
2022-04-25,-0.53638,-2.266618,,0.0,1.880938,-1.28644,,-2.023531,-1.778333,-2.196392
2022-04-26,2.000445,-1.858365,,0.0,1.351565,-1.21574,,-2.020124,-1.741468,-2.149374
2022-04-27,1.384296,-1.595509,,0.0,0.581683,-1.126292,,-2.013825,-1.710423,-2.10159
2022-04-28,-0.467447,-1.458163,,0.0,-0.535382,-1.072204,,-2.01034,-1.683409,-2.054954
2022-04-29,1.138357,-1.416589,,0.0,-1.536333,-1.05429,,-1.999885,-1.657657,-2.011758
2022-05-04,-0.858071,-1.279978,,0.0,-2.063237,-1.076944,,-1.989893,-1.632157,-1.973087
2022-05-05,0.763286,-1.156973,,0.0,-2.194356,-1.114481,,-1.979214,-1.610137,-1.938317
2022-05-06,0.007167,-1.087197,,0.0,-2.102672,-1.137392,,-1.967441,-1.587074,-1.901417
2022-05-11,0.072743,-0.993856,,0.0,-1.974239,-1.161007,,-1.95851,-1.561755,-1.8627
2022-05-12,-1.227983,-0.883206,,0.0,-1.724033,-1.239348,,-1.956205,-1.537206,-1.827541
2022-05-13,0.378112,-0.801196,,0.0,-1.536571,-1.322127,,-1.945259,-1.509213,-1.788362
2022-05-16,1.066702,-0.704398,,0.0,-1.516756,-1.393018,,-1.927999,-1.469285,-1.743677
2022-05-17,1.000139,-0.610153,,0.0,-1.570139,-1.441822,,-1.906959,-1.427217,-1.701048
2022-05-18,0.378911,-0.534227,,0.0,-1.697044,-1.465601,,-1.874997,-1.386525,-1.655181
2022-05-19,-0.168551,-0.541903,,0.0,-1.75036,-1.392787,,-1.850323,-1.352173,-1.610761
2022-05-20,-0.991767,-0.450109,,0.0,-1.71755,-1.345005,,-1.83362,-1.316387,-1.571859
2022-05-23,-1.175781,-0.397908,,0.0,-1.602114,-1.275929,,-1.817439,-1.280567,-1.532481
2022-05-24,-0.122674,-0.57203,,0.0,-1.409583,-1.182362,,-1.792959,-1.238222,-1.491123
2022-05-25,0.779431,-0.711884,,0.0,-1.292749,-1.089414,,-1.768663,-1.183873,-1.441935
2022-05-26,1.084158,-0.59588,,0.0,-1.352338,-0.898409,,-1.746838,-1.122679,-1.384714
2022-05-27,-0.232418,-0.710911,,0.0,-1.44123,-0.671456,,-1.730843,-1.068102,-1.33016
2022-05-30,-0.301221,-0.904077,,0.0,-1.457458,-0.393751,,-1.717534,-1.020077,-1.279968
2022-05-31,-0.888999,-2.054221,,0.0,-1.413827,-0.275028,,-1.708704,-0.974174,-1.23472
2022-06-01,0.453215,-2.883866,,0.0,-1.364426,-0.241831,,-1.700326,-0.924274,-1.186728
2022-06-02,-0.697639,-2.643314,,0.0,-1.348509,-0.199285,,-1.693756,-0.868752,-1.1355
2022-06-03,-0.585091,-2.417757,,0.0,-1.230572,-0.322818,,-1.685847,-0.811715,-1.081129
2022-06-06,-0.520977,-2.285603,,0.0,-1.098176,-0.425528,,-1.679485,-0.752481,-1.019601
2022-06-07,0.361323,-2.024045,,0.0,-0.804549,-0.655224,,-1.673146,-0.692316,-0.955192
2022-06-08,0.737925,-1.701335,,0.0,-0.813314,-0.869065,,-1.669625,-0.631499,-0.885123
2022-06-09,-0.489511,-1.485522,,0.0,-0.712667,-1.259681,,-1.671295,-0.567203,-0.812794
2022-06-10,-0.211698,-1.778645,,0.0,-0.607572,-1.273271,,-1.674357,-0.49821,-0.733447
2022-06-14,0.13653,-1.580556,,0.0,-0.414781,-1.239906,,-1.672926,-0.422334,-0.654853
2022-06-15,0.874336,-1.566642,,0.0,-0.375407,-1.322367,,-1.668105,-0.326198,-0.569991
2022-06-16,1.484579,-1.471238,,0.0,-1.603251,-1.430989,,-1.667007,-0.227134,-0.481464
2022-06-17,-0.319973,-1.372062,,0.0,-2.745042,-1.654798,,-1.669371,-0.129759,-0.392493
2022-06-20,1.367336,-1.072766,,0.0,-2.877007,-1.59925,,-1.664831,-0.017352,-0.296412
